syl_len0,syl_len1,syl_len2,syl0,syl1,syl2,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,cv_ratio0,cv_ratio1,cv_ratio2,koda_len0,koda_len1,koda_len2,onset_len0,onset_len1,onset_len2,nucleus_len0,nucleus_len1,nucleus_len2,comp_len,sonority0,sonority1,sonority2,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_dir,syl_class0,syl_class1,syl_class2,onset_class0,onset_class1,onset_class2,koda_class0,koda_class1,koda_class2,nucleus_class0,nucleus_class1,nucleus_class2,syl_weight0,syl_weight1,syl_weight2,nomen,sylcnt,stress_class
4,3,3,mehr,far,big,ig,ø,A,ø,SS,ø,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,CCKC,KCCKC,noacc,CVVC,CVC,CVC,1,2,2,1,1,1,1,1,1,2,1,1,2,1011,111,201,3,2,2,-1,CLC,CKC,CKC,C,C,C,C,C,C,L,K,K,1,1,1,F,3,antepaenultima
4,4,4,mehr,glie,drig,ig,ø,A,ø,SSA,ø,C,CL,CLC,CLCC,CLCCC,C,KC,CKC,CCKC,LCCKC,ø,CVVC,CCVV,CCVC,1,1,3,1,0,1,1,2,2,2,2,1,2,1011,111,211,3,3,2,-1,CLC,CCL,CCKC,C,CC,CC,C,,C,L,L,K,1,1,1,F,3,antepaenultima
4,4,4,mehr,heit,lich,ich,ø,A,N,SA,ø,C,CL,CLC,CLCC,CLCCD,C,KC,CKC,CCKC,DCCKC,noacc,CVVC,CVVC,CVC,1,1,2,1,1,1,1,1,1,2,2,1,1,1011,201,111,3,2,3,-1,CLC,CDC,CKC,C,C,C,C,C,C,L,D,K,1,1,1,F,3,antepaenultima
4,3,3,mehr,j1h,rig,ig,ø,A,ø,SSA,ø,C,CL,CLC,CLCC,CLCCL,C,KC,CKC,LCKC,CLCKC,noacc,CVVC,CVV,CVC,1,0,2,1,0,1,1,1,1,2,2,1,2,1011,2,111,3,4,3,-1,CLC,CL,CKC,C,C,C,C,,C,L,L,K,1,1,1,F,3,antepaenultima
4,3,5,Mehr,lei,stung,ung,ø,N,ø,SS,ø,C,CL,CLC,CLCC,CLCCD,C,KC,CKC,CCKC,DCCKC,ø,CVVC,CVVC,CVC,1,1,2,1,1,1,1,1,1,2,2,1,2,1011,111,1101,3,3,2,1,CLC,CDC,CKC,C,C,C,C,C,C,L,D,K,1,1,1,T,3,antepaenultima
4,2,3,mehr,ma,lig,ig,ø,A,ø,SSA,ø,C,CL,CLC,CLCC,CLCCL,C,KC,CKC,LCKC,CLCKC,noacc,CVVC,CVV,CVC,1,0,2,1,0,1,1,1,1,2,2,1,2,1011,1001,111,3,4,3,-1,CLC,CL,CKC,C,C,C,C,,C,L,L,K,1,1,1,F,3,antepaenultima
4,3,3,mehr,sil,big,ig,ø,A,ø,SSA,ø,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,CCKC,KCCKC,noacc,CVVC,CVC,CVC,1,2,2,1,1,1,1,1,1,2,1,1,2,1011,111,201,3,3,2,-1,CLC,CKC,CKC,C,C,C,C,C,C,L,K,K,1,1,1,F,3,antepaenultima
4,4,4,mehr,spra,chig,ig,ø,A,ø,SSA,ø,C,CL,CLC,CLCC,CLCCC,C,KC,CKC,LCKC,CLCKC,noacc,CVVC,CCCVV,CVC,1,1,2,1,0,1,1,3,1,2,2,1,2,1011,211,201,3,2,2,-1,CLC,CCCL,CKC,C,CCC,C,C,,C,L,L,K,1,1,1,F,3,antepaenultima
4,4,3,mehr,stim,mig,ig,ø,A,ø,SSA,ø,C,CL,CLC,CLCC,CLCCC,C,KC,CKC,KCKC,CKCKC,noacc,CVVC,CCVC,CVC,1,3,2,1,1,1,1,2,1,2,1,1,2,1011,201,1101,3,2,2,1,CLC,CCK,CKC,C,CC,C,C,,C,L,K,K,1,1,1,F,3,antepaenultima
4,3,4,mehr,st3,ckig,ig,ø,A,ø,SSA,ø,C,CL,CLC,CLCC,CLCCC,C,KC,CKC,KCKC,CKCKC,noacc,CVVC,CCVC,CVC,1,3,2,1,1,1,1,2,1,2,1,1,2,1011,201,201,3,2,2,-1,CLC,CCK,CKC,C,CC,C,C,,C,L,K,K,1,1,1,F,3,antepaenultima
4,3,3,mehr,stu,fig,ig,ø,A,ø,SSA,ø,C,CL,CLC,CLCC,CLCCC,C,KC,CKC,LCKC,CLCKC,noacc,CVVC,CCVV,CVC,1,1,2,1,0,1,1,2,1,2,2,1,2,1011,201,201,3,2,2,-1,CLC,CCL,CKC,C,CC,C,C,,C,L,L,K,1,1,1,F,3,antepaenultima
4,4,3,mehr,st2n,dig,ig,ø,A,ø,SSA,ø,C,CL,CLC,CLCC,CLCCC,C,KC,CKC,CCKC,KCCKC,noacc,CVVC,CCVC,CVC,1,3,2,1,1,1,1,2,1,2,1,1,2,1011,1201,201,3,2,2,-1,CLC,CCKC,CKC,C,CC,C,C,C,C,L,K,K,1,1,1,F,3,antepaenultima
4,2,3,mehr,t1,gig,ig,ø,A,ø,SSA,ø,C,CL,CLC,CLCC,CLCCL,C,KC,CKC,LCKC,CLCKC,noacc,CVVC,CVV,CVC,1,0,2,1,0,1,1,1,1,2,2,1,2,1011,101,201,3,2,2,-1,CLC,CL,CKC,C,C,C,C,,C,L,L,K,1,1,1,F,3,antepaenultima
4,3,3,mehr,zah,lig,ig,ø,A,N,SA,ø,C,CL,CLC,CLCA,CLCAL,C,KC,CKC,LCKC,ALCKC,noacc,CVVC,CVV,CVC,1,0,2,1,0,1,1,1,1,2,2,1,1,1011,101,111,3,3,3,-1,CLC,AL,CKC,C,A,C,C,,C,L,L,K,1,1,1,F,3,antepaenultima
3,1,3,Mei,e,rei,ei,ø,N,N,SA,ø,C,CD,CDK,CDKC,CDKCD,D,CD,KCD,DKCD,CDKCD,acc,CVV,V,CVV,0,0,0,0,0,0,1,0,1,2,1,2,1,1001,1,11,4,4,4,-1,CD,K,CD,C,,C,,,,D,K,D,1,0,1,T,3,ultima
3,2,3,Mei,er,hof,of,ø,N,NN,SS,ø,C,CD,CDK,CDKC,CDKCC,C,LC,CLC,CCLC,KCCLC,ø,CVV,VC,CVVC,0,1,1,0,1,1,1,0,1,2,1,2,2,1001,11,201,4,3,2,-1,CD,KC,CLC,C,,C,,C,C,D,K,L,1,0,1,T,3,antepaenultima
3,1,3,Mei,e,rin,in,ø,N,N,SA,ø,C,CD,CDK,CDKC,CDKCK,C,KC,CKC,KCKC,DKCKC,ø,CVV,V,CVC,0,0,2,0,0,1,1,0,1,2,1,1,1,1001,1,1011,4,4,3,1,CD,K,CKC,C,,C,,,C,D,K,K,1,0,1,T,3,antepaenultima
3,3,4,mei,len,lang,ang,ø,A,NA,SAS,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,CVC,0,2,2,0,1,1,1,1,1,2,1,1,2,1001,1011,1011,4,3,3,1,CD,CKC,CKC,C,C,C,,C,C,D,K,K,1,0,1,F,3,antepaenultima
3,3,5,Mei,len,stein,ein,ø,N,NN,SAS,ø,C,CD,CDC,CDCK,CDCKC,C,DC,CDC,CCDC,CCCDC,ø,CVV,CVC,CCVVC,0,2,1,0,1,1,1,1,2,2,1,2,2,1001,1011,1201,4,3,2,1,CD,CKC,CCDC,C,C,CC,,C,C,D,K,D,1,0,1,T,3,antepaenultima
3,3,4,mei,len,weit,eit,ø,A,NA,SAS,ø,C,CD,CDC,CDCK,CDCKC,C,DC,CDC,CCDC,KCCDC,ø,CVV,CVC,CVVC,0,2,1,0,1,1,1,1,1,2,1,2,2,1001,1011,201,4,3,2,-1,CD,CKC,CDC,C,C,C,,C,C,D,K,D,1,0,1,F,3,antepaenultima
4,2,3,mein,ei,dig,ig,ø,A,N,SA,ø,C,CD,CDC,CDCD,CDCDC,C,KC,CKC,DCKC,CDCKC,noacc,CVVC,VV,CVC,1,0,2,1,0,1,1,0,1,2,2,1,1,2001,1,201,3,6,2,-1,CDC,D,CKC,C,,C,C,,C,D,D,K,1,1,1,F,3,antepaenultima
3,3,5,mei,ner,seits,eits,ø,ADV,ø,SSA,ø,C,CD,CDC,CDCK,CDCKC,A,DA,CDA,CCDA,KCCDA,ø,CVV,CVC,CVVC,0,2,1,0,1,1,1,1,1,2,1,2,2,1001,1011,201,4,3,2,-1,CD,CKC,CDA,C,C,C,,C,A,D,K,D,1,0,1,F,3,multa
3,3,5,mei,nes,teils,eils,ø,ADV,ø,SSA,ø,C,CD,CDC,CDCK,CDCKC,C,CC,DCC,CDCC,CCDCC,ø,CVV,CVC,CVVCC,0,2,1,0,1,2,1,1,1,2,1,2,2,1001,1101,211,4,2,2,-1,CD,CKC,CDCC,C,C,C,,C,CC,D,K,D,1,0,2,F,3,multa
3,2,2,mei,ni,ge,e,ø,ø,ø,SA,ø,C,CD,CDC,CDCK,CDCKC,K,CK,KCK,CKCK,DCKCK,noacc,CVV,CVC,CV,0,2,1,0,1,0,1,1,1,2,1,1,1,1001,1001,101,4,3,2,-1,CD,CK,CK,C,C,C,,,,D,K,K,1,1,0,F,3,antepaenultima
3,5,6,Mei,nungs,streit,eit,ø,N,NN,SAS,ø,C,CD,CDC,CDCK,CDCKC,C,DC,CDC,CCDC,CCCDC,ø,CVV,CVCC,CCCVVC,0,3,2,0,2,1,1,1,3,2,1,2,2,1001,2101,311,4,2,2,-1,CD,CKCC,CCCDC,C,C,CCC,,CC,C,D,K,D,1,2,1,T,3,antepaenultima
3,2,3,Mei,$e,ler,er,ø,N,V,SA,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CV,CVC,0,1,2,0,0,1,1,1,1,2,1,1,1,1001,101,21,4,2,3,-1,CD,CK,CKC,C,C,C,,,C,D,K,K,1,0,0,T,3,antepaenultima
3,4,4,mei,sten,orts,orts,ø,ADV,ø,SSA,ø,C,CD,CDC,CDCC,CDCCK,A,CA,KCA,CKCA,KCKCA,ø,CVVC,CVC,VCC,1,2,2,1,1,2,1,1,0,2,1,1,2,1101,1101,111,3,2,2,-1,CDC,CKC,KCA,C,C,,C,C,CA,D,K,K,1,0,2,F,3,antepaenultima
3,4,5,mei,sten,teils,eils,ø,ADV,ø,SSA,ø,C,CD,CDC,CDCC,CDCCK,C,CC,DCC,CDCC,CCDCC,ø,CVVC,CVC,CVVCC,1,2,1,1,1,2,1,1,1,2,1,2,2,1101,1101,211,3,2,2,-1,CDC,CKC,CDCC,C,C,C,C,C,CC,D,K,D,1,0,2,F,3,antepaenultima
3,4,5,Mei,ster,brief,ief,ø,N,NN,SS,ø,C,CD,CDC,CDCC,CDCCK,C,LC,CLC,CCLC,CCCLC,ø,CVVC,CVC,CCVVC,1,2,1,1,1,1,1,1,2,2,1,2,2,1101,111,211,3,2,2,-1,CDC,CKC,CCLC,C,C,CC,C,C,C,D,K,L,1,0,1,T,3,antepaenultima
3,4,4,mei,ster,haft,aft,ø,A,N,SA,ø,C,CD,CDC,CDCC,CDCCK,C,CC,KCC,CKCC,CCKCC,ø,CVVC,CVC,CVCC,1,2,3,1,1,2,1,1,1,2,1,1,1,1101,111,301,3,2,1,-1,CDC,CKC,CKCC,C,C,C,C,C,CC,D,K,K,1,0,2,F,3,antepaenultima
3,4,4,mei,ster,lich,ich,ø,A,N,SA,ø,C,CD,CDC,CDCC,CDCCK,C,KC,CKC,CCKC,KCCKC,noacc,CVVC,CVC,CVC,1,2,2,1,1,1,1,1,1,2,1,1,1,1101,111,111,3,2,3,-1,CDC,CKC,CKC,C,C,C,C,C,C,D,K,K,1,0,1,F,3,antepaenultima
3,4,3,mei,ster,los,os,ø,A,N,SA,ø,C,CD,CDC,CDCC,CDCCK,C,LC,CLC,CCLC,KCCLC,ø,CVVC,CVC,CVVC,1,2,1,1,1,1,1,1,1,2,1,2,1,1101,111,111,3,2,2,-1,CDC,CKC,CLC,C,C,C,C,C,C,D,K,L,1,0,1,F,3,antepaenultima
3,4,6,Mei,ster,schaft,aft,ø,N,N,SA,ø,C,CD,CDC,CDCC,CDCCK,C,CC,KCC,CKCC,CCKCC,ø,CVVC,CVC,CVCC,1,2,3,1,1,2,1,1,1,2,1,1,1,1101,111,301,3,2,1,-1,CDC,CKC,CKCC,C,C,C,C,C,CC,D,K,K,1,0,2,T,3,antepaenultima
3,3,4,Mei,ste,rung,ung,ø,N,V,SA,ø,C,CD,CDC,CDCC,CDCCK,C,KC,CKC,KCKC,CKCKC,ø,CVVC,CV,CVC,1,1,2,1,0,1,1,1,1,2,1,1,1,1101,101,1011,3,2,3,-1,CDC,CK,CKC,C,C,C,C,,C,D,K,K,1,0,1,T,3,antepaenultima
3,4,4,Mei,ster,werk,erk,ø,N,NN,SS,ø,C,CD,CDC,CDCC,CDCCK,C,CC,KCC,CKCC,CCKCC,ø,CVVC,CVC,CVCC,1,2,3,1,1,2,1,1,1,2,1,1,2,1101,111,211,3,2,2,-1,CDC,CKC,CKCC,C,C,C,C,C,CC,D,K,K,1,0,2,T,3,antepaenultima
5,2,3,Meist,ge,bot,ot,ø,N,ø,SS,ø,C,CD,CDC,CDCC,CDCCC,C,LC,CLC,KCLC,CKCLC,ø,CVVCC,CV,CVVC,1,1,1,2,0,1,1,1,1,2,1,2,2,1201,101,201,2,2,2,-1,CDCC,CK,CLC,C,C,C,CC,,C,D,K,L,2,0,1,T,3,antepaenultima
5,2,5,meist,ge,fragt,agt,ø,A,ø,SS,ø,C,CD,CDC,CDCC,CDCCC,C,CC,LCC,CLCC,CCLCC,ø,CVVCC,CV,CCVVCC,1,1,2,2,0,2,1,1,2,2,1,2,2,1201,101,311,2,2,2,-1,CDCC,CK,CCLCC,C,C,CC,CC,,CC,D,K,L,2,0,2,F,3,antepaenultima
5,2,5,meist,ge,kauft,auft,ø,A,ø,SS,ø,C,CD,CDC,CDCC,CDCCC,C,CC,DCC,CDCC,KCDCC,ø,CVVCC,CV,CVVCC,1,1,1,2,0,2,1,1,1,2,1,2,2,1201,101,301,2,2,2,-1,CDCC,CK,CDCC,C,C,C,CC,,CC,D,K,D,2,0,2,F,3,antepaenultima
5,2,5,meist,ge,nannt,annt,ø,A,ø,SS,ø,C,CD,CDC,CDCC,CDCCC,C,CC,KCC,CKCC,KCKCC,ø,CVVCC,CV,CVCC,1,1,3,2,0,2,1,1,1,2,1,1,2,1201,101,2101,2,2,2,1,CDCC,CK,CKCC,C,C,C,CC,,CC,D,K,K,2,0,2,F,3,antepaenultima
5,3,2,Meist,stu,fe,e,ø,N,ø,SS,ø,C,CD,CDC,CDCC,CDCCC,K,CK,LCK,CLCK,CCLCK,ø,CVVCC,CCVV,CV,1,1,1,2,0,0,1,2,1,2,2,1,2,1201,201,101,2,2,2,-1,CDCC,CCL,CK,C,CC,C,CC,,,D,L,K,2,1,0,T,3,antepaenultima
2,3,2,Me,lan,ge,e,ø,N,ø,ø,ø,C,CL,CLC,CLCN,CLCNC,K,CK,NCK,CNCK,LCNCK,ø,CVV,CVV,CV,0,0,1,0,0,0,1,1,1,2,2,1,0,1001,11,101,3,4,2,-1,CL,CN,CK,C,C,C,,,,L,N,K,1,1,0,T,3,paenultima
2,3,2,Me,las,se,e,ø,N,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,K,CK,KCK,CKCK,LCKCK,ø,CVV,CVC,CV,0,2,1,0,1,0,1,1,1,2,1,1,0,1001,11,101,3,3,2,-1,CL,CK,CK,C,C,C,,,,L,K,K,1,1,0,T,3,paenultima
3,2,3,Mel,de,amt,amt,ø,N,VN,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,KKCC,CKKCC,ø,CVC,CV,VCC,2,1,2,1,0,2,1,1,0,1,1,1,2,1011,101,1101,3,2,2,1,CKC,CK,KCC,C,C,,C,,CC,K,K,K,1,0,2,T,3,antepaenultima
2,3,3,me,lie,ren,en,ø,V,V,S,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVC,0,0,2,0,0,1,1,1,1,2,2,1,1,1001,11,1011,3,4,3,1,CL,CL,CKC,C,C,C,,,C,L,L,K,1,1,0,F,3,paenultima
2,3,2,Me,lis,ma,a,ø,N,N,S,ø,C,CL,CLC,CLCK,CLCKC,L,CL,CCL,KCCL,CKCCL,ø,CVV,CVC,CVV,0,2,0,0,1,0,1,1,1,2,1,2,1,1001,111,1001,3,3,4,0,CL,CKC,CL,C,C,C,,C,,L,K,L,1,1,1,T,3,paenultima
4,2,3,Melk,ei,mer,er,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCD,C,KC,CKC,DCKC,CDCKC,ø,CVCC,VV,CVC,3,0,2,2,0,1,1,0,1,1,2,1,2,1111,1,1011,2,6,3,-1,CKCC,D,CKC,C,,C,CC,,C,K,D,K,2,1,0,T,3,antepaenultima
3,2,3,Mel,ke,rei,ei,ø,N,V,SA,ø,C,CK,CKC,CKCC,CKCCK,D,CD,KCD,CKCD,CCKCD,ø,CVC,CV,CVV,2,1,0,1,0,0,1,1,1,1,1,2,1,1011,101,11,3,2,4,-1,CKC,CK,CD,C,C,C,C,,,K,K,D,1,0,1,T,3,ultima
3,2,3,Mel,ke,rin,in,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,KCKC,CKCKC,ø,CVC,CV,CVC,2,1,2,1,0,1,1,1,1,1,1,1,1,1011,101,1011,3,2,3,0,CKC,CK,CKC,C,C,C,C,,C,K,K,K,1,0,1,T,3,antepaenultima
4,4,3,Melk,sche,mel,el,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,LCKC,CLCKC,ø,CVCC,CVV,CVC,3,0,2,2,0,1,1,1,1,1,2,1,2,1111,101,1011,2,2,3,-1,CKCC,CL,CKC,C,C,C,CC,,C,K,L,K,2,1,0,T,3,antepaenultima
2,2,3,Me,lo,die,ie,ø,N,R,SA,ø,C,CL,CLC,CLCL,CLCLC,L,CL,LCL,CLCL,LCLCL,ø,CVV,CVV,CVV,0,0,0,0,0,0,1,1,1,2,2,2,1,1001,11,101,3,3,3,-1,CL,CL,CL,C,C,C,,,,L,L,L,1,1,1,T,3,ultima
2,2,3,Me,lo,dik,ik,ø,N,R,SA,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,noacc,CVV,CVV,CVC,0,0,2,0,0,1,1,1,1,2,2,1,1,1001,11,201,3,3,2,-1,CL,CL,CKC,C,C,C,,,C,L,L,K,1,1,1,T,3,paenultima
2,2,5,me,lo,disch,isch,ø,A,R,SA,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVC,0,0,2,0,0,1,1,1,1,2,2,1,1,1001,11,201,3,3,2,-1,CL,CL,CKC,C,C,C,,,C,L,L,K,1,1,1,F,3,paenultima
2,2,4,Me,lo,dram,am,ø,N,N,S,ø,C,CL,CLC,CLCL,CLCLC,C,LC,CLC,CCLC,LCCLC,ø,CVV,CVV,CCVVC,0,0,1,0,0,1,1,1,2,2,2,2,1,1001,11,1111,3,3,3,1,CL,CL,CCLC,C,C,CC,,,C,L,L,L,1,1,1,T,3,ultima
2,2,2,Me,lo,ne,e,ø,N,N,S,ø,C,CL,CLC,CLCL,CLCLC,K,CK,LCK,CLCK,LCLCK,ø,CVV,CVV,CV,0,0,1,0,0,0,1,1,1,2,2,1,1,1001,11,1001,3,3,3,0,CL,CL,CK,C,C,C,,,,L,L,K,1,1,0,T,3,paenultima
3,3,2,Mem,bra,ne,e,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCC,K,CK,LCK,CLCK,CCLCK,ø,CVC,CCVV,CV,2,1,1,1,0,0,1,2,1,1,2,1,1,2001,111,1001,2,3,3,-1,CKC,CCL,CK,C,CC,C,C,,,K,L,K,1,1,0,T,3,paenultima
2,3,2,Me,men,to,o,ø,N,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,L,CL,CCL,KCCL,CKCCL,ø,CVV,CVC,CVV,0,2,0,0,1,0,1,1,1,2,1,2,0,1001,2001,101,3,2,2,-1,CL,CKC,CL,C,C,C,,C,,L,K,L,1,1,1,T,3,paenultima
3,3,4,mem,men,haft,aft,ø,A,N,SAA,ø,C,CK,CKC,CKCK,CKCKC,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVC,CVCC,2,2,3,1,1,2,1,1,1,1,1,1,1,1001,2001,301,3,2,1,-1,CK,CKC,CKCC,C,C,C,,C,CC,K,K,K,1,0,2,F,3,antepaenultima
2,2,2,Me,na,ge,e,ø,N,N,S,ø,C,CL,CLC,CLCL,CLCLC,K,CK,LCK,CLCK,LCLCK,ø,CVV,CVV,CV,0,0,1,0,0,0,1,1,1,2,2,1,1,1001,1001,101,3,4,2,-1,CL,CL,CK,C,C,C,,,,L,L,K,1,1,0,T,3,paenultima
3,2,3,Men,ar,che,e,ø,N,N,S,ø,C,CL,CLC,CLCK,CLCKC,K,CK,CCK,KCCK,CKCCK,ø,CVV,CVC,CV,0,2,1,0,1,0,1,1,1,2,1,1,1,1001,1011,101,3,3,2,-1,CL,CKC,CK,C,C,C,,C,,L,K,K,1,1,0,T,3,paenultima
3,2,4,Men,di,kant,ant,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCL,C,CC,KCC,CKCC,LCKCC,ø,CVC,CVV,CVCC,2,0,3,1,0,2,1,1,1,1,2,1,1,2001,101,1201,2,3,2,-1,CKC,CL,CKCC,C,C,C,C,,CC,K,L,K,1,1,2,T,3,ultima
3,3,5,Men,gen,preis,eis,ø,N,NN,SAS,ø,C,CK,CKC,CKCK,CKCKC,C,DC,CDC,CCDC,CCCDC,ø,CVC,CVC,CCVVC,2,2,1,1,1,1,1,1,2,1,1,2,2,1001,2001,211,3,2,2,-1,CK,CKC,CCDC,C,C,CC,,C,C,K,K,D,1,0,1,T,3,antepaenultima
2,2,4,Me,ni,skus,us,ø,N,N,S,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,CVC,0,2,2,0,1,1,1,1,1,2,1,1,1,1001,1101,201,3,2,2,-1,CL,CKC,CKC,C,C,C,,C,C,L,K,K,1,1,1,T,3,paenultima
3,2,3,Men,no,nit,it,ø,N,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,C,LC,CLC,LCLC,CLCLC,ø,CVC,CVV,CVVC,2,0,1,1,0,1,1,1,1,1,2,2,0,1001,1001,1101,3,3,2,1,CK,CL,CLC,C,C,C,,,C,K,L,L,1,1,1,T,3,ultima
2,3,3,Me,nor,rh3,3,ø,N,N,S,ø,C,CL,CLC,CLCK,CLCKC,L,CL,KCL,CKCL,LCKCL,ø,CVV,CVC,CVV,0,2,0,0,1,0,1,1,1,2,1,2,1,1001,1001,11,3,3,3,-1,CL,CK,CL,C,C,C,,,,L,K,L,1,1,1,T,3,ultima
3,5,3,men,schen,arm,arm,ø,A,NA,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,KCKCC,ø,CVC,CVC,VCC,2,2,2,1,1,2,1,1,0,1,1,1,2,2001,1101,1011,2,2,3,-1,CKC,CKC,KCC,C,C,,C,C,CC,K,K,K,1,0,2,F,3,antepaenultima
3,5,5,Men,schen,feind,eind,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,CC,DCC,CDCC,CCDCC,ø,CVC,CVC,CVVCC,2,2,1,1,1,2,1,1,1,1,1,2,2,2001,1101,1201,2,2,2,-1,CKC,CKC,CDCC,C,C,C,C,C,CC,K,K,D,1,0,2,T,3,antepaenultima
3,5,7,Men,schen,fleisch,eisch,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,DC,CDC,CCDC,CCCDC,ø,CVC,CVC,CCVVC,2,2,1,1,1,1,1,1,2,1,1,2,2,2001,1101,211,2,2,2,-1,CKC,CKC,CCDC,C,C,CC,C,C,C,K,K,D,1,0,1,T,3,antepaenultima
3,5,6,Men,schen,freund,eund,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,CC,DCC,CDCC,CCDCC,ø,CVC,CVC,CCVVCC,2,2,2,1,1,2,1,1,2,1,1,2,2,2001,1101,1211,2,2,2,-1,CKC,CKC,CCDCC,C,C,CC,C,C,CC,K,K,D,1,0,2,T,3,antepaenultima
3,5,5,Men,schen,geist,eist,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,CC,DCC,CDCC,CCDCC,ø,CVC,CVC,CVVCC,2,2,1,1,1,2,1,1,1,1,1,2,2,2001,1101,301,2,2,2,-1,CKC,CKC,CDCC,C,C,C,C,C,CC,K,K,D,1,0,2,T,3,antepaenultima
3,5,4,Men,schen,hand,and,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVC,CVCC,2,2,3,1,1,2,1,1,1,1,1,1,2,2001,1101,1201,2,2,2,-1,CKC,CKC,CKCC,C,C,C,C,C,CC,K,K,K,1,0,2,T,3,antepaenultima
3,5,4,Men,schen,herz,erz,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,A,CA,KCA,CKCA,CCKCA,ø,CVC,CVC,CVCC,2,2,3,1,1,2,1,1,1,1,1,1,2,2001,1101,211,2,2,2,-1,CKC,CKC,CKCA,C,C,C,C,C,CA,K,K,K,1,0,2,T,3,antepaenultima
3,5,4,Men,schen,hirn,irn,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVC,CVCC,2,2,3,1,1,2,1,1,1,1,1,1,2,2001,1101,1111,2,2,2,-1,CKC,CKC,CKCC,C,C,C,C,C,CC,K,K,K,1,0,2,T,3,antepaenultima
3,5,4,Men,schen,kind,ind,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVC,CVCC,2,2,3,1,1,2,1,1,1,1,1,1,2,2001,1101,1201,2,2,2,-1,CKC,CKC,CKCC,C,C,C,C,C,CC,K,K,K,1,0,2,T,3,antepaenultima
3,5,4,men,schen,leer,eer,ø,A,NA,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,LC,CLC,CCLC,KCCLC,ø,CVC,CVC,CVVC,2,2,1,1,1,1,1,1,1,1,1,2,2,2001,1101,21,2,2,3,-1,CKC,CKC,CLC,C,C,C,C,C,C,K,K,L,1,0,1,F,3,antepaenultima
3,5,4,Men,schen,raub,aub,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,DC,CDC,CCDC,KCCDC,ø,CVC,CVC,CVVC,2,2,1,1,1,1,1,1,1,1,1,2,2,2001,1101,111,2,2,3,-1,CKC,CKC,CDC,C,C,C,C,C,C,K,K,D,1,0,1,T,3,antepaenultima
3,5,5,Men,schen,recht,echt,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVC,CVCC,2,2,3,1,1,2,1,1,1,1,1,1,2,2001,1101,211,2,2,2,-1,CKC,CKC,CKCC,C,C,C,C,C,CC,K,K,K,1,0,2,T,3,antepaenultima
3,5,5,men,schen,scheu,eu,ø,A,NA,SAS,ø,C,CK,CKC,CKCC,CKCCK,D,CD,CCD,KCCD,CKCCD,ø,CVC,CVC,CVV,2,2,0,1,1,0,1,1,1,1,1,2,2,2001,1101,101,2,2,3,-1,CKC,CKC,CD,C,C,C,C,C,,K,K,D,1,0,1,F,3,antepaenultima
