syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl0,syl1,syl2,syl3,syl4,syl5,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,rhyme4,rhyme5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,comp_len,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,syl_class4,syl_class5,onset_class0,onset_class1,onset_class2,onset_class3,onset_class4,onset_class5,koda_class0,koda_class1,koda_class2,koda_class3,koda_class4,koda_class5,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,nucleus_class4,nucleus_class5,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,nomen,sylcnt,stress_class
2,2,3,3,2,3,Pa,ra,psy,cho,lo,gie,ie,ø,N,N,AS,ø,C,CK,CKC,CKCK,CKCKC,L,CL,LCL,CLCL,LCLCL,ø,CVC,CVC,CCVV,CVV,CVV,CVV,2,2,1,0,0,0,1,1,0,0,0,0,1,1,2,1,1,1,1,1,2,2,2,2,1,101,11,201,101,11,101,2,3,2,2,3,3,-1,CK,CK,CCL,CL,CL,CL,C,C,CC,C,C,C,,,,,,,K,K,L,L,L,L,1,1,1,1,1,1,T,6,ultima
2,2,3,3,2,5,pa,ra,psy,cho,lo,gisch,isch,ø,A,N,ø,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CCVV,CVV,CVV,CVC,2,2,1,0,0,2,1,1,0,0,0,1,1,1,2,1,1,1,1,1,2,2,2,1,1,101,11,201,101,11,201,2,3,2,2,3,2,1,CK,CK,CCL,CL,CL,CKC,C,C,CC,C,C,C,,,,,,C,K,K,L,L,L,K,1,1,1,1,1,1,F,6,paenultima
3,2,3,2,2,2,Par,la,men,ta,ri,er,er,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,LKC,CLKC,LCLKC,ø,CVC,CVC,CVC,CVV,CVV,VC,2,2,2,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,2,2,1,1,111,11,2001,101,11,11,2,3,2,3,4,3,-1,CKC,CK,CKC,CL,CL,KC,C,C,C,C,C,,C,,C,,,C,K,K,K,L,L,K,1,1,1,1,1,0,T,6,antepaenultima
3,2,3,2,3,3,Par,la,men,ta,ris,mus,us,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,CVC,CVC,CVC,CVC,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111,11,2001,101,111,1101,2,3,2,2,3,2,1,CKC,CK,CKC,CK,CKC,CKC,C,C,C,C,C,C,C,,C,,C,C,K,K,K,K,K,K,1,1,1,1,1,1,T,6,paenultima
3,2,2,2,3,3,Par,ti,ku,la,ris,mus,us,ø,N,A,SA,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVV,CVV,CVV,CVC,CVC,2,0,0,0,2,2,1,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,111,101,101,11,111,1101,2,3,3,4,3,2,1,CKC,CL,CL,CL,CKC,CKC,C,C,C,C,C,C,C,,,,C,C,K,L,L,L,K,K,1,1,1,1,1,1,T,6,paenultima
3,2,2,2,2,2,Par,ti,zi,pa,ti,on,on,ø,N,R,SA,ø,C,CK,CKC,CKCC,CKCCL,C,LC,LLC,ALLC,KALLC,ø,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,1,111,101,101,101,101,1001,2,3,3,2,3,3,1,CKC,CL,AL,CK,AL,LC,C,C,A,C,A,,C,,,,,C,K,L,L,K,L,L,1,1,1,1,1,1,T,6,ultima
2,4,2,2,2,2,Pa,steu,ri,sa,ti,on,on,ø,N,R,SA,ø,C,CK,CKC,CKCC,CKCCL,C,LC,LLC,ALLC,KALLC,ø,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,1,201,101,11,101,101,1001,2,2,4,2,3,3,1,CKC,CL,CL,CK,AL,LC,C,C,C,C,A,,C,,,,,C,K,L,L,K,L,L,1,1,1,1,1,1,T,6,ultima
2,3,2,4,3,3,Pa,ter,no,ster,auf,zug,ug,ø,N,NN,SS,ø,C,CK,CKC,CKCK,CKCKC,C,LC,ALC,CALC,DCALC,ø,CVC,CVC,CVC,CVC,VVC,CVVC,2,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,2,2,101,111,1101,111,101,201,2,2,2,2,3,2,-1,CK,CKC,CKC,CKC,DC,ALC,C,C,C,C,,A,,C,C,C,C,C,K,K,K,K,D,L,1,0,1,0,1,1,T,6,undef
2,2,2,2,2,2,Pa,zi,fi,ka,ti,on,on,ø,N,R,SA,ø,C,CK,CKA,CKAL,CKALC,C,LC,LLC,ALLC,KALLC,ø,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,1,101,101,101,101,101,1001,2,3,3,2,3,3,1,CK,AL,CL,CK,AL,LC,C,A,C,C,A,,,,,,,C,K,L,L,K,L,L,1,1,1,1,1,1,T,6,ultima
3,2,3,2,4,4,pen,si,ons,be,rech,tigt,igt,ø,A,ø,SAS,ø,C,CN,CNC,CNCL,CNCLL,C,CC,KCC,CKCC,CCKCC,ø,CVV,CVV,VVCC,CV,CVC,CVCC,0,0,1,1,2,3,0,0,2,0,1,2,1,1,0,1,1,1,2,2,2,1,1,1,2,101,101,1101,101,111,301,3,3,2,2,2,2,0,CN,CL,LCC,CK,CKC,CKCC,C,C,,C,C,C,,,CC,,C,CC,N,L,L,K,K,K,1,1,2,0,1,2,F,6,undef
3,3,2,1,3,3,per,fek,ti,o,nie,ren,en,ø,V,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVV,VV,CVV,CVC,2,2,0,0,0,2,1,1,0,0,0,1,1,1,1,0,1,1,1,1,2,2,2,1,1,111,201,101,1,1001,1011,2,2,3,4,3,3,1,CKC,CKC,AL,L,CL,CKC,C,C,A,,C,C,C,C,,,,C,K,K,L,L,L,K,1,1,1,1,1,0,F,6,paenultima
3,3,2,1,3,3,Per,fek,ti,o,nis,mus,us,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVC,CVV,VV,CVC,CVC,2,2,0,0,2,2,1,1,0,0,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,111,201,101,1,1101,1101,2,2,3,4,2,2,1,CKC,CKC,CL,L,CKC,CKC,C,C,C,,C,C,C,C,,,C,C,K,K,L,L,K,K,1,1,1,1,1,1,T,6,paenultima
3,3,2,1,2,6,per,fek,ti,o,ni,stisch,isch,ø,A,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,CVV,VV,CVC,CVC,2,2,0,0,2,2,1,1,0,0,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,111,201,101,1,1101,201,2,2,3,4,2,2,1,CKC,CKC,CL,L,CKC,CKC,C,C,C,,C,C,C,C,,,C,C,K,K,L,L,K,K,1,1,1,1,1,1,F,6,paenultima
3,2,4,2,4,2,Per,fo,rier,ma,schi,ne,e,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCL,K,CK,LCK,CLCK,KCLCK,ø,CVC,CVV,CVVC,CVC,CVV,CV,2,0,1,2,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,2,2,1,2,1,2,111,101,21,1001,101,1001,2,2,3,3,3,3,1,CKC,CL,CLC,CK,CL,CK,C,C,C,C,C,C,C,,C,,,,K,L,L,K,L,K,1,1,1,1,1,0,T,6,undef
2,2,1,2,2,3,Pe,ri,o,di,zi,t1t,1t,ø,N,N,SA,ø,C,CL,CLC,CLCL,CLCLL,C,LC,CLC,LCLC,ALCLC,ø,CVV,CVV,VV,CVV,CVV,CVVC,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,2,2,2,2,2,2,1,101,11,1,101,101,201,2,4,4,3,3,2,1,CL,CL,L,CL,AL,CLC,C,C,,C,A,C,,,,,,C,L,L,L,L,L,L,1,1,1,1,1,1,T,6,ultima
3,2,1,2,2,3,Per,me,a,bi,li,t1t,1t,ø,N,A,SA,ø,C,CK,CKC,CKCC,CKCCL,C,LC,CLC,LCLC,CLCLC,ø,CVC,CVV,VC,CVV,CVV,CVVC,2,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,2,1,2,2,2,1,111,1001,1,101,11,201,2,3,4,3,4,2,-1,CKC,CL,K,CL,CL,CLC,C,C,,C,C,C,C,,,,,C,K,L,K,L,L,L,1,1,1,1,1,1,T,6,ultima
3,2,3,2,3,4,Per,so,nal,ab,tei,lung,ung,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,DCKC,CDCKC,ø,CVC,CVV,CVVC,VC,CVV,CVC,2,0,1,1,0,2,1,0,1,1,0,1,1,1,1,0,1,1,1,2,2,1,2,1,2,111,101,1011,101,101,1011,2,2,3,2,3,3,1,CKC,CL,CLC,KC,CD,CKC,C,C,C,,C,C,C,,C,C,,C,K,L,L,K,D,K,1,1,1,1,1,1,T,6,undef
3,2,3,2,2,3,Per,so,nal,po,li,tik,ik,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCL,C,LC,CLC,LCLC,CLCLC,noacc,CVC,CVV,CVVC,CVV,CVV,CVVC,2,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,111,101,1011,101,11,201,2,2,3,2,4,2,-1,CKC,CL,CLC,CL,CL,CLC,C,C,C,C,C,C,C,,C,,,C,K,L,L,L,L,L,1,1,1,1,1,1,T,6,undef
3,2,3,3,2,3,Per,so,nal,pro,no,men,en,ø,N,AN,SS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVVC,CCVV,CVV,CVC,2,0,1,1,0,2,1,0,1,0,0,1,1,1,1,2,1,1,1,2,2,2,2,1,2,111,101,1011,111,1001,2001,2,2,3,2,3,2,1,CKC,CL,CLC,CCL,CL,CKC,C,C,C,CC,C,C,C,,C,,,C,K,L,L,L,L,K,1,1,1,1,1,0,T,6,undef
3,2,3,1,2,2,Per,so,nal,u,ni,on,on,ø,N,AN,SS,ø,C,CK,CKC,CKCC,CKCCL,C,LC,LLC,CLLC,KCLLC,ø,CVC,CVV,CVVC,VC,CVV,VVC,2,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,2,2,1,2,2,2,111,101,1011,1,1001,1001,2,2,3,5,3,3,1,CKC,CL,CLC,K,CL,LC,C,C,C,,C,,C,,C,,,C,K,L,L,K,L,L,1,1,1,1,1,1,T,6,undef
3,2,3,5,2,3,Per,so,nen,kraft,wa,gen,en,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVC,CCVCC,CVV,CVC,2,0,2,4,0,2,1,0,1,2,0,1,1,1,1,2,1,1,1,2,1,1,2,1,2,111,101,2001,311,101,1101,2,2,2,2,3,2,1,CKC,CL,CKC,CCKCC,CL,CKC,C,C,C,CC,C,C,C,,C,CC,,C,K,L,K,K,L,K,1,1,0,2,1,0,T,6,sekunda
3,2,2,2,3,3,per,so,ni,fi,zie,ren,en,ø,V,R,SA,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,ALCKC,ø,CVC,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,1,111,101,1001,101,101,1011,2,2,3,3,3,3,1,CKC,CL,CL,CL,AL,CKC,C,C,C,C,A,C,C,,,,,C,K,L,L,L,L,K,1,1,1,1,1,0,F,6,paenultima
3,2,2,2,3,4,Per,so,ni,fi,zie,rung,ung,ø,N,V,SA,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,ALCKC,ø,CVC,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,1,111,101,1001,101,101,1011,2,2,3,3,3,3,1,CKC,CL,CL,CL,AL,CKC,C,C,C,C,A,C,C,,,,,C,K,L,L,L,L,K,1,1,1,1,1,1,T,6,paenultima
2,3,2,2,2,2,Pe,tri,fi,ka,ti,on,on,ø,N,R,SA,ø,C,CL,CLC,CLCC,CLCCL,C,LC,LLC,ALLC,KALLC,ø,CVVC,CVV,CVV,CVC,CVV,VVC,1,0,0,2,0,0,1,0,0,1,0,1,1,1,1,1,1,0,2,2,2,1,2,2,1,201,11,101,101,101,1001,2,4,3,2,3,3,1,CLC,CL,CL,CK,AL,LC,C,C,C,C,A,,C,,,,,C,L,L,L,K,L,L,1,1,1,1,1,1,T,6,ultima
4,3,2,4,4,4,Pfef,fer,ku,chen,h1us,chen,en,ø,N,NN,SS,ø,A,AK,AKC,AKCK,AKCKC,C,KC,CKC,CCKC,DCCKC,ø,CVC,CVC,CVV,CVC,CVVC,CVC,2,2,0,2,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,101,111,101,1101,201,1101,2,2,3,2,2,2,1,AK,CKC,CL,CKC,CDC,CKC,A,C,C,C,C,C,,C,,C,C,C,K,K,L,K,D,K,1,0,1,0,1,0,T,6,prima
3,2,2,2,2,3,Ph1,no,me,no,lo,gie,ie,ø,N,N,SA,ø,C,CK,CKC,CKCL,CKCLC,L,CL,LCL,CLCL,LCLCL,ø,CVC,CVV,CVV,CVV,CVV,CVV,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,101,1001,1001,1001,11,101,2,3,3,3,3,3,-1,CK,CL,CL,CL,CL,CL,C,C,C,C,C,C,,,,,,,K,L,L,L,L,L,1,1,1,1,1,1,T,6,ultima
3,2,2,2,2,5,ph1,no,me,no,lo,gisch,isch,ø,A,N,SA,ø,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,1,101,1001,1001,1001,11,201,2,3,3,3,3,2,-1,CK,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,K,L,L,L,L,K,1,1,1,1,1,1,F,6,paenultima
4,2,3,2,3,4,Phan,ta,sie,lo,sig,keit,eit,ø,N,A,SA,ø,C,CK,CKC,CKCC,CKCCK,C,DC,CDC,CCDC,KCCDC,ø,CVC,CVC,CVV,CVV,CVC,CVVC,2,2,0,0,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1101,101,101,11,201,201,2,2,3,3,2,2,-1,CKC,CK,CL,CL,CKC,CDC,C,C,C,C,C,C,C,,,,C,C,K,K,L,L,K,D,1,1,1,1,1,1,T,6,undef
3,2,3,2,3,4,Pho,to,zin,ko,gra,phie,ie,ø,N,NN,SS,ø,C,CL,CLC,CLCL,CLCLA,L,CL,KCL,CKCL,CCKCL,ø,CVV,CVV,CVC,CVV,CCVC,CVV,0,0,2,0,3,0,0,0,1,0,1,0,1,1,1,1,2,1,2,2,1,2,1,2,2,101,101,1101,101,111,101,2,2,2,2,2,3,-1,CL,CL,AKC,CL,CCK,CL,C,C,A,C,CC,C,,,C,,,,L,L,K,L,K,L,1,1,1,1,1,1,T,6,ultima
3,2,1,3,2,3,Phy,si,o,gno,mi,ker,er,ø,N,N,SA,ø,C,CL,CLC,CLCL,CLCLL,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,VV,CCVV,CVV,CVC,0,0,0,1,0,2,0,0,0,0,0,1,1,1,0,2,1,1,2,2,2,2,2,1,1,101,101,1,1101,1001,111,3,3,4,2,3,2,1,CL,CL,L,CCL,CL,CKC,C,C,,CC,C,C,,,,,,C,L,L,L,L,L,K,1,1,1,1,1,0,T,6,antepaenultima
3,2,1,3,2,4,Phy,si,o,the,ra,peut,eut,ø,N,N,AS,ø,C,CL,CLC,CLCL,CLCLL,C,DC,CDC,KCDC,CKCDC,ø,CVV,CVV,VV,CVV,CVC,CVVC,0,0,0,0,2,1,0,0,0,0,1,1,1,1,0,1,1,1,2,2,2,2,1,2,1,101,101,1,101,11,201,3,3,4,2,3,2,1,CL,CL,L,CL,CK,CDC,C,C,,C,C,C,,,,,,C,L,L,L,L,K,D,1,1,1,1,1,1,T,6,prima
3,2,1,3,2,3,Phy,si,o,the,ra,pie,ie,ø,N,N,AS,ø,C,CL,CLC,CLCL,CLCLL,L,CL,KCL,CKCL,LCKCL,ø,CVV,CVV,VV,CVV,CVC,CVV,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,1,1,2,2,2,2,1,2,1,101,101,1,101,11,101,3,3,4,2,3,3,-1,CL,CL,L,CL,CK,CL,C,C,,C,C,C,,,,,,,L,L,L,L,K,L,1,1,1,1,1,1,T,6,ultima
3,2,2,1,3,4,Phy,to,ge,o,gra,phie,ie,ø,N,N,AS,ø,C,CL,CLC,CLCL,CLCLC,L,CL,KCL,CKCL,CCKCL,ø,CVV,CVV,CVV,VV,CCVC,CVV,0,0,0,0,3,0,0,0,0,0,1,0,1,1,1,0,2,1,2,2,2,2,1,2,1,101,101,101,1,111,101,3,2,2,4,2,3,-1,CL,CL,CL,L,CCK,CL,C,C,C,,CC,C,,,,,,,L,L,L,L,K,L,1,1,1,1,1,1,T,6,ultima
3,5,3,3,2,2,Pla,nungs,kom,mis,si,on,on,ø,N,NN,SAS,ø,C,CC,CCL,CCLC,CCLCK,C,LC,LLC,CLLC,KCLLC,ø,CCVV,CVCC,CVC,CVC,CVV,VVC,1,3,2,2,0,0,0,2,1,1,0,1,2,1,1,1,1,0,2,1,1,1,2,2,2,111,2101,101,1001,101,1001,3,2,2,3,3,3,-1,CCL,CKCC,CK,CK,CL,LC,CC,C,C,C,C,,,CC,,,,C,L,K,K,K,L,L,1,2,1,1,1,1,T,6,prima
2,1,3,2,3,4,P3,e,sie,lo,sig,keit,eit,ø,N,A,SA,ø,C,CL,CLL,CLLC,CLLCL,C,DC,CDC,CCDC,KCCDC,ø,CVV,VV,CVV,CVV,CVC,CVVC,0,0,0,0,2,1,0,0,0,0,1,1,1,0,1,1,1,1,2,2,2,2,1,2,1,101,1,101,11,201,201,2,4,3,3,2,2,1,CL,L,CL,CL,CKC,CDC,C,,C,C,C,C,,,,,C,C,L,L,L,L,K,D,1,1,1,1,1,1,T,6,undef
2,2,2,2,2,2,Po,la,ri,sa,ti,on,on,ø,N,R,SA,ø,C,CL,CLC,CLCK,CLCKC,C,LC,LLC,ALLC,KALLC,ø,CVV,CVC,CVV,CVC,CVV,VVC,0,2,0,2,0,0,0,1,0,1,0,1,1,1,1,1,1,0,2,1,2,1,2,2,1,101,11,11,101,101,1001,2,3,4,2,3,3,1,CL,CK,CL,CK,AL,LC,C,C,C,C,A,,,,,,,C,L,K,L,K,L,L,1,1,1,1,1,1,T,6,ultima
2,2,3,3,3,3,Po,li,zei,kom,mis,sar,ar,ø,N,NN,SS,ø,C,CL,CLC,CLCL,CLCLA,C,LC,CLC,KCLC,CKCLC,ø,CVV,CVV,CVV,CVC,CVC,CVVC,0,0,0,2,2,1,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,101,11,101,101,1001,111,2,4,3,2,3,3,1,CL,CL,AD,CK,CK,CLC,C,C,A,C,C,C,,,,,,C,L,L,D,K,K,L,1,1,1,1,1,1,T,6,undef
2,2,3,3,2,4,Po,li,zei,pr1,si,dent,ent,ø,N,NN,SS,ø,C,CL,CLC,CLCL,CLCLA,C,CC,KCC,CKCC,LCKCC,ø,CVV,CVV,CVV,CCVC,CVV,CVCC,0,0,0,3,0,3,0,0,0,1,0,2,1,1,1,2,1,1,2,2,2,1,2,1,2,101,11,101,111,101,1201,2,4,3,2,3,2,1,CL,CL,AD,CCK,CL,CKCC,C,C,A,CC,C,C,,,,,,CC,L,L,D,K,L,K,1,1,1,1,1,2,T,6,undef
2,2,2,2,3,3,po,pu,la,ri,sie,ren,en,ø,V,A,SA,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,1,101,101,11,11,101,1011,2,3,4,4,3,3,1,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,L,L,L,L,K,1,1,1,1,1,0,F,6,paenultima
2,2,2,2,3,4,Po,pu,la,ri,sie,rung,ung,ø,N,V,SA,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,1,101,101,11,11,101,1011,2,3,4,4,3,3,1,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,L,L,L,L,K,1,1,1,1,1,1,T,6,paenultima
3,2,1,3,3,2,por,ti,o,nen,wei,se,e,ø,ADV,N,SAA,ø,C,CK,CKC,CKCA,CKCAL,K,CK,DCK,CDCK,CCDCK,ø,CVC,CVV,VV,CVC,CVV,CV,2,0,0,2,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,2,2,1,2,1,1,111,101,1,2001,101,101,2,3,4,2,3,2,1,CKC,AL,L,CKC,CD,CK,C,A,,C,C,C,C,,,C,,,K,L,L,K,D,K,1,1,1,0,1,0,F,6,undef
2,2,2,1,3,3,po,si,ti,o,nie,ren,en,ø,V,N,SA,ø,C,CL,CLC,CLCL,CLCLA,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVV,VV,CVV,CVC,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,1,1,2,2,2,2,2,1,1,101,101,101,1,1001,1011,2,3,3,4,3,3,1,CL,CL,AL,L,CL,CKC,C,C,A,,C,C,,,,,,C,L,L,L,L,L,K,1,1,1,1,1,0,F,6,paenultima
3,3,3,3,2,3,Pos,ses,siv,pro,no,men,en,ø,N,AN,SS,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVVC,CCVV,CVV,CVC,2,2,1,1,0,2,1,1,1,0,0,1,1,1,1,2,1,1,1,1,2,2,2,1,2,101,101,201,111,1001,2001,2,2,2,2,3,2,1,CK,CK,CLC,CCL,CL,CKC,C,C,C,CC,C,C,,,C,,,C,K,K,L,L,L,K,1,1,1,1,1,0,T,6,undef
2,3,2,1,2,3,Po,ste,ri,o,ri,t1t,1t,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,C,LC,CLC,LCLC,CLCLC,ø,CVC,CVV,CVV,VV,CVV,CVVC,2,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,2,2,2,2,2,0,201,101,11,1,11,201,2,2,4,4,4,2,-1,CKC,CL,CL,L,CL,CLC,C,C,C,,C,C,C,,,,,C,K,L,L,L,L,L,1,1,1,1,1,1,T,6,ultima
3,2,3,2,2,2,Pr1,de,sti,na,ti,on,on,ø,N,N,AS,ø,C,CC,CCK,CCKC,CCKCK,C,LC,LLC,ALLC,KALLC,ø,CCVC,CVC,CVV,CVC,CVV,VVC,3,2,0,2,0,0,1,1,0,1,0,1,2,1,1,1,1,0,1,1,2,1,2,2,1,111,201,101,1001,101,1001,2,2,3,3,3,3,1,CCK,CKC,CL,CK,AL,LC,CC,C,C,C,A,,,C,,,,C,K,K,L,K,L,L,1,1,1,1,1,1,T,6,ultima
3,3,2,2,2,2,Pr1,dis,po,si,ti,on,on,ø,N,N,AS,ø,C,CC,CCK,CCKC,CCKCK,C,LC,LLC,ALLC,LALLC,ø,CCVC,CVC,CVV,CVV,CVV,VVC,3,2,0,0,0,0,1,1,0,0,0,1,2,1,1,1,1,0,1,1,2,2,2,2,1,111,201,101,101,101,1001,2,2,2,3,3,3,1,CCK,CKC,CL,CL,AL,LC,CC,C,C,C,A,,,C,,,,C,K,K,L,L,L,L,1,1,1,1,1,1,T,6,ultima
3,2,2,2,3,5,pr1,mi,en,be,g2n,stigt,igt,ø,A,ø,SAS,ø,C,CC,CCL,CCLC,CCLCL,C,CC,KCC,CKCC,CCKCC,ø,CCVV,CVV,VC,CV,CVC,CCVCC,1,0,1,1,2,4,0,0,1,0,1,2,2,1,0,1,1,2,2,2,1,1,1,1,2,111,1001,1001,101,1101,401,2,3,3,2,2,1,1,CCL,CL,KC,CK,CKC,CCKCC,CC,C,,C,C,CC,,,C,,C,CC,L,L,K,K,K,K,1,1,0,0,1,2,F,6,prima
3,2,2,2,1,3,pr1,po,si,ti,o,nal,al,ø,A,N,SA,ø,C,CC,CCK,CCKC,CCKCL,C,LC,CLC,LCLC,LLCLC,ø,CCVC,CVV,CVV,CVV,VV,CVVC,3,0,0,0,0,1,1,0,0,0,0,1,2,1,1,1,0,1,1,2,2,2,2,2,1,111,101,101,101,1,1011,2,2,3,3,4,3,1,CCK,CL,CL,AL,L,CLC,CC,C,C,A,,C,,,,,,C,K,L,L,L,L,L,1,1,1,1,1,1,F,6,ultima
3,3,3,2,4,4,Pr1,ven,tiv,be,hand,lung,ung,ø,N,AN,SS,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,CCKC,CCCKC,ø,CCVC,CVC,CVVC,CV,CVC,CCVC,3,2,1,1,2,3,1,1,1,0,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,111,1101,201,101,1101,1111,2,2,2,2,2,2,1,CCK,CKC,CLC,CK,CKC,CCKC,CC,C,C,C,C,CC,,C,C,,C,C,K,K,L,K,K,K,1,1,1,0,1,1,T,6,undef
3,3,3,3,3,2,Pr1,ven,tiv,ma$,nah,me,e,ø,N,AN,SS,ø,C,CC,CCK,CCKC,CCKCK,K,CK,LCK,CLCK,CCLCK,ø,CCVC,CVC,CVVC,CVVC,CVV,CV,3,2,1,1,0,1,1,1,1,1,0,0,2,1,1,1,1,1,1,1,2,2,2,1,2,111,1101,201,1101,1001,1001,2,2,2,3,4,3,1,CCK,CKC,CLC,CLC,CL,CK,CC,C,C,C,C,C,,C,C,C,,,K,K,L,L,L,K,1,1,1,1,1,0,T,6,undef
