syl_len0,syl_len1,syl_len2,syl_len3,syl0,syl1,syl2,syl3,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,koda_len0,koda_len1,koda_len2,koda_len3,onset_len0,onset_len1,onset_len2,onset_len3,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,comp_len,sonority0,sonority1,sonority2,sonority3,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,onset_class0,onset_class1,onset_class2,onset_class3,koda_class0,koda_class1,koda_class2,koda_class3,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,syl_weight0,syl_weight1,syl_weight2,syl_weight3,nomen,sylcnt,stress_class
2,2,3,3,Un,ge,zie,fer,er,ø,N,N,AS,ø,K,KC,KCC,KCCK,KCCKA,C,KC,CKC,LCKC,ALCKC,ø,VC,CV,CVV,CVC,1,1,0,2,1,0,0,1,0,1,1,1,1,1,2,1,1,1001,101,101,111,3,2,3,2,-1,KC,CK,AL,CKC,?,C,A,C,C,?,?,C,K,K,L,K,1,0,1,0,T,4,prima
4,5,2,4,Souf,fleur,ka,sten,en,ø,N,NN,SS,ø,C,CL,CLC,CLCC,CLCCL,C,KC,CKC,CCKC,KCCKC,ø,CVV,CCVVC,CVC,CVC,0,1,2,2,0,1,1,1,1,2,1,1,2,2,1,1,2,101,121,201,1101,3,2,2,2,1,CL,CCLC,CKC,CKC,C,CC,C,C,?,C,C,C,L,L,K,K,1,1,1,0,T,4,antepaenultima
2,3,2,4,Ab,rie,ge,lung,ung,ab,N,V,SA,acc,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,KCKC,CKCKC,ø,VC,CVV,CV,CVC,1,0,1,2,1,0,0,1,0,1,1,1,1,2,1,1,1,101,11,101,1011,2,4,2,3,1,KC,CL,CK,CKC,?,C,C,C,C,?,?,C,K,L,K,K,1,1,0,1,T,4,prima
2,4,3,3,zu,r2ck,wei,sen,en,ø,V,BV,SS,ø,A,AL,ALC,ALCK,ALCKC,C,KC,CKC,DCKC,CDCKC,ø,CVV,CVC,CVV,CVC,0,2,0,2,0,1,0,1,1,1,1,1,2,1,2,1,2,101,111,101,1101,3,3,3,2,1,AL,CKC,CD,CKC,A,C,C,C,?,C,?,C,L,K,D,K,1,1,1,0,F,4,antepaenultima
2,3,3,2,Ma,ger,koh,le,e,ø,N,AN,SS,ø,C,CL,CLC,CLCK,CLCKC,K,CK,LCK,CLCK,CCLCK,ø,CVV,CVC,CVV,CV,0,2,0,1,0,1,0,0,1,1,1,1,2,1,2,1,2,1001,111,101,11,4,2,2,3,-1,CL,CKC,CL,CK,C,C,C,C,?,C,?,?,L,K,L,K,1,0,1,0,T,4,prima
1,4,3,5,a,stro,nau,tisch,isch,ø,A,N,SA,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,DCKC,CDCKC,ø,VC,CCVV,CVV,CVC,1,1,0,2,1,0,0,1,0,2,1,1,1,2,2,1,1,101,111,1001,201,2,2,4,2,1,KC,CCL,CD,CKC,?,CC,C,C,C,?,?,C,K,L,D,K,1,1,1,1,F,4,paenultima
2,3,3,3,Un,ter,k3r,per,er,unter,N,AN,SS,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVC,CVC,CVC,1,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,2,1001,111,111,111,3,2,2,2,-1,KC,CKC,CKC,CKC,?,C,C,C,C,C,C,C,K,K,K,K,1,0,1,0,T,4,prima
3,2,3,3,pro,du,zie,ren,en,ø,V,R,SA,ø,C,CC,CCL,CCLC,CCLCL,C,KC,CKC,LCKC,ALCKC,ø,CCVV,CVV,CVV,CVC,1,0,0,2,0,0,0,1,2,1,1,1,2,2,2,1,1,111,101,101,1011,2,3,3,3,1,CCL,CL,AL,CKC,CC,C,A,C,?,?,?,C,L,L,L,K,1,1,1,0,F,4,paenultima
2,4,3,3,po,cken,nar,big,ig,ø,A,N,SA,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVC,CVC,CVC,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,101,1101,1011,201,2,2,3,2,1,CK,CKC,CKC,CKC,C,C,C,C,?,C,C,C,K,K,K,K,1,0,1,1,F,4,prima
3,2,2,3,Pr1,ro,ga,tiv,iv,ø,N,ø,ø,ø,C,CC,CCK,CCKC,CCKCL,C,LC,CLC,KCLC,CKCLC,ø,CCVC,CVV,CVC,CVVC,3,0,2,1,1,0,1,1,2,1,1,1,1,2,1,2,0,111,11,101,201,2,3,2,2,1,CCK,CL,CK,CLC,CC,C,C,C,?,?,?,C,K,L,K,L,1,1,1,1,T,4,ultima
3,2,1,3,Ter,ti,a,ner,er,ø,N,N,SA,ø,C,CK,CKC,CKCA,CKCAL,C,KC,CKC,LCKC,LLCKC,ø,CVC,CVV,VV,CVC,2,0,0,2,1,0,0,1,1,1,0,1,1,2,2,1,1,111,101,1,1011,2,3,6,3,1,CKC,AL,L,CKC,C,A,?,C,C,?,?,C,K,L,L,K,1,1,1,0,T,4,paenultima
3,3,2,3,Auf,w1r,te,rin,in,auf,N,N,SA,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,KCKC,CKCKC,ø,VVC,CVC,CV,CVC,0,2,1,2,1,1,0,1,0,1,1,1,2,1,1,1,1,101,111,101,1011,3,2,2,3,1,DC,CKC,CK,CKC,?,C,C,C,C,C,?,C,D,K,K,K,1,1,0,1,T,4,prima
2,3,2,4,Au,$en,be,zirk,irk,aus,N,ø,SS,acc,D,DC,DCK,DCKC,DCKCC,C,CC,KCC,AKCC,KAKCC,ø,VV,CVC,CV,CVCC,0,2,1,3,0,1,0,2,0,1,1,1,2,1,1,1,2,1,1101,101,211,6,2,2,2,-1,D,CKC,CK,AKCC,?,C,C,A,?,C,?,CC,D,K,K,K,1,0,0,2,T,4,prima
2,2,2,2,Me,ri,di,an,an,ø,N,N,S,ø,C,CL,CLC,CLCL,CLCLC,C,LC,LLC,CLLC,LCLLC,ø,CVV,CVV,CVV,VVC,0,0,0,0,0,0,0,1,1,1,1,0,2,2,2,2,1,1001,11,101,1001,3,4,3,4,1,CL,CL,CL,LC,C,C,C,?,?,?,?,C,L,L,L,L,1,1,1,1,T,4,ultima
2,3,3,4,be,f3r,der,lich,ich,be,A,V,SA,noacc,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,CCKC,KCCKC,noacc,CV,CVC,CVC,CVC,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,101,111,111,111,2,2,2,3,1,CK,CKC,CKC,CKC,C,C,C,C,?,C,C,C,K,K,K,K,0,1,0,1,F,4,antepaenultima
2,3,4,4,un,ver,letz,lich,ich,ø,A,A,AS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,ACKC,KACKC,noacc,VC,CVC,CVC,CVC,1,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1001,111,111,111,3,2,2,3,-1,KC,CKC,CKA,CKC,?,C,C,C,C,C,A,C,K,K,K,K,1,1,1,1,F,4,paenultima
2,2,2,3,ha,bi,t2,ell,ell,ø,A,N,SA,ø,C,CK,CKC,CKCL,CKCLC,C,KC,LKC,CLKC,LCLKC,ø,CVC,CVV,CVV,VC,2,0,0,1,1,0,0,1,1,1,1,0,1,2,2,1,1,101,101,101,11,2,3,3,3,-1,CK,CL,CL,KC,C,C,C,?,?,?,?,C,K,L,L,K,1,1,1,1,F,4,ultima
5,3,3,3,Volks,ver,tre,ter,er,ø,N,NV,ø,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,LCKC,CLCKC,ø,CVCCC,CVC,CCVV,CVC,4,2,1,2,3,1,0,1,1,1,2,1,1,1,2,1,2,311,111,111,111,2,2,2,2,-1,CKCCC,CKC,CCL,CKC,C,C,CC,C,CCC,C,?,C,K,K,L,K,2,1,1,0,T,4,prima
3,3,4,2,Pri,vat,schu,le,e,ø,N,AN,SS,ø,C,CC,CCL,CCLC,CCLCL,K,CK,LCK,CLCK,CCLCK,ø,CCVV,CVVC,CVV,CV,1,1,0,1,0,1,0,0,2,1,1,1,2,2,2,1,2,111,201,101,11,3,2,3,3,-1,CCL,CLC,CL,CK,CC,C,C,C,?,C,?,?,L,L,L,K,1,1,1,0,T,4,antepaenultima
3,3,1,4,Psy,chi,a,trie,ie,ø,N,ø,ø,ø,C,CC,CCL,CCLC,CCLCL,L,CL,CCL,KCCL,LKCCL,ø,CCVV,CVV,VC,CVV,1,0,1,0,0,0,1,0,2,1,0,1,2,2,1,2,0,201,101,101,11,2,3,2,4,-1,CCL,CL,KC,CL,CC,C,?,C,?,?,C,?,L,L,K,L,1,1,1,1,T,4,ultima
2,4,2,3,K3,nigs,ti,ger,er,ø,N,NN,SAS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVCC,CVV,CVC,0,3,0,2,0,2,0,1,1,1,1,1,2,1,2,1,2,101,1201,101,111,2,2,3,2,-1,CL,CKCC,CL,CKC,C,C,C,C,?,CC,?,C,L,K,L,K,1,2,1,0,T,4,prima
1,3,3,3,a,ben,te2,ern,ern,ø,V,N,S,ø,L,LC,LCK,LCKC,LCKCC,C,CC,KCC,DKCC,CDKCC,ø,VV,CVC,CVV,VCC,0,2,0,2,0,1,0,2,0,1,1,0,2,1,2,1,1,1,1101,101,1011,6,2,3,3,1,L,CKC,CD,KCC,?,C,C,?,?,C,?,CC,L,K,D,K,1,0,1,0,F,4,prima
2,2,2,5,ve,ge,ta,risch,isch,ø,A,R,SA,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVV,CVC,0,0,0,2,0,0,0,1,1,1,1,1,2,2,2,1,1,101,101,101,111,2,2,3,3,1,CL,CL,CL,CKC,C,C,C,C,?,?,?,C,L,L,L,K,1,1,1,1,F,4,paenultima
3,3,3,2,Mee,res,kun,de,e,ø,N,NN,SAS,ø,C,CL,CLC,CLCK,CLCKC,K,CK,CCK,KCCK,CKCCK,ø,CVV,CVC,CVC,CV,0,2,2,1,0,1,1,0,1,1,1,1,2,1,1,1,2,1001,111,1101,101,3,2,2,2,-1,CL,CKC,CKC,CK,C,C,C,C,?,C,C,?,L,K,K,K,1,0,1,0,T,4,prima
4,2,5,4,nach,ei,ferns,wert,ert,ø,A,ø,SAS,ø,C,CL,CLC,CLCD,CLCDC,C,CC,LCC,CLCC,CCLCC,ø,CVVC,VV,CVCCC,CVVCC,1,0,4,1,1,0,3,2,1,0,1,1,2,2,1,2,2,1101,1,1211,211,3,6,2,2,-1,CLC,D,CKCCC,CLCC,C,?,C,C,C,?,CCC,CC,L,D,K,L,1,1,0,2,F,4,prima
2,3,2,4,As,sor,ti,ment,ent,ø,N,ø,ø,ø,K,KC,KCK,KCKC,KCKCC,C,CC,KCC,CKCC,LCKCC,ø,VC,CVC,CVV,CVCC,1,2,0,3,1,1,0,2,0,1,1,1,1,1,2,1,0,1,111,101,2101,4,2,3,2,1,K,CKC,CL,CKCC,?,C,C,C,?,C,?,CC,K,K,L,K,1,1,1,2,T,4,ultima
4,3,4,4,Wich,tel,m1nn,chen,en,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,CVC,CVC,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,201,111,2001,1101,2,2,2,2,1,CKC,CKC,CKC,CKC,C,C,C,C,C,C,C,C,K,K,K,K,1,0,1,0,T,4,prima
3,3,3,3,her,ein,kom,men,en,ø,V,BV,SS,ø,C,CK,CKC,CKCD,CKCDC,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVVC,CVC,CVC,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,101,1011,101,2001,2,3,2,2,1,CK,CDC,CK,CKC,C,C,C,C,?,C,?,C,K,D,K,K,1,1,1,0,F,4,antepaenultima
3,3,2,4,Aus,sie,de,lung,ung,aus,N,V,SA,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,KCKC,CKCKC,ø,VVC,CVV,CV,CVC,0,0,1,2,1,0,0,1,0,1,1,1,2,2,1,1,1,101,101,101,1011,3,3,2,3,1,DC,CL,CK,CKC,?,C,C,C,C,?,?,C,D,L,K,K,1,1,0,1,T,4,prima
3,2,2,4,Kon,to,ri,stin,in,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVV,CVC,CVC,2,0,2,2,1,0,1,1,1,1,1,1,1,2,1,1,1,1101,101,111,1101,2,2,3,2,1,CKC,CL,CKC,CKC,C,C,C,C,C,?,C,C,K,L,K,K,1,1,1,1,T,4,paenultima
5,3,4,4,Schie,nen,fahr,zeug,eug,ø,N,NN,SAS,ø,C,CL,CLC,CLCK,CLCKC,C,DC,ADC,CADC,LCADC,ø,CVV,CVC,CVVC,CVVC,0,2,1,1,0,1,1,1,1,1,1,1,2,1,2,2,2,101,2001,111,201,3,2,3,2,-1,CL,CKC,CLC,ADC,C,C,C,A,?,C,C,C,L,K,L,D,1,0,1,1,T,4,prima
3,2,3,4,W1s,se,rig,keit,eit,ø,N,A,SA,ø,C,CK,CKC,CKCK,CKCKC,C,DC,CDC,CCDC,KCCDC,ø,CVC,CV,CVC,CVVC,2,1,2,1,1,0,1,1,1,1,1,1,1,1,1,2,1,101,101,111,201,2,2,3,2,1,CK,CK,CKC,CDC,C,C,C,C,?,?,C,C,K,K,K,D,1,0,1,1,T,4,prima
1,3,4,3,2,ber,str3,men,en,ueber,V,PV,SS,acc,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CCCVV,CVC,0,2,1,2,0,1,0,1,0,1,3,1,2,1,2,1,2,1,111,211,2001,5,2,2,2,1,L,CKC,CCCL,CKC,?,C,CCC,C,?,C,?,C,L,K,L,K,1,0,1,0,F,4,paenultima
2,2,2,3,Ba,ro,me,ter,er,ø,N,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVV,CVC,2,0,0,2,1,0,0,1,1,1,1,1,1,2,2,1,0,101,11,1001,111,2,3,3,2,1,CK,CL,CL,CKC,C,C,C,C,?,?,?,C,K,L,L,K,1,1,1,0,T,4,paenultima
2,5,2,3,Ve,lours,le,der,er,ø,N,NN,SS,ø,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,LCKC,CLCKC,ø,CV,CVVC,CVV,CVC,1,1,0,2,0,1,0,1,1,1,1,1,1,2,2,1,2,101,21,11,111,2,3,3,2,1,CK,CLC,CL,CKC,C,C,C,C,?,C,?,C,K,L,L,K,0,1,1,0,T,4,antepaenultima
3,3,6,4,lei,den,schaft,lich,ich,ø,A,N,SA,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,CCKC,CCCKC,noacc,CVV,CVC,CVCC,CVC,0,2,3,2,0,1,2,1,1,1,1,1,2,1,1,1,1,11,1101,301,111,4,2,1,3,-1,CD,CKC,CKCC,CKC,C,C,C,C,?,C,CC,C,D,K,K,K,1,0,2,1,F,4,prima
5,2,3,2,Traum,ge,bil,de,e,ø,N,NN,SS,ø,C,CC,CCD,CCDC,CCDCC,K,CK,CCK,KCCK,CKCCK,ø,CCVVC,CV,CVC,CV,1,1,2,1,1,0,1,0,2,1,1,1,2,1,1,1,2,1111,101,111,101,3,2,3,2,-1,CCDC,CK,CKC,CK,CC,C,C,C,C,?,C,?,D,K,K,K,1,0,1,0,T,4,prima
3,3,2,4,wei,ter,ge,hend,end,ø,A,F,S,ø,C,CD,CDC,CDCK,CDCKC,C,CC,KCC,LKCC,CLKCC,ø,CVV,CVC,CVV,VCC,0,2,0,2,0,1,0,2,1,1,1,0,2,1,2,1,1,101,111,101,1101,3,2,2,2,1,CD,CKC,CL,KCC,C,C,C,?,?,C,?,CC,D,K,L,K,1,0,1,0,F,4,prima
3,4,3,3,Syn,chro,nis,mus,us,ø,N,A,SA,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CCVV,CVC,CVC,2,1,2,2,1,0,1,1,1,2,1,1,1,2,1,1,1,1101,111,1101,1101,2,2,2,2,1,CKC,CCL,CKC,CKC,C,CC,C,C,C,?,C,C,K,L,K,K,1,1,1,1,T,4,paenultima
3,3,2,3,Wur,zel,fa,ser,er,ø,N,NN,SS,ø,C,CK,CKC,CKCA,CKCAK,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVV,CVC,2,2,0,2,1,1,0,1,1,1,1,1,1,1,2,1,2,111,111,101,111,3,2,3,2,-1,CKC,AKC,CL,CKC,C,A,C,C,C,C,?,C,K,K,L,K,1,0,1,0,T,4,prima
3,3,3,5,Wal,des,rau,schen,en,ø,N,ø,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,DCKC,CDCKC,ø,CVC,CVC,CVV,CVC,2,2,0,2,1,1,0,1,1,1,1,1,1,1,2,1,2,111,201,11,1101,2,2,4,2,1,CKC,CKC,CD,CKC,C,C,C,C,C,C,?,C,K,K,D,K,1,0,1,0,T,4,prima
3,2,1,2,Bos,ni,a,ke,e,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,K,CK,LCK,LLCK,CLLCK,ø,CVC,CVV,VV,CV,2,0,0,1,1,0,0,0,1,1,0,1,1,2,2,1,0,201,1001,1,101,2,3,6,2,-1,CKC,CL,L,CK,C,C,?,C,C,?,?,?,K,L,L,K,1,1,1,0,T,4,paenultima
1,3,2,4,8,ber,ho,lung,ung,ueber,N,V,SA,acc,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CVV,CVC,0,2,0,2,0,1,0,1,0,1,1,1,2,1,2,1,1,1,111,101,1011,5,2,2,3,1,L,CKC,CL,CKC,?,C,C,C,?,C,?,C,L,K,L,K,1,0,1,1,T,4,paenultima
3,3,2,3,Ach,tel,li,ter,er,ø,N,ø,SS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CVV,CVC,1,2,0,2,1,1,0,1,0,1,1,1,1,1,2,1,2,101,111,11,111,2,2,4,2,-1,KC,CKC,CL,CKC,?,C,C,C,C,C,?,C,K,K,L,K,1,0,1,0,T,4,prima
4,4,3,2,Spra,chen,fra,ge,e,ø,N,NN,SAS,ø,C,CC,CCC,CCCL,CCCLC,K,CK,LCK,CLCK,CCLCK,ø,CCCVV,CVC,CCVV,CV,1,2,1,1,0,1,0,0,3,1,2,1,2,1,2,1,2,211,1101,111,101,2,2,3,2,-1,CCCL,CKC,CCL,CK,CCC,C,CC,C,?,C,?,?,L,K,L,K,1,0,1,0,T,4,prima
2,2,2,5,le,xi,ka,lisch,isch,ø,A,R,SA,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CCVV,CVV,CVC,2,1,0,2,1,0,0,1,1,2,1,1,1,2,2,1,1,11,201,101,111,3,2,3,3,1,CK,CCL,CL,CKC,C,CC,C,C,?,?,?,C,K,L,L,K,1,1,1,1,F,4,paenultima
2,3,3,4,Be,her,ber,gung,ung,be,N,V,SA,noacc,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,CCKC,KCCKC,ø,CV,CVC,CVC,CVC,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,101,111,111,1101,2,2,2,2,1,CK,CKC,CKC,CKC,C,C,C,C,?,C,C,C,K,K,K,K,0,1,1,1,T,4,antepaenultima
2,2,3,4,Au,to,ver,kehr,ehr,ø,N,NN,SS,ø,D,DC,DCL,DCLC,DCLCK,C,LC,CLC,CCLC,KCCLC,ø,VV,CVV,CVC,CVVC,0,0,2,1,0,0,1,1,0,1,1,1,2,2,1,2,2,1,101,111,111,6,2,2,2,1,D,CL,CKC,CLC,?,C,C,C,?,?,C,C,D,L,K,L,1,1,1,1,T,4,prima
2,2,3,5,se,ma,pho,risch,isch,ø,A,N,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CVV,CVC,0,2,0,2,0,1,0,1,1,1,1,1,2,1,2,1,1,101,1001,101,111,2,3,2,3,-1,CL,CK,CL,CKC,C,C,C,C,?,?,?,C,L,K,L,K,1,1,1,1,F,4,paenultima
2,4,3,3,un,teil,haf,tig,ig,ø,A,A,AS,ø,K,KC,KCC,KCCD,KCCDC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVVC,CVC,CVC,1,1,2,2,1,1,1,1,0,1,1,1,1,2,1,1,1,1001,111,201,201,3,3,2,2,-1,KC,CDC,CKC,CKC,?,C,C,C,C,C,C,C,K,D,K,K,1,1,1,1,F,4,prima
2,3,3,4,Un,ter,ord,nung,ung,unter,N,V,SA,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,CCCKC,ø,VC,CVC,VC,CCVC,1,2,1,3,1,1,1,1,0,1,0,2,1,1,1,1,1,1001,111,11,2101,3,2,3,2,1,KC,CKC,KC,CCKC,?,C,?,CC,C,C,C,C,K,K,K,K,1,0,1,1,T,4,prima
1,3,3,3,a,ber,wit,zig,ig,ø,A,N,SA,ø,L,LC,LCK,LCKC,LCKCC,C,KC,AKC,KAKC,CKAKC,noacc,VV,CVC,CVC,CVC,0,2,2,2,0,1,1,1,0,1,1,1,2,1,1,1,1,1,111,101,201,6,2,3,2,1,L,CKC,CK,AKC,?,C,C,A,?,C,?,C,L,K,K,K,1,0,1,1,F,4,prima
3,3,7,4,Mit,tel,deutsch,land,and,ø,N,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,C,CC,KCC,CKCC,ACKCC,ø,CVC,CVC,CVVC,CVCC,2,2,1,3,1,1,1,2,1,1,1,1,1,1,2,1,0,1001,111,201,1111,3,2,2,2,1,CK,CKC,CDA,CKCC,C,C,C,C,?,C,A,CC,K,K,D,K,1,0,1,2,T,4,prima
5,3,3,4,gotts,j1m,mer,lich,ich,ø,A,NA,SAS,ø,C,CK,CKA,CKAC,CKACK,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVC,CVC,CVC,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,201,2,1011,111,2,4,3,3,1,CKA,CK,CKC,CKC,C,C,C,C,A,?,C,C,K,K,K,K,1,1,0,1,F,4,prima
5,2,2,1,Strom,li,ni,e,e,ø,N,NN,SS,ø,C,CC,CCC,CCCL,CCCLC,K,LK,CLK,LCLK,CLCLK,ø,CCCVVC,CVV,CVV,V,2,0,0,0,1,0,0,0,3,1,1,0,2,2,2,1,2,1211,11,1001,1,2,4,3,4,-1,CCCLC,CL,CL,K,CCC,C,C,?,C,?,?,?,L,L,L,K,1,1,1,0,T,4,prima
2,1,3,4,Di,a,gno,stik,ik,ø,N,N,SA,ø,C,CL,CLK,CLKC,CLKCC,C,KC,CKC,CCKC,KCCKC,ø,CVV,VC,CCVC,CVC,0,1,3,2,0,1,1,1,1,0,2,1,2,1,1,1,1,101,1,1201,201,3,4,2,2,1,CL,K,CCKC,CKC,C,?,CC,C,?,?,C,C,L,K,K,K,1,1,1,1,T,4,paenultima
2,2,3,3,un,ge,f1l,lig,ig,ø,A,A,AS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,KCKC,CKCKC,noacc,VC,CV,CVC,CVC,1,1,2,2,1,0,1,1,0,1,1,1,1,1,1,1,1,1001,101,101,111,3,2,2,3,-1,KC,CK,CK,CKC,?,C,C,C,C,?,?,C,K,K,K,K,1,0,1,1,F,4,prima
3,5,2,3,Aus,gangs,ba,sis,is,aus,N,NN,SAS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVCC,CVV,CVC,0,3,0,2,1,2,0,1,0,1,1,1,2,1,2,1,2,101,1201,101,201,3,2,3,2,-1,DC,CKCC,CL,CKC,?,C,C,C,C,CC,?,C,D,K,L,K,1,2,1,1,T,4,prima
3,2,3,3,aus,lo,gie,ren,en,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVV,CVC,0,0,0,2,1,0,0,1,0,1,1,1,2,2,2,1,1,101,11,101,1011,3,3,3,3,1,DC,CL,CL,CKC,?,C,C,C,C,?,?,C,D,L,L,K,1,1,1,0,F,4,prima
3,3,4,4,Wun,der,lich,keit,eit,ø,N,A,SA,ø,C,CK,CKC,CKCC,CKCCK,C,DC,CDC,CCDC,KCCDC,ø,CVC,CVC,CVC,CVVC,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1101,111,111,201,2,2,3,2,-1,CKC,CKC,CKC,CDC,C,C,C,C,C,C,C,C,K,K,K,D,1,0,1,1,T,4,prima
3,3,4,5,Ver,gi$,mein,nicht,icht,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVC,CVVC,CVCC,2,2,1,3,1,1,1,2,1,1,1,1,1,1,2,1,0,111,201,2001,1201,2,2,3,2,1,CKC,CKC,CDC,CKCC,C,C,C,C,C,C,C,CC,K,K,D,K,1,1,1,2,T,4,antepaenultima
6,2,2,3,dienst,un,f1,hig,ig,ø,A,NA,SS,ø,C,CL,CLC,CLCC,CLCCC,C,KC,LKC,CLKC,CCLKC,ø,CVVCCC,VC,CVV,VC,2,1,0,1,3,1,0,1,1,0,1,0,2,1,2,1,2,1301,1001,101,101,2,3,2,3,-1,CLCCC,KC,CL,KC,C,?,C,?,CCC,C,?,C,L,K,L,K,2,1,1,1,F,4,prima
2,4,3,3,K2,sten,fah,rer,er,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVV,CVC,2,2,0,2,1,1,0,1,1,1,1,1,1,1,2,1,2,201,1101,101,21,2,2,3,3,-1,CKC,CKC,CL,CKC,C,C,C,C,C,C,?,C,K,K,L,K,1,0,1,0,T,4,prima
2,2,1,5,Fo,li,o,blatt,att,ø,N,NN,SS,ø,C,CL,CLC,CLCL,CLCLL,C,KC,CKC,CCKC,LCCKC,ø,CVV,CVV,VV,CCVC,0,0,0,3,0,0,0,1,1,1,0,2,2,2,2,1,2,101,11,1,211,2,4,4,2,1,CL,CL,L,CCKC,C,C,?,CC,?,?,?,C,L,L,L,K,1,1,1,1,T,4,prima
2,2,3,4,De,le,gie,rung,ung,ø,N,V,SA,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVV,CVC,0,0,0,2,0,0,0,1,1,1,1,1,2,2,2,1,1,101,11,101,1011,2,3,3,3,1,CL,CL,CL,CKC,C,C,C,C,?,?,?,C,L,L,L,K,1,1,1,1,T,4,paenultima
4,6,3,2,Fern,sprech,zel,le,e,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCC,K,CK,KCK,AKCK,CAKCK,ø,CVCC,CCCVC,CVC,CV,3,4,2,1,2,1,1,0,1,3,1,1,1,1,1,1,2,1111,311,101,11,2,2,2,3,-1,CKCC,CCCKC,AK,CK,C,CCC,A,C,CC,C,?,?,K,K,K,K,2,1,1,0,T,4,prima
