syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_open0,syl_open1,syl_open2,syl_phoncat0,syl_phoncat1,syl_phoncat2,onset_phoncat0,onset_phoncat1,onset_phoncat2,koda_phoncat0,koda_phoncat1,koda_phoncat2,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,syl_len0,syl_len1,syl_len2,koda_len0,koda_len1,koda_len2,onset_len0,onset_len1,onset_len2,nucleus_len0,nucleus_len1,nucleus_len2,syl_cv0,syl_cv1,syl_cv2,cv_ratio0,cv_ratio1,cv_ratio2,pos,comp_struct,nomen,comp_len,Word,stress_class
na$,ø,s,ss,ass,nass,lnass,C,KC,CKC,CCKC,KCCKC,ø,pu,ø,p,pu,pud,pude,pudel,C,CL,CLC,CLCK,CLCKC,ø,9,11,10,4,3,3,0,light,schwa,light,o,c,c,CL,CKC,CKC,C,C,C,,C,C,L,K,K,2,3,3,0,1,1,1,1,1,2,1,1,CVV,CVC,CVC,0,2,2,A,NA,F,2,pudelnass,multa
rot,ø,t,ot,rot,rrot,errot,C,LC,CLC,CCLC,KCCLC,ø,pu,ø,p,pu,put,pute,puter,C,CL,CLC,CLCK,CLCKC,ø,9,11,11,4,3,3,1,light,schwa,light,o,c,c,CL,CKC,CLC,C,C,C,,C,C,L,K,L,2,3,3,0,1,1,1,1,1,2,1,2,CVV,CVC,CVVC,0,2,1,A,NA,F,2,puterrot,multa
ter,ø,r,er,ter,nter,unter,C,KC,CKC,CCKC,KCCKC,ø,putz,ø,p,pu,put,putz,putzm,C,CK,CKA,CKAC,CKACK,ø,10,14,11,3,4,3,0,light,light,schwa,c,c,c,CKA,CKC,CKC,C,C,C,A,C,C,K,K,K,4,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,A,NA,F,2,putzmunter,multa
gelb,ø,b,lb,elb,gelb,egelb,C,CC,KCC,CKCC,KCKCC,ø,quit,ø,q,qu,qui,quit,quitt,C,CC,CCK,CCKC,CCKCK,ø,10,7,12,3,3,3,1,light,schwa,heavy,c,o,c,CCK,CK,CKCC,CC,C,C,,,CC,K,K,K,4,2,4,1,0,2,2,1,1,1,1,1,CCVC,CV,CVCC,3,1,3,A,NA,F,2,quittegelb,multa
gelb,ø,b,lb,elb,gelb,ngelb,C,CC,KCC,CKCC,CCKCC,ø,quit,ø,q,qu,qui,quit,quitt,C,CC,CCK,CCKC,CCKCK,ø,10,10,12,3,3,3,1,light,schwa,heavy,c,c,c,CCK,CKC,CKCC,CC,C,C,,C,CC,K,K,K,4,3,4,1,1,2,2,1,1,1,1,1,CCVC,CVC,CVCC,3,2,3,A,NA,F,2,quittengelb,multa
schwarz,ø,z,rz,arz,warz,hwarz,A,CA,KCA,CKCA,CCKCA,ø,ra,ø,r,ra,rab,rabe,raben,C,CL,CLC,CLCK,CLCKC,ø,14,10,13,7,3,2,-1,light,schwa,heavy,o,c,c,CL,CKC,CCKCA,C,C,CC,,C,CA,L,K,K,2,3,7,0,1,2,1,1,2,2,1,1,CVV,CVC,CCVCC,0,2,4,A,NA,F,2,rabenschwarz,multa
weg,ø,g,eg,weg,eweg,neweg,C,KC,CKC,KCKC,CKCKC,ø,rei,ø,r,re,rei,rein,reine,C,CD,CDC,CDCK,CDCKC,ø,14,9,8,7,4,2,-3,light,schwa,light,o,o,c,CD,CK,CKC,C,C,C,,,C,D,K,K,3,2,3,0,0,1,1,1,1,2,1,1,CVV,CV,CVC,0,1,2,ADV,A,F,1,reineweg,multa
her,ø,r,er,her,mher,umher,C,LC,CLC,CCLC,KCCLC,ø,rings,ø,r,ri,rin,ring,rings,C,CK,CKC,CKCC,CKCCK,ø,16,11,11,4,5,3,-3,heavy,light,light,c,c,c,CKCC,KC,CLC,C,,C,CC,C,C,K,K,L,5,2,3,2,1,1,1,0,1,1,1,2,CVCC,VC,CVVC,3,1,1,ADV,ø,F,2,ringsumher,multa
aus,ø,s,us,aus,raus,eraus,C,DC,CDC,KCDC,CKCDC,ø,rund,ø,r,ru,run,rund,rundh,C,CK,CKC,CKCC,CKCCC,ø,16,7,15,4,3,5,-1,heavy,light,light,c,c,c,CKCC,CK,CDC,C,C,C,CC,,C,K,K,D,4,3,3,2,1,1,1,1,1,1,1,2,CVCC,CVC,CVVC,3,2,1,ADV,ø,F,2,rundheraus,multa
um,um,m,um,rum,erum,herum,C,KC,CKC,KCKC,CKCKC,ø,rund,ø,r,ru,run,rund,rundh,C,CK,CKC,CKCC,CKCCC,ø,16,7,15,4,3,5,-1,heavy,light,light,c,c,c,CKCC,CK,CKC,C,C,C,CC,,C,K,K,K,4,3,2,2,1,1,1,1,1,1,1,1,CVCC,CVC,CVC,3,2,2,ADV,ø,F,2,rundherum,multa
her,ø,r,er,her,mher,umher,C,LC,CLC,CCLC,KCCLC,ø,rund,ø,r,ru,run,rund,rundu,C,CK,CKC,CKCC,CKCCK,ø,15,12,11,5,4,3,-2,light,light,light,c,c,c,CKC,CKC,CLC,C,C,C,C,C,C,K,K,L,4,2,3,1,1,1,1,1,1,1,1,2,CVC,CVC,CVVC,2,2,1,ADV,ø,F,2,rundumher,multa
de,ø,e,de,ede,oede,loede,K,CK,LCK,CLCK,CCLCK,ø,sau,ø,s,sa,sau,saub,saubl,C,CD,CDC,CDCC,CDCCL,ø,11,11,7,5,3,3,-2,light,light,schwa,o,o,o,CD,CCL,CK,C,CC,C,,,,D,L,K,3,3,2,0,0,0,1,2,1,2,2,1,CVV,CCVV,CV,0,1,1,A,NA,F,2,saubloede,multa
dings,ø,s,gs,ngs,ings,dings,C,CC,KCC,CKCC,CCKCC,ø,schlech,ø,s,sc,sch,schl,schle,C,CC,CCK,CCKC,CCKCC,ø,12,11,13,3,3,3,0,light,schwa,heavy,c,c,c,CCKC,CKC,CKCC,CC,C,C,C,C,CC,K,K,K,7,3,5,1,1,2,2,1,1,1,1,1,CCVC,CVC,CVCC,3,2,3,ADV,A,F,1,schlechterdings,multa
falls,ø,s,ls,lls,alls,falls,C,CC,KCC,CKCC,CCKCC,ø,schlimm,ø,s,sc,sch,schl,schli,C,CC,CCK,CCKC,CCKCC,ø,16,11,12,4,2,3,-2,light,schwa,heavy,c,c,c,CCKC,CCKC,CKCC,CC,CC,C,C,C,CC,K,K,K,7,4,5,1,1,2,2,2,1,1,1,1,CCVC,CCVC,CVCC,3,3,3,ADV,ø,F,2,schlimmstenfalls,multa
lich,ø,h,ch,ich,lich,dlich,C,KC,CKC,CCKC,CCCKC,noacc,schlu$,ø,s,sc,sch,schl,schlu,C,CC,CCK,CCKC,CCKCK,ø,14,10,13,3,3,4,-1,light,heavy,light,c,c,c,CCKC,KCC,CKC,CC,,C,C,CC,C,K,K,K,6,3,4,1,2,1,2,0,1,1,1,1,CCVC,VCC,CVC,3,2,2,ADV,NA,F,2,schlussendlich,multa
lich,ø,h,ch,ich,lich,glich,C,KC,CKC,CCKC,LCCKC,noacc,schnellst,ø,s,sc,sch,schn,schne,C,CC,CCK,CCKC,CCKCC,ø,16,10,13,2,3,4,-2,heavy,light,light,c,c,c,CCKCCC,CLC,CKC,CC,C,C,CCC,C,C,K,L,K,9,3,4,3,1,1,2,1,1,1,2,1,CCVCCC,CVVC,CVC,5,1,2,A,ø,F,2,schnellstmoeglich,multa
bleich,ø,h,ch,ich,eich,leich,C,DC,CDC,CCDC,CCCDC,ø,schre,ø,s,sc,sch,schr,schre,C,CC,CCK,CCKC,CCKCK,ø,11,11,16,3,2,4,2,light,schwa,light,c,c,c,CCK,CKCC,CCDC,CC,C,CC,,CC,C,K,K,D,5,5,6,1,2,1,2,1,2,1,1,2,CCVC,CVCC,CCVVC,3,3,1,A,NA,F,2,schreckensbleich,multa
dert,ø,t,rt,ert,dert,ndert,C,CC,KCC,CKCC,CCKCC,ø,sechs,ø,s,se,sec,sech,sechs,C,CK,CKC,CKCC,CKCCC,ø,9,12,12,2,4,3,1,heavy,light,schwa,c,c,c,CKCC,CKC,CKCC,C,C,C,CC,C,CC,K,K,K,5,3,4,2,1,2,1,1,1,1,1,1,CVCC,CVC,CVCC,3,2,3,X,ø,F,2,sechshundert,multa
send,ø,d,nd,end,send,usend,C,CC,KCC,CKCC,DCKCC,ø,sechs,ø,s,se,sec,sech,sechs,C,CK,CKC,CKCC,CKCCC,ø,9,11,11,2,5,2,1,heavy,light,schwa,c,o,c,CKCC,CD,CKCC,C,C,C,CC,,CC,K,D,K,5,3,4,2,0,2,1,1,1,1,2,1,CVCC,CVV,CVCC,3,0,3,X,ø,F,2,sechstausend,multa
seits,ø,s,ts,its,eits,seits,A,DA,CDA,CCDA,KCCDA,ø,sei,ø,s,se,sei,sein,seine,C,CD,CDC,CDCK,CDCKC,ø,11,13,12,5,4,4,0,light,schwa,light,o,c,c,CD,CKC,CDA,C,C,C,,C,A,D,K,D,3,3,5,0,1,1,1,1,1,2,1,2,CVV,CVC,CVVC,0,2,1,ADV,ø,F,2,seinerseits,multa
art,ø,t,rt,art,rart,erart,C,CC,LCC,CLCC,KCLCC,ø,sol,ø,s,so,sol,solc,solch,C,CK,CKC,CKCC,CKCCK,ø,11,11,15,3,3,5,2,light,schwa,heavy,c,c,c,CKC,CKC,LCC,C,C,,C,C,CC,K,K,L,3,4,3,1,1,2,1,1,0,1,1,2,CVC,CVC,VVCC,2,2,1,ADV,ø,F,2,solcherart,multa
art,ø,t,rt,art,rart,erart,C,CC,LCC,CLCC,KCLCC,ø,sol,ø,s,so,sol,solc,solch,C,CK,CKC,CKCC,CKCCK,ø,11,11,15,3,3,5,2,light,schwa,heavy,c,c,c,CKC,CKC,LCC,C,C,,C,C,CC,K,K,L,3,4,3,1,1,2,1,1,0,1,1,2,CVC,CVC,VVCC,2,2,1,X,ø,F,2,solcherart,multa
lei,ø,i,ei,lei,rlei,erlei,D,CD,CCD,KCCD,CKCCD,ø,sol,ø,s,so,sol,solc,solch,C,CK,CKC,CKCC,CKCCK,ø,11,11,14,3,3,7,1,light,schwa,light,c,c,o,CKC,CKC,CD,C,C,C,C,C,,K,K,D,3,4,3,1,1,0,1,1,1,1,1,2,CVC,CVC,CVV,2,2,0,X,A,F,1,solcherlei,multa
so,ø,o,so,dso,ndso,undso,L,CL,CCL,CCCL,KCCCL,ø,so,ø,s,so,sou,soun,sound,C,CL,CLK,CLKC,CLKCC,ø,7,12,7,3,4,3,0,light,heavy,light,o,c,o,CL,KCC,CL,C,,C,,CC,,L,K,L,2,3,2,0,2,0,1,0,1,2,1,2,CVV,VCC,CVV,0,2,0,ADV,ø,F,0,soundso,multa
bel,ø,l,el,bel,ebel,uebel,C,KC,CKC,LCKC,DLCKC,ø,spei,ø,s,sp,spe,spei,speiu,C,CC,CCD,CCDL,CCDLC,ø,12,8,11,4,8,3,-1,light,light,schwa,o,o,c,CCD,L,CKC,CC,,C,,,C,D,L,K,4,1,3,0,0,1,2,0,1,2,2,1,CCVV,VV,CVC,1,0,2,A,ø,F,2,speiuebel,multa
blank,ø,k,nk,ank,lank,blank,C,CC,KCC,CKCC,CCKCC,ø,spie,ø,s,sp,spi,spie,spieg,C,CC,CCL,CCLC,CCLCK,ø,10,11,15,3,3,3,2,light,schwa,heavy,o,c,c,CCL,CKC,CCKCC,CC,C,CC,,C,CC,L,K,K,4,3,5,0,1,2,2,1,2,2,1,1,CCVV,CVC,CCVCC,1,2,4,A,NA,F,2,spiegelblank,multa
d2rr,ø,r,rr,err,uerr,duerr,C,KC,CKC,CCKC,KCCKC,ø,spin,ø,s,sp,spi,spin,spind,C,CC,CCK,CCKC,CCKCC,ø,13,11,13,3,3,4,0,light,schwa,light,c,c,c,CCKC,CKC,CKC,CC,C,C,C,C,C,K,K,K,4,3,4,1,1,1,2,1,1,1,1,1,CCVC,CVC,CVC,3,2,2,A,NA,F,2,spindelduerr,multa
feind,ø,d,nd,ind,eind,feind,C,CC,DCC,CDCC,KCDCC,ø,spin,ø,s,sp,spi,spin,spinn,C,CC,CCK,CCKC,CCKCK,ø,10,9,15,3,4,3,2,light,schwa,heavy,c,o,c,CCK,CK,CDCC,CC,C,C,,,CC,K,K,D,4,2,5,1,0,2,2,1,1,1,1,2,CCVC,CV,CVVCC,3,1,1,A,NA,F,2,spinnefeind,multa
lig,ø,g,ig,lig,llig,illig,C,KC,CKC,KCKC,CKCKC,ø,spott,ø,s,sp,spo,spot,spott,C,CC,CCK,CCKC,CCKCC,ø,9,9,13,2,4,4,2,light,light,light,c,c,c,CCKC,CK,CKC,CC,C,C,C,,C,K,K,K,5,3,3,1,1,1,2,1,1,1,1,1,CCVC,CVC,CVC,3,2,2,A,NA,F,2,spottbillig,multa
kel,ø,l,el,kel,nkel,unkel,C,KC,CKC,CCKC,KCCKC,ø,stock,ø,s,st,sto,stoc,stock,C,CC,CCK,CCKC,CCKCC,ø,9,12,11,2,4,3,1,light,light,schwa,c,c,c,CCKC,CKC,CKC,CC,C,C,C,C,C,K,K,K,5,3,3,1,1,1,2,1,1,1,1,1,CCVC,CVC,CVC,3,2,2,A,ø,F,2,stockdunkel,multa
ster,ø,r,er,ter,ster,nster,C,KC,CKC,CCKC,CCCKC,ø,stock,ø,s,st,sto,stoc,stock,C,CC,CCK,CCKC,CCKCC,ø,9,12,12,2,4,3,1,light,light,schwa,c,c,c,CCKC,CKC,CCKC,CC,C,CC,C,C,C,K,K,K,5,3,4,1,1,1,2,1,2,1,1,1,CCVC,CVC,CCVC,3,2,3,A,ø,F,2,stockfinster,multa
tern,ø,n,rn,ern,tern,htern,C,CC,KCC,CKCC,CCKCC,ø,stock,ø,s,st,sto,stoc,stock,C,CC,CCK,CCKC,CCKCC,ø,9,12,14,2,4,3,2,light,light,schwa,c,c,c,CCKC,CKC,CKCC,CC,C,C,C,C,CC,K,K,K,5,4,4,1,1,2,2,1,1,1,1,1,CCVC,CVC,CVCC,3,2,3,A,ø,F,2,stocknuechtern,multa
er,er,r,er,uer,auer,sauer,C,KC,DKC,CDKC,CCDKC,ø,stock,ø,s,st,sto,stoc,stock,C,CC,CCK,CCKC,CCKCC,ø,9,11,10,2,5,5,0,light,light,schwa,c,o,c,CCKC,CD,KC,CC,C,,C,,C,K,D,K,5,3,2,1,0,1,2,1,0,1,2,1,CCVC,CVV,VC,3,0,1,A,ø,F,2,stocksauer,multa
ein,ø,n,in,ein,dein,ndein,C,DC,CDC,CCDC,KCCDC,ø,tau,ø,t,ta,tau,taus,tause,C,CD,CDC,CDCK,CDCKC,ø,11,11,13,5,2,6,1,light,schwa,light,o,c,c,CD,CKCC,DC,C,C,,,CC,C,D,K,D,3,4,3,0,2,1,1,1,0,2,1,2,CVV,CVCC,VVC,0,3,0,X,ø,F,2,tausendein,multa
eins,ø,s,ns,ins,eins,deins,C,CC,DCC,CDCC,CCDCC,ø,tau,ø,t,ta,tau,taus,tause,C,CD,CDC,CDCK,CDCKC,ø,11,11,14,5,2,4,1,light,schwa,heavy,o,c,c,CD,CKCC,DCC,C,C,,,CC,CC,D,K,D,3,4,4,0,2,2,1,1,0,2,1,2,CVV,CVCC,VVCC,0,3,1,X,ø,F,2,tausendeins,multa
lend,ø,d,nd,end,lend,elend,C,CC,KCC,CKCC,LCKCC,ø,tod,ø,t,to,tod,tode,todel,C,CL,CLC,CLCL,CLCLC,ø,8,6,14,2,6,3,3,light,light,heavy,c,o,c,CLC,L,CKCC,C,,C,C,,CC,L,L,K,3,1,4,1,0,2,1,0,1,2,2,1,CVVC,VV,CVCC,1,0,3,A,NA,F,2,todelend,multa
de,ø,e,de,ede,uede,muede,K,CK,LCK,CLCK,CCLCK,ø,tod,ø,t,to,tod,todm,todmu,C,CL,CLC,CLCC,CLCCL,ø,8,11,7,2,5,3,-1,light,light,schwa,c,o,o,CLC,CL,CK,C,C,C,C,,,L,L,K,3,2,2,1,0,0,1,1,1,2,2,1,CVVC,CVV,CV,1,0,1,A,NA,F,2,todmuede,multa
cher,ø,r,er,her,cher,icher,C,KC,CKC,KCKC,CKCKC,ø,tod,ø,t,to,tod,tods,todsi,C,CL,CLC,CLCC,CLCCK,ø,8,9,11,2,4,3,1,light,light,schwa,c,c,c,CLC,CK,CKC,C,C,C,C,,C,L,K,K,3,2,4,1,1,1,1,1,1,2,1,1,CVVC,CVC,CVC,1,2,2,A,NA,F,2,todsicher,multa
rig,ø,g,ig,rig,urig,aurig,C,KC,CKC,DCKC,CDCKC,noacc,tod,ø,t,to,tod,todt,todtr,C,CL,CLC,CLCC,CLCCC,ø,8,15,13,2,5,4,2,light,light,light,c,o,c,CLC,CCD,CKC,C,CC,C,C,,C,L,D,K,3,4,3,1,0,1,1,2,1,2,2,1,CVVC,CCVV,CVC,1,1,2,A,NA,F,2,todtraurig,multa
h3rt,ø,t,rt,ert,oert,hoert,C,CC,LCC,CLCC,CCLCC,ø,un,ø,u,un,une,uner,unerh,K,KC,KCK,KCKC,KCKCC,ø,11,10,12,5,5,3,0,light,light,heavy,c,c,c,KC,KC,CLCC,,,C,C,C,CC,K,K,L,2,2,4,1,1,2,0,0,1,1,1,2,VC,VC,CVVCC,1,1,1,A,F,F,1,unerhoert,multa
seits,ø,s,ts,its,eits,seits,A,DA,CDA,CCDA,KCCDA,ø,uns,ø,u,un,uns,unsr,unsre,K,KC,KCC,KCCC,KCCCK,ø,11,15,12,5,3,4,0,light,schwa,light,c,c,c,KC,CCKC,CDA,,CC,C,C,C,A,K,K,D,3,3,5,1,1,1,0,2,1,1,1,2,VC,CCVC,CVVC,1,3,1,ADV,ø,F,2,unsrerseits,multa
teils,ø,s,ls,ils,eils,teils,C,CC,DCC,CDCC,CCDCC,ø,uns,ø,u,un,uns,unsr,unsre,K,KC,KCC,KCCC,KCCCK,ø,11,12,16,5,3,4,2,light,schwa,heavy,c,c,c,KC,CCKC,CDCC,,CC,C,C,C,CC,K,K,D,3,3,5,1,1,2,0,2,1,1,1,2,VC,CCVC,CVVCC,1,3,1,ADV,ø,F,2,unsresteils,multa
an,ø,n,an,nan,enan,tenan,C,KC,CKC,KCKC,CKCKC,ø,un,ø,u,un,unt,unte,unten,K,KC,KCC,KCCK,KCCKC,ø,11,10,9,5,3,4,-1,light,schwa,light,c,c,c,KC,CKC,KC,,C,,C,C,C,K,K,K,2,3,2,1,1,1,0,1,0,1,1,1,VC,CVC,VC,1,2,1,ADV,ø,F,2,untenan,multa
lich,ø,h,ch,ich,lich,zlich,C,KC,CKC,ACKC,KACKC,ø,ur,ur,u,ur,urp,urpl,urplo,L,LC,LCC,LCCC,LCCCK,acc,12,12,13,6,3,4,0,light,light,light,c,c,c,LC,CCKA,CKC,,CC,C,C,A,C,L,K,K,2,5,4,1,1,1,0,2,1,2,1,1,VVC,CCVC,CVC,0,3,2,A,A,F,1,urploetzlich,multa
ahn,ø,n,hn,ahn,rahn,urahn,C,LC,CLC,LCLC,CLCLC,ø,Ur,ø,U,Ur,Uru,Urur,Urura,L,LC,LCL,LCLC,LCLCL,acc,12,12,13,6,6,6,0,light,light,light,c,c,c,LC,LC,LC,,,,C,C,C,L,L,L,2,2,3,1,1,1,0,0,0,2,2,2,VVC,VVC,VVC,0,0,0,N,N,T,1,Ururahn,multa
orts,ø,s,ts,rts,orts,norts,A,CA,KCA,CKCA,KCKCA,ø,vie,ø,v,vi,vie,viel,viele,C,CL,CLC,CLCK,CLCKC,ø,9,13,11,4,4,3,1,light,schwa,heavy,o,c,c,CL,CKC,KCA,C,C,,,C,CA,L,K,K,3,3,4,0,1,2,1,1,0,2,1,1,CVV,CVC,VCC,0,2,2,ADV,ø,F,2,vielenorts,multa
lei,ø,i,ei,lei,rlei,erlei,D,CD,CCD,KCCD,CKCCD,ø,vie,ø,v,vi,vie,viel,viele,C,CL,CLC,CLCK,CLCKC,ø,9,14,14,4,4,7,2,light,schwa,light,o,c,o,CL,CKC,CD,C,C,C,,C,,L,K,D,3,3,3,0,1,0,1,1,1,2,1,2,CVV,CVC,CVV,0,2,0,X,ø,F,1,vielerlei,multa
orts,ø,s,ts,rts,orts,rorts,A,CA,KCA,CKCA,KCKCA,ø,vie,ø,v,vi,vie,viel,viele,C,CL,CLC,CLCK,CLCKC,ø,9,14,11,4,4,3,1,light,schwa,heavy,o,c,c,CL,CKC,KCA,C,C,,,C,CA,L,K,K,3,3,4,0,1,2,1,1,0,2,1,1,CVV,CVC,VCC,0,2,2,ADV,ø,F,2,vielerorts,multa
lei,ø,i,ei,lei,rlei,erlei,D,CD,CCD,KCCD,CKCCD,ø,vie,ø,v,vi,vie,vier,viere,C,CL,CLC,CLCK,CLCKC,ø,9,14,14,4,4,7,2,light,schwa,light,o,c,o,CL,CKC,CD,C,C,C,,C,,L,K,D,3,3,3,0,1,0,1,1,1,2,1,2,CVV,CVC,CVV,0,2,0,X,ø,F,1,viererlei,multa
dert,ø,t,rt,ert,dert,ndert,C,CC,KCC,CKCC,CCKCC,ø,vier,ø,v,vi,vie,vier,vierh,C,CL,CLC,CLCC,CLCCK,ø,13,12,12,4,4,3,-1,light,light,schwa,c,c,c,CLC,CKC,CKCC,C,C,C,C,C,CC,L,K,K,4,3,4,1,1,2,1,1,1,2,1,1,CVVC,CVC,CVCC,1,2,3,X,ø,F,2,vierhundert,multa
te,ø,e,te,ste,sste,esste,K,CK,CCK,LCCK,CLCCK,ø,viert,ø,v,vi,vie,vier,viert,C,CL,CLC,CLCC,CLCCC,ø,14,12,7,3,3,3,-4,heavy,light,schwa,c,c,o,CLCC,CCLC,CK,C,CC,C,CC,C,,L,L,K,5,4,2,2,1,0,1,2,1,2,2,1,CVVCC,CCVVC,CV,1,1,1,A,ø,F,2,viertgroesste,multa
hin,ø,n,in,hin,rhin,erhin,C,KC,CKC,CCKC,KCCKC,ø,wei,ø,w,we,wei,weit,weite,C,CD,CDC,CDCK,CDCKC,ø,11,11,12,5,3,4,0,light,schwa,light,o,c,c,CD,CKC,CKC,C,C,C,,C,C,D,K,K,3,3,3,0,1,1,1,1,1,2,1,1,CVV,CVC,CVC,0,2,2,ADV,ø,F,2,weiterhin,multa
aus,ø,s,us,aus,naus,inaus,C,DC,CDC,KCDC,CKCDC,ø,weit,ø,w,we,wei,weit,weith,C,CD,CDC,CDCC,CDCCK,ø,12,9,14,4,4,4,1,light,light,light,c,c,c,CDC,CK,CDC,C,C,C,C,,C,D,K,D,4,3,3,1,1,1,1,1,1,2,1,2,CVVC,CVC,CVVC,1,2,1,ADV,ø,F,2,weithinaus,multa
disch,ø,h,ch,sch,isch,disch,C,KC,CKC,CCKC,KCCKC,ø,west,ø,w,we,wes,west,westi,C,CK,CKC,CKCC,CKCCK,ø,9,11,10,2,5,3,0,heavy,light,light,c,c,c,CKCC,KC,CKC,C,,C,CC,C,C,K,K,K,4,2,5,2,1,1,1,0,1,1,1,1,CVCC,VC,CVC,3,1,2,A,ø,F,0,westindisch,multa
lich,ø,h,ch,ich,lich,tlich,C,KC,CKC,CCKC,CCCKC,noacc,west,ø,w,we,wes,west,westo,C,CK,CKC,CKCC,CKCCK,ø,9,8,13,2,2,4,2,heavy,heavy,light,c,c,c,CKCC,KCC,CKC,C,,C,CC,CC,C,K,K,K,4,3,4,2,2,1,1,0,1,1,1,1,CVCC,VCC,CVC,3,2,2,A,NA,F,2,westoestlich,multa
weich,ø,h,ch,ich,eich,weich,C,DC,CDC,CCDC,KCCDC,ø,win,ø,w,wi,win,wind,winde,C,CK,CKC,CKCC,CKCCK,ø,12,11,12,4,3,4,0,light,schwa,light,c,c,c,CKC,CKC,CDC,C,C,C,C,C,C,K,K,D,3,3,5,1,1,1,1,1,1,1,1,2,CVC,CVC,CVVC,2,2,1,A,NA,F,2,windelweich,multa
lei,ø,i,ei,lei,rlei,erlei,D,CD,CCD,KCCD,CKCCD,ø,zeh,ø,z,ze,zeh,zehn,zehne,A,AL,ALC,ALCK,ALCKC,ø,7,13,14,3,4,7,3,light,schwa,light,o,c,o,AL,CKC,CD,A,C,C,,C,,L,K,D,3,3,3,0,1,0,1,1,1,2,1,2,CVV,CVC,CVV,0,2,0,X,ø,F,1,zehnerlei,multa
send,ø,d,nd,end,send,usend,C,CC,KCC,CKCC,DCKCC,ø,zehn,ø,z,ze,zeh,zehn,zehnt,A,AL,ALC,ALCC,ALCCD,ø,10,11,11,3,5,2,0,light,light,schwa,c,o,c,ALC,CD,CKCC,A,C,C,C,,CC,L,D,K,4,3,4,1,0,2,1,1,1,2,2,1,CVVC,CVV,CVCC,1,0,3,X,ø,F,2,zehntausend,multa
s2$,ø,s,ss,ess,uess,suess,C,LC,CLC,CCLC,KCCLC,ø,zu,zu,z,zu,zuc,zuck,zucke,A,AK,AKC,AKCK,AKCKC,ø,9,11,10,4,3,3,0,light,schwa,light,c,c,c,AK,CKC,CLC,A,C,C,,C,C,K,K,L,2,4,3,1,1,1,1,1,1,1,1,2,CVC,CVC,CVVC,2,2,1,A,NA,F,2,zuckersuess,multa
lei,ø,i,ei,lei,rlei,erlei,D,CD,CCD,KCCD,DKCCD,ø,zwei,ø,z,zw,zwe,zwei,zweie,A,AC,ACD,ACDK,ACDKC,ø,12,10,14,4,5,7,1,light,schwa,light,o,c,o,ACD,KC,CD,AC,,C,,C,,D,K,D,4,2,3,0,1,0,2,0,1,2,1,2,CCVV,VC,CVV,1,1,0,X,ø,F,1,zweierlei,multa
dert,ø,t,rt,ert,dert,ndert,C,CC,KCC,CKCC,CCKCC,ø,zwei,ø,z,zw,zwe,zwei,zweih,A,AC,ACD,ACDC,ACDCK,ø,12,12,12,4,4,3,0,light,light,schwa,o,c,c,ACD,CKC,CKCC,AC,C,C,,C,CC,D,K,K,4,3,4,0,1,2,2,1,1,2,1,1,CCVV,CVC,CVCC,1,2,3,X,ø,F,2,zweihundert,multa
send,ø,d,nd,end,send,usend,C,CC,KCC,CKCC,DCKCC,ø,zwei,ø,z,zw,zwe,zwei,zweit,A,AC,ACD,ACDC,ACDCD,ø,12,11,11,4,5,2,-1,light,light,schwa,o,o,c,ACD,CD,CKCC,AC,C,C,,,CC,D,D,K,4,3,4,0,0,2,2,1,1,2,2,1,CCVV,CVV,CVCC,1,0,3,X,ø,F,2,zweitausend,multa
ste,ø,e,te,ste,este,beste,K,CK,CCK,KCCK,CKCCK,ø,zweit,ø,z,zw,zwe,zwei,zweit,A,AC,ACD,ACDC,ACDCC,ø,13,8,7,3,2,3,-3,light,light,schwa,c,c,o,ACDC,CKC,CK,AC,C,C,C,C,,D,K,K,5,2,3,1,1,0,2,1,1,2,1,1,CCVVC,CVC,CV,1,2,1,A,ø,F,2,zweitbeste,multa
