syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,pos,comp_struct,nomen,comp_len,Word,stress_class
er,er,r,er,ier,rier,arier,C,KC,LKC,CLKC,LCLKC,ø,Par,ø,P,Pa,Par,Parl,Parla,C,CK,CKC,CKCC,CKCCK,ø,11,10,12,11,12,10,3,5,4,5,6,5,0,light,light,light,light,light,schwa,c,c,c,o,o,c,CKC,CK,CKC,CL,CL,KC,C,C,C,C,C,,C,,C,,,C,K,K,K,L,L,K,3,2,3,2,2,2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,2,2,1,CVC,CVC,CVC,CVV,CVV,VC,2,2,2,0,0,1,N,N,T,1,Parlamentarier,antepaenultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,ø,Par,ø,P,Pa,Par,Parl,Parla,C,CK,CKC,CKCC,CKCCK,ø,11,10,12,7,13,12,3,5,4,3,4,4,0,light,light,light,light,light,light,c,c,c,c,c,c,CKC,CK,CKC,CK,CKC,CKC,C,C,C,C,C,C,C,,C,,C,C,K,K,K,K,K,K,3,2,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,CVC,CVC,CVC,2,2,2,2,2,2,N,N,T,1,Parlamentarismus,paenultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,Par,ø,P,Pa,Par,Part,Parti,C,CK,CKC,CKCC,CKCCL,ø,11,9,9,14,13,12,3,4,4,7,4,4,0,light,light,light,light,light,light,c,o,o,o,c,c,CKC,CL,CL,CL,CKC,CKC,C,C,C,C,C,C,C,,,,C,C,K,L,L,L,K,K,3,2,2,2,3,3,1,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,CVC,CVV,CVV,CVV,CVC,CVC,2,0,0,0,2,2,N,A,T,1,Partikularismus,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Par,ø,P,Pa,Par,Part,Parti,C,CK,CKC,CKCC,CKCCL,ø,11,9,9,7,9,9,3,4,4,3,4,4,-1,light,light,light,light,light,light,c,o,o,c,o,c,CKC,CL,AL,CK,AL,LC,C,C,A,C,A,,C,,,,,C,K,L,L,K,L,L,3,2,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,N,R,T,1,Partizipation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Pa,ø,P,Pa,Pas,Past,Paste,C,CK,CKC,CKCC,CKCCL,ø,8,7,12,7,9,9,2,3,6,3,4,4,0,light,light,light,light,light,light,c,o,o,c,o,c,CKC,CL,CL,CK,AL,LC,C,C,C,C,A,,C,,,,,C,K,L,L,K,L,L,2,4,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,N,R,T,1,Pasteurisation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Pa,ø,P,Pa,Paz,Pazi,Pazif,C,CK,CKA,CKAL,CKALC,ø,7,9,9,7,9,9,3,4,4,3,4,4,0,light,light,light,light,light,light,c,o,o,c,o,c,CK,AL,CL,CK,AL,LC,C,A,C,C,A,,,,,,,C,K,L,L,K,L,L,2,2,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,N,R,T,1,Pazifikation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,per,ø,p,pe,per,perf,perfe,C,CK,CKC,CKCC,CKCCK,ø,11,8,9,6,11,13,3,2,4,6,5,4,0,light,light,light,light,light,schwa,c,c,o,o,o,c,CKC,CKC,AL,L,CL,CKC,C,C,A,,C,C,C,C,,,,C,K,K,L,L,L,K,3,3,2,1,3,3,1,1,0,0,0,1,1,1,1,0,1,1,1,1,2,2,2,1,CVC,CVC,CVV,VV,CVV,CVC,2,2,0,0,0,2,V,N,F,1,perfektionieren,paenultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,Per,ø,P,Pe,Per,Perf,Perfe,C,CK,CKC,CKCC,CKCCK,ø,11,8,9,6,12,12,3,2,4,6,4,4,0,light,light,light,light,light,light,c,c,o,o,c,c,CKC,CKC,CL,L,CKC,CKC,C,C,C,,C,C,C,C,,,C,C,K,K,L,L,K,K,3,3,2,1,3,3,1,1,0,0,1,1,1,1,1,0,1,1,1,1,2,2,1,1,CVC,CVC,CVV,VV,CVC,CVC,2,2,0,0,2,2,N,N,T,1,Perfektionismus,paenultima
stisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,KCCKC,ø,per,ø,p,pe,per,perf,perfe,C,CK,CKC,CKCC,CKCCK,ø,11,8,9,6,12,10,3,2,4,6,4,3,0,light,light,light,light,light,light,c,c,o,o,c,c,CKC,CKC,CL,L,CKC,CKC,C,C,C,,C,C,C,C,,,C,C,K,K,L,L,K,K,3,3,2,1,2,6,1,1,0,0,1,1,1,1,1,0,1,1,1,1,2,2,1,1,CVC,CVC,CVV,VV,CVC,CVC,2,2,0,0,2,2,A,N,F,1,perfektionistisch,paenultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,ALCLC,ø,Pe,ø,P,Pe,Per,Peri,Perio,C,CL,CLC,CLCL,CLCLL,ø,7,12,6,9,9,8,3,6,6,4,4,2,0,light,light,light,light,light,light,o,o,o,o,o,c,CL,CL,L,CL,AL,CLC,C,C,,C,A,C,,,,,,C,L,L,L,L,L,L,2,2,1,2,2,3,0,0,0,0,0,1,1,1,0,1,1,1,2,2,2,2,2,2,CVV,CVV,VV,CVV,CVV,CVVC,0,0,0,0,0,1,N,N,T,1,Periodizitaet,ultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Per,ø,P,Pe,Per,Perm,Perme,C,CK,CKC,CKCC,CKCCL,ø,11,9,6,9,12,8,3,4,6,4,6,2,-1,light,light,light,light,light,light,c,o,c,o,o,c,CKC,CL,K,CL,CL,CLC,C,C,,C,C,C,C,,,,,C,K,L,K,L,L,L,3,2,1,2,2,3,1,0,1,0,0,1,1,1,0,1,1,1,1,2,1,2,2,2,CVC,CVV,VC,CVV,CVV,CVVC,2,0,1,0,0,1,N,A,T,1,Permeabilitaet,ultima
gen,ø,n,en,gen,agen,wagen,C,KC,CKC,LCKC,CLCKC,ø,Per,ø,P,Pe,Per,Pers,Perso,C,CK,CKC,CKCC,CKCCL,ø,11,7,12,13,11,10,3,3,4,2,5,3,0,light,light,schwa,heavy,light,schwa,c,o,c,c,o,c,CKC,CL,CKC,CCKCC,CL,CKC,C,C,C,CC,C,C,C,,C,CC,,C,K,L,K,K,L,K,3,2,3,5,2,3,1,0,1,2,0,1,1,1,1,2,1,1,1,2,1,1,2,1,CVC,CVV,CVC,CCVCC,CVV,CVC,2,0,2,4,0,2,N,NN,T,2,Personenkraftwagen,sekunda
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,ALCKC,ø,per,ø,p,pe,per,pers,perso,C,CK,CKC,CKCC,CKCCL,ø,11,7,11,9,9,13,3,3,5,4,4,4,0,light,light,light,light,light,schwa,c,o,o,o,o,c,CKC,CL,CL,CL,AL,CKC,C,C,C,C,A,C,C,,,,,C,K,L,L,L,L,K,3,2,2,2,3,3,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,CVC,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,2,V,R,F,1,personifizieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,ALCKC,ø,Per,ø,P,Pe,Per,Pers,Perso,C,CK,CKC,CKCC,CKCCL,ø,11,7,11,9,9,15,3,3,5,4,4,5,0,light,light,light,light,light,light,c,o,o,o,o,c,CKC,CL,CL,CL,AL,CKC,C,C,C,C,A,C,C,,,,,C,K,L,L,L,L,K,3,2,2,2,3,4,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,CVC,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,2,N,V,T,1,Personifizierung,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Pe,ø,P,Pe,Pet,Petr,Petri,C,CL,CLC,CLCC,CLCCL,ø,8,12,9,7,9,9,2,6,4,3,4,4,-1,light,light,light,light,light,light,c,o,o,c,o,c,CLC,CL,CL,CK,AL,LC,C,C,C,C,A,,C,,,,,C,L,L,L,K,L,L,2,3,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,2,2,2,1,2,2,CVVC,CVV,CVV,CVC,CVV,VVC,1,0,0,2,0,0,N,R,T,1,Petrifikation,ultima
chen,chen,n,en,hen,chen,schen,C,KC,CKC,CCKC,DCCKC,ø,Pfef,ø,P,Pf,Pfe,Pfef,Pfeff,A,AK,AKC,AKCK,AKCKC,ø,7,11,9,10,12,10,3,3,4,3,4,3,0,light,schwa,light,schwa,light,schwa,c,c,o,c,c,c,AK,CKC,CL,CKC,CDC,CKC,A,C,C,C,C,C,,C,,C,C,C,K,K,L,K,D,K,4,3,2,4,4,4,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,CVC,CVC,CVV,CVC,CVVC,CVC,2,2,0,2,1,2,N,NN,T,2,Pfefferkuchenhaeuschen,prima
gie,ø,e,ie,gie,ogie,logie,L,CL,LCL,CLCL,LCLCL,ø,Ph1,ø,P,Ph,Pha,Phae,Phaen,C,CK,CKC,CKCL,CKCLC,ø,7,9,9,9,10,9,3,4,4,4,5,4,0,light,light,light,light,light,light,c,o,o,o,o,o,CK,CL,CL,CL,CL,CL,C,C,C,C,C,C,,,,,,,K,L,L,L,L,L,3,2,2,2,2,3,1,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,CVC,CVV,CVV,CVV,CVV,CVV,2,0,0,0,0,0,N,N,T,1,Phaenomenologie,ultima
gisch,ø,h,ch,sch,isch,gisch,C,KC,CKC,LCKC,CLCKC,ø,ph1,ø,p,ph,pha,phae,phaen,C,CK,CKC,CKCL,CKCLC,ø,7,9,9,9,10,10,3,4,4,4,5,3,0,light,light,light,light,light,light,c,o,o,o,o,c,CK,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,K,L,L,L,L,K,3,2,2,2,2,5,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,CVC,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,2,A,N,F,1,phaenomenologisch,paenultima
phie,ø,e,ie,hie,phie,aphie,L,CL,KCL,CKCL,CCKCL,ø,Pho,ø,P,Ph,Pho,Phot,Photo,C,CL,CLC,CLCL,CLCLA,ø,7,7,12,7,11,9,3,3,4,3,3,4,0,light,light,light,light,light,light,o,o,c,o,c,o,CL,CL,AKC,CL,CCK,CL,C,C,A,C,CC,C,,,C,,,,L,L,K,L,K,L,3,2,3,2,3,4,0,0,1,0,1,0,1,1,1,1,2,1,2,2,1,2,1,2,CVV,CVV,CVC,CVV,CCVC,CVV,0,0,2,0,3,0,N,NN,T,2,Photozinkographie,ultima
ker,ø,r,er,ker,iker,miker,C,KC,CKC,LCKC,CLCKC,ø,Phy,ø,P,Ph,Phy,Phys,Physi,C,CL,CLC,CLCL,CLCLL,ø,9,9,6,10,11,11,4,4,6,3,5,3,0,light,light,light,light,light,schwa,o,o,o,o,o,c,CL,CL,L,CCL,CL,CKC,C,C,,CC,C,C,,,,,,C,L,L,L,L,L,K,3,2,1,3,2,3,0,0,0,0,0,1,1,1,0,2,1,1,2,2,2,2,2,1,CVV,CVV,VV,CCVV,CVV,CVC,0,0,0,1,0,2,N,N,T,1,Physiognomiker,antepaenultima
peut,ø,t,ut,eut,peut,apeut,C,DC,CDC,KCDC,CKCDC,ø,Phy,ø,P,Ph,Phy,Phys,Physi,C,CL,CLC,CLCL,CLCLL,ø,9,9,6,7,10,12,4,4,6,3,5,4,0,light,light,light,light,light,light,o,o,o,o,c,c,CL,CL,L,CL,CK,CDC,C,C,,C,C,C,,,,,,C,L,L,L,L,K,D,3,2,1,3,2,4,0,0,0,0,1,1,1,1,0,1,1,1,2,2,2,2,1,2,CVV,CVV,VV,CVV,CVC,CVVC,0,0,0,0,2,1,N,N,T,1,Physiotherapeut,prima
pie,ø,e,ie,pie,apie,rapie,L,CL,KCL,CKCL,LCKCL,ø,Phy,ø,P,Ph,Phy,Phys,Physi,C,CL,CLC,CLCL,CLCLL,ø,9,9,6,7,10,9,4,4,6,3,5,4,0,light,light,light,light,light,light,o,o,o,o,c,o,CL,CL,L,CL,CK,CL,C,C,,C,C,C,,,,,,,L,L,L,L,K,L,3,2,1,3,2,3,0,0,0,0,1,0,1,1,0,1,1,1,2,2,2,2,1,2,CVV,CVV,VV,CVV,CVC,CVV,0,0,0,0,2,0,N,N,T,1,Physiotherapie,ultima
phie,ø,e,ie,hie,phie,aphie,L,CL,KCL,CKCL,CCKCL,ø,Phy,ø,P,Ph,Phy,Phyt,Phyto,C,CL,CLC,CLCL,CLCLC,ø,9,7,7,6,11,9,4,3,3,6,3,4,0,light,light,light,light,light,light,o,o,o,o,c,o,CL,CL,CL,L,CCK,CL,C,C,C,,CC,C,,,,,,,L,L,L,L,K,L,3,2,2,1,3,4,0,0,0,0,1,0,1,1,1,0,2,1,2,2,2,2,1,2,CVV,CVV,CVV,VV,CCVC,CVV,0,0,0,0,3,0,N,N,T,1,Phytogeographie,ultima
on,ø,n,on,ion,sion,ssion,C,LC,LLC,CLLC,KCLLC,ø,Pla,ø,P,Pl,Pla,Plan,Planu,C,CC,CCL,CCLC,CCLCK,ø,15,15,7,11,9,9,5,3,3,5,4,4,-2,light,heavy,light,light,light,light,o,c,c,c,o,c,CCL,CKCC,CK,CK,CL,LC,CC,C,C,C,C,,,CC,,,,C,L,K,K,K,L,L,3,5,3,3,2,2,0,2,1,1,0,1,2,1,1,1,1,0,2,1,1,1,2,2,CCVV,CVCC,CVC,CVC,CVV,VVC,1,3,2,2,0,0,N,NN,T,2,Planungskommission,prima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Po,ø,P,Po,Pol,Pola,Polar,C,CL,CLC,CLCK,CLCKC,ø,7,10,12,7,9,9,3,5,6,3,4,4,0,light,light,light,light,light,light,o,c,o,c,o,c,CL,CK,CL,CK,AL,LC,C,C,C,C,A,,,,,,,C,L,K,L,K,L,L,2,2,2,2,2,2,0,1,0,1,0,1,1,1,1,1,1,0,2,1,2,1,2,2,CVV,CVC,CVV,CVC,CVV,VVC,0,2,0,2,0,0,N,R,T,1,Polarisation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,po,ø,p,po,pop,popu,popul,C,CL,CLC,CLCL,CLCLC,ø,7,9,14,12,9,13,3,4,7,6,4,4,0,light,light,light,light,light,schwa,o,o,o,o,o,c,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,L,L,L,L,K,2,2,2,2,3,3,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,2,V,A,F,1,popularisieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,Po,ø,P,Po,Pop,Popu,Popul,C,CL,CLC,CLCL,CLCLC,ø,7,9,14,12,9,15,3,4,7,6,4,5,1,light,light,light,light,light,light,o,o,o,o,o,c,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,L,L,L,L,K,2,2,2,2,3,4,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,2,N,V,T,1,Popularisierung,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,po,ø,p,po,pos,posi,posit,C,CL,CLC,CLCL,CLCLA,ø,7,9,9,6,11,13,3,4,4,6,5,4,0,light,light,light,light,light,schwa,o,o,o,o,o,c,CL,CL,AL,L,CL,CKC,C,C,A,,C,C,,,,,,C,L,L,L,L,L,K,2,2,2,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,2,2,2,2,2,1,CVV,CVV,CVV,VV,CVV,CVC,0,0,0,0,0,2,V,N,F,1,positionieren,paenultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Po,ø,P,Po,Pos,Post,Poste,C,CK,CKC,CKCC,CKCCL,ø,8,7,12,6,12,8,2,3,6,6,6,2,0,light,light,light,light,light,light,c,o,o,o,o,c,CKC,CL,CL,L,CL,CLC,C,C,C,,C,C,C,,,,,C,K,L,L,L,L,L,2,3,2,1,2,3,1,0,0,0,0,1,1,1,1,0,1,1,1,2,2,2,2,2,CVC,CVV,CVV,VV,CVV,CVVC,2,0,0,0,0,1,N,ø,T,0,Posterioritaet,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Pr1,ø,P,Pr,Pra,Prae,Praed,C,CC,CCK,CCKC,CCKCK,ø,11,8,9,9,9,9,3,2,4,4,4,4,-1,light,light,light,light,light,light,c,c,o,c,o,c,CCK,CKC,CL,CK,AL,LC,CC,C,C,C,A,,,C,,,,C,K,K,L,K,L,L,3,2,3,2,2,2,1,1,0,1,0,1,2,1,1,1,1,0,1,1,2,1,2,2,CCVC,CVC,CVV,CVC,CVV,VVC,3,2,0,2,0,0,N,N,T,1,Praedestination,ultima
on,ø,n,on,ion,tion,ition,C,LC,LLC,ALLC,LALLC,ø,Pr1,ø,P,Pr,Pra,Prae,Praed,C,CC,CCK,CCKC,CCKCK,ø,11,10,7,9,9,9,3,3,3,4,4,4,-1,light,light,light,light,light,light,c,c,o,o,o,c,CCK,CKC,CL,CL,AL,LC,CC,C,C,C,A,,,C,,,,C,K,K,L,L,L,L,3,3,2,2,2,2,1,1,0,0,0,1,2,1,1,1,1,0,1,1,2,2,2,2,CCVC,CVC,CVV,CVV,CVV,VVC,3,2,0,0,0,0,N,N,T,1,Praedisposition,ultima
stigt,ø,t,gt,igt,tigt,stigt,C,CC,KCC,CKCC,CCKCC,ø,pr1,ø,p,pr,pra,prae,praem,C,CC,CCL,CCLC,CCLCL,ø,11,11,9,7,12,12,3,5,4,3,4,2,0,light,light,schwa,schwa,light,heavy,o,o,c,o,c,c,CCL,CL,KC,CK,CKC,CCKCC,CC,C,,C,C,CC,,,C,,C,CC,L,L,K,K,K,K,3,2,2,2,3,5,0,0,1,0,1,2,2,1,0,1,1,2,2,2,1,1,1,1,CCVV,CVV,VC,CV,CVC,CCVCC,1,0,1,1,2,4,A,NF,F,2,praemienbeguenstigt,prima
nal,ø,l,al,nal,onal,ional,C,LC,CLC,LCLC,LLCLC,ø,pr1,ø,p,pr,pra,prae,praep,C,CC,CCK,CCKC,CCKCL,ø,11,7,9,9,6,17,3,3,4,4,6,5,0,light,light,light,light,light,light,c,o,o,o,o,c,CCK,CL,CL,AL,L,CLC,CC,C,C,A,,C,,,,,,C,K,L,L,L,L,L,3,2,2,2,1,3,1,0,0,0,0,1,2,1,1,1,0,1,1,2,2,2,2,2,CCVC,CVV,CVV,CVV,VV,CVVC,3,0,0,0,0,1,A,N,F,1,praepositional,ultima
tiert,ø,t,rt,ert,iert,tiert,C,CC,LCC,CLCC,CCLCC,ø,pra,ø,p,pr,pra,prax,praxi,C,CC,CCK,CCKC,CCKCC,ø,11,11,6,12,9,14,3,2,6,6,4,3,0,light,light,light,light,light,heavy,c,c,o,o,c,c,CCK,CCLC,L,CL,KC,CLCC,CC,CC,,C,,C,,C,,,C,CC,K,L,L,L,K,L,3,3,1,2,2,5,1,1,0,0,1,2,2,2,0,1,0,1,1,2,2,2,1,2,CCVC,CCVVC,VV,CVV,VC,CVVCC,3,1,0,0,1,1,A,NF,F,2,praxisorientiert,prima
beit,ø,t,it,eit,beit,rbeit,C,DC,CDC,CCDC,KCCDC,ø,Pr1,ø,P,Pr,Pra,Prae,Praez,C,CC,CCK,CCKA,CCKAL,ø,11,9,9,10,10,12,3,4,4,3,5,4,0,light,light,light,heavy,light,light,c,o,o,c,c,c,CCK,AL,CL,LCC,KC,CDC,CC,A,C,,,C,,,,CC,C,C,K,L,L,L,K,D,3,2,2,3,2,4,1,0,0,2,1,1,2,1,1,0,0,1,1,2,2,2,1,2,CCVC,CVV,CVV,VVCC,VC,CVVC,3,0,0,1,1,1,N,NN,T,2,Praezisionsarbeit,antepaenultima
ner,ø,r,er,ner,aner,ianer,C,KC,CKC,LCKC,LLCKC,ø,Pres,ø,P,Pr,Pre,Pres,Presb,C,CC,CCK,CCKC,CCKCC,ø,12,9,7,12,10,13,3,4,3,6,10,4,0,light,light,light,light,light,schwa,c,o,o,o,o,c,CCKC,CL,CL,CL,L,CKC,CC,C,C,C,,C,C,,,,,C,K,L,L,L,L,K,4,2,2,2,1,3,1,0,0,0,0,1,2,1,1,1,0,1,1,2,2,2,2,1,CCVC,CVV,CVV,CVV,VV,CVC,3,0,0,0,0,2,N,N,T,1,Presbyterianer,paenultima
nisch,ø,h,ch,sch,isch,nisch,C,KC,CKC,LCKC,LLCKC,ø,pres,ø,p,pr,pre,pres,presb,C,CC,CCL,CCLC,CCLCC,ø,12,9,7,12,10,12,3,4,3,6,10,4,0,light,light,light,light,light,light,c,o,o,o,o,c,CCLC,CL,CL,CL,L,CKC,CC,C,C,C,,C,C,,,,,C,L,L,L,L,L,K,4,2,2,2,1,5,1,0,0,0,0,1,2,1,1,1,0,1,2,2,2,2,2,1,CCVVC,CVV,CVV,CVV,VV,CVC,1,0,0,0,0,2,A,N,F,1,presbyterianisch,paenultima
na,ø,a,na,ina,rina,erina,L,CL,LCL,CLCL,KCLCL,ø,Pri,ø,P,Pr,Pri,Prim,Prima,C,CC,CCL,CCLC,CCLCL,ø,13,13,7,10,12,13,4,6,3,5,6,6,0,light,light,light,schwa,light,light,o,o,c,o,o,o,CCL,CL,CK,CK,CL,CL,CC,C,C,C,C,C,,,,,,,L,L,K,K,L,L,3,2,3,2,2,2,0,0,1,0,0,0,2,1,1,1,1,1,2,2,1,1,2,2,CCVV,CVV,CVC,CV,CVV,CVV,1,0,2,1,0,0,N,AN,T,2,Primaballerina,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,pri,ø,p,pr,pri,prim,primi,C,CC,CCL,CCLC,CCLCL,ø,13,11,9,9,9,13,4,5,4,4,4,4,-1,light,light,light,light,light,schwa,o,o,o,o,o,c,CCL,CL,CL,CL,CL,CKC,CC,C,C,C,C,C,,,,,,C,L,L,L,L,L,K,3,2,2,2,3,3,0,0,0,0,0,1,2,1,1,1,1,1,2,2,2,2,2,1,CCVV,CVV,CVV,CVV,CVV,CVC,1,0,0,0,0,2,V,A,F,1,primitivisieren,paenultima
ge,ø,e,ge,age,rage,frage,K,CK,LCK,CLCK,CCLCK,ø,Prin,ø,P,Pr,Pri,Prin,Prinz,C,CC,CCK,CCKC,CCKCA,ø,16,9,9,9,15,7,4,4,4,4,5,3,-1,light,light,light,schwa,light,schwa,c,o,o,c,o,o,CCKC,AL,CL,KC,CCL,CK,CC,A,C,,CC,C,C,,,C,,,K,L,L,K,L,K,4,2,2,2,3,2,1,0,0,1,0,0,2,1,1,0,2,1,1,2,2,1,2,1,CCVC,CVV,CVV,VC,CCVV,CV,3,0,0,1,1,1,N,NN,T,2,Prinzipienfrage,sekunda
ter,ø,r,er,ter,iter,eiter,C,KC,CKC,DCKC,CDCKC,ø,Prin,ø,P,Pr,Pri,Prin,Prinz,C,CC,CCK,CCKC,CCKCA,ø,16,9,9,9,14,11,4,4,4,4,7,3,-1,light,light,light,schwa,light,schwa,c,o,o,c,o,c,CCKC,AL,CL,KC,CD,CKC,CC,A,C,,C,C,C,,,C,,C,K,L,L,K,D,K,4,2,2,2,3,3,1,0,0,1,0,1,2,1,1,0,1,1,1,2,2,1,2,1,CCVC,CVV,CVV,VC,CVV,CVC,3,0,0,1,0,2,N,NN,T,2,Prinzipienreiter,sekunda
se,ø,e,se,sse,esse,resse,K,CK,KCK,CKCK,KCKCK,ø,Pri,ø,P,Pr,Pri,Priv,Priva,C,CC,CCL,CCLC,CCLCL,ø,13,12,11,7,10,7,4,4,5,3,5,3,-2,light,light,light,schwa,light,schwa,o,c,c,o,c,o,CCL,CLC,KC,CK,CK,CK,CC,C,,C,C,C,,C,C,,,,L,L,K,K,K,K,3,3,2,2,3,2,0,1,1,0,1,0,2,1,0,1,1,1,2,2,1,1,1,1,CCVV,CVVC,VC,CV,CVC,CV,1,1,1,1,2,1,N,AN,T,2,Privatinteresse,sekunda
se,ø,e,se,yse,lyse,alyse,K,CK,LCK,CLCK,KCLCK,ø,Pro,ø,P,Pr,Pro,Prob,Probl,C,CC,CCL,CCLC,CCLCC,ø,11,14,6,9,12,7,3,3,6,4,6,3,-1,light,light,light,light,light,schwa,o,c,c,c,o,o,CCL,CCLC,K,CK,CL,CK,CC,CC,,C,C,C,,C,,,,,L,L,K,K,L,K,3,4,1,2,2,2,0,1,1,1,0,0,2,2,0,1,1,1,2,2,1,1,2,1,CCVV,CCVVC,VC,CVC,CVV,CV,1,1,1,2,0,1,N,NN,T,2,Problemanalyse,sekunda
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,pro,ø,p,pr,pro,prob,probl,C,CC,CCL,CCLC,CCLCC,ø,11,11,13,9,9,13,3,3,6,4,4,4,0,light,light,light,light,light,schwa,o,o,o,o,o,c,CCL,CCL,CL,CL,CL,CKC,CC,CC,C,C,C,C,,,,,,C,L,L,L,L,L,K,3,3,2,2,3,3,0,0,0,0,0,1,2,2,1,1,1,1,2,2,2,2,2,1,CCVV,CCVV,CVV,CVV,CVV,CVC,1,1,0,0,0,2,V,R,F,1,problematisieren,paenultima
