syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority3,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_open0,syl_open1,syl_open2,syl_open3,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,syl_len0,syl_len1,syl_len2,syl_len3,koda_len0,koda_len1,koda_len2,koda_len3,onset_len0,onset_len1,onset_len2,onset_len3,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,syl_cv0,syl_cv1,syl_cv2,syl_cv3,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,pos,comp_struct,nomen,comp_len,Word,stress_class
ze,ø,e,ze,tze,itze,hitze,K,AK,KAK,CKAK,CCKAK,Mit,ø,M,Mi,Mit,Mitt,Mitta,C,CK,CKC,CKCL,CKCLC,11,13,9,7,5,3,4,3,-2,light,heavy,light,schwa,c,c,c,o,CK,CLCC,CK,AK,C,C,C,A,,CC,,,K,L,K,K,3,4,3,2,1,2,1,0,1,1,1,1,1,2,1,1,CVC,CVVCC,CVC,CV,2,1,2,1,N,NN,T,2,Mittagshitze,prima
se,ø,e,se,use,ause,pause,K,CK,DCK,CDCK,CCDCK,Mit,ø,M,Mi,Mit,Mitt,Mitta,C,CK,CKC,CKCL,CKCLC,11,13,11,7,5,3,5,3,-2,light,heavy,light,schwa,c,c,o,o,CK,CLCC,CD,CK,C,C,C,C,,CC,,,K,L,D,K,3,4,3,2,1,2,0,0,1,1,1,1,1,2,2,1,CVC,CVVCC,CVV,CV,2,1,0,1,N,NN,T,2,Mittagspause,prima
ne,ø,e,ne,nne,onne,sonne,K,CK,KCK,CKCK,CCKCK,Mit,ø,M,Mi,Mit,Mitt,Mitta,C,CK,CKC,CKCL,CKCLC,11,13,7,9,5,3,3,4,-2,light,heavy,light,schwa,c,c,c,o,CK,CLCC,CK,CK,C,C,C,C,,CC,,,K,L,K,K,3,4,3,2,1,2,1,0,1,1,1,1,1,2,1,1,CVC,CVVCC,CVC,CV,2,1,2,1,N,NN,T,2,Mittagssonne,prima
de,ø,e,de,nde,unde,tunde,K,CK,CCK,KCCK,CKCCK,Mit,ø,M,Mi,Mit,Mitt,Mitta,C,CK,CKC,CKCL,CKCLC,11,13,13,7,5,3,3,3,-2,light,heavy,light,schwa,c,c,c,o,CK,CLCC,CCKC,CK,C,C,CC,C,,CC,C,,K,L,K,K,3,4,4,2,1,2,1,0,1,1,2,1,1,2,1,1,CVC,CVVCC,CCVC,CV,2,1,3,1,N,NN,T,2,Mittagsstunde,prima
ger,ø,r,er,ger,nger,inger,C,KC,CKC,KCKC,CKCKC,Mit,ø,M,Mi,Mit,Mitt,Mitte,C,CK,CKC,CKCK,CKCKC,11,11,9,13,5,3,4,4,0,light,schwa,light,schwa,c,c,c,c,CK,CKC,CK,CKC,C,C,C,C,,C,,C,K,K,K,K,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,CVC,2,2,2,2,N,NN,T,2,Mittelfinger,prima
wicht,ø,t,ht,cht,icht,wicht,C,CC,KCC,CKCC,KCKCC,Mit,ø,M,Mi,Mit,Mitt,Mitte,C,CK,CKC,CKCK,CKCKC,11,11,7,11,5,3,3,2,-1,light,schwa,schwa,heavy,c,c,o,c,CK,CKC,CK,CKCC,C,C,C,C,,C,,CC,K,K,K,K,3,3,2,5,1,1,0,2,1,1,1,1,1,1,1,1,CVC,CVC,CV,CVCC,2,2,1,3,N,NN,T,2,Mittelgewicht,prima
deutsch,ø,h,ch,sch,tsch,utsch,A,DA,CDA,CCDA,LCCDA,mit,mit,m,mi,mit,mitt,mitte,C,CK,CKC,CKCK,CKCKC,11,11,8,12,5,3,2,4,0,light,schwa,light,light,c,c,c,c,CK,CKC,CLC,CDA,C,C,C,C,,C,C,A,K,K,L,D,3,3,4,7,1,1,1,1,1,1,1,1,1,1,2,2,CVC,CVC,CVVC,CVVC,2,2,1,1,A,AA,F,2,mittelhochdeutsch,prima
se,ø,e,se,sse,asse,lasse,K,CK,KCK,CKCK,CCKCK,Mit,ø,M,Mi,Mit,Mitt,Mitte,C,CK,CKC,CKCK,CKCKC,11,11,11,7,5,3,3,3,-2,light,schwa,light,schwa,c,c,c,o,CK,CKC,CCK,CK,C,C,CC,C,,C,,,K,K,K,K,3,3,4,2,1,1,1,0,1,1,2,1,1,1,1,1,CVC,CVC,CCVC,CV,2,2,3,1,N,NN,T,2,Mittelklasse,prima
raum,ø,m,um,aum,raum,rraum,C,DC,CDC,CCDC,LCCDC,Mit,ø,M,Mi,Mit,Mitt,Mitte,C,CK,CKC,CKCK,CKCKC,11,11,13,17,5,3,4,5,2,light,schwa,light,light,c,c,c,c,CK,CKC,CLC,CDC,C,C,C,C,,C,C,C,K,K,L,D,3,3,4,4,1,1,1,1,1,1,1,1,1,1,2,2,CVC,CVC,CVVC,CVVC,2,2,1,1,N,NN,T,2,Mittelmeerraum,prima
tig,ø,g,ig,tig,htig,chtig,C,KC,CKC,CCKC,KCCKC,mit,mit,m,mi,mit,mitt,mitte,C,CK,CKC,CKCK,CKCKC,11,11,12,10,5,3,3,3,-1,light,schwa,light,light,c,c,c,c,CK,CKC,CCKC,CKC,C,C,CC,C,,C,C,C,K,K,K,K,3,3,5,3,1,1,1,1,1,1,2,1,1,1,1,1,CVC,CVC,CCVC,CVC,2,2,3,2,A,AA,F,2,mittelpraechtig,prima
le,ø,e,le,ule,hule,chule,K,CK,LCK,CLCK,CCLCK,Mit,ø,M,Mi,Mit,Mitt,Mitte,C,CK,CKC,CKCK,CKCKC,11,11,9,10,5,3,4,5,-1,light,schwa,light,schwa,c,c,o,o,CK,CKC,CL,CK,C,C,C,C,,C,,,K,K,L,K,3,3,4,2,1,1,0,0,1,1,1,1,1,1,2,1,CVC,CVC,CVV,CV,2,2,0,1,N,NN,T,2,Mittelschule,prima
dig,ø,g,ig,dig,ndig,endig,C,KC,CKC,CCKC,KCCKC,mit,mit,m,mi,mit,mitt,mitte,C,CK,CKC,CKCK,CKCKC,11,11,11,10,5,3,2,3,-1,light,schwa,light,light,c,c,c,c,CK,CKC,CCKC,CKC,C,C,CC,C,,C,C,C,K,K,K,K,3,3,4,3,1,1,1,1,1,1,2,1,1,1,1,1,CVC,CVC,CCVC,CVC,2,2,3,2,A,AN,F,2,mittelstaendig,prima
lung,ø,g,ng,ung,lung,llung,C,KC,CKC,KCKC,CKCKC,Mit,ø,M,Mi,Mit,Mitt,Mitte,C,CK,CKC,CKCK,CKCKC,11,11,8,15,5,3,2,5,1,light,schwa,light,light,c,c,c,c,CK,CKC,CCK,CKC,C,C,CC,C,,C,,C,K,K,K,K,3,3,4,4,1,1,1,1,1,1,2,1,1,1,1,1,CVC,CVC,CCVC,CVC,2,2,3,2,N,NN,T,2,Mittelstellung,prima
cke,ø,e,ke,cke,ecke,recke,K,CK,KCK,CKCK,CCKCK,Mit,ø,M,Mi,Mit,Mitt,Mitte,C,CK,CKC,CKCK,CKCKC,11,11,12,7,5,3,3,3,-1,light,schwa,light,schwa,c,c,c,o,CK,CKC,CCCK,CK,C,C,CCC,C,,C,,,K,K,K,K,3,3,4,3,1,1,1,0,1,1,3,1,1,1,1,1,CVC,CVC,CCCVC,CV,2,2,4,1,N,AN,T,2,Mittelstrecke,paenultima
fe,ø,e,fe,ufe,tufe,stufe,K,CK,LCK,CLCK,CCLCK,Mit,ø,M,Mi,Mit,Mitt,Mitte,C,CK,CKC,CKCK,CKCKC,11,11,10,7,5,3,3,3,-2,light,schwa,light,schwa,c,c,o,o,CK,CKC,CCL,CK,C,C,CC,C,,C,,,K,K,L,K,3,3,3,2,1,1,0,0,1,1,2,1,1,1,2,1,CVC,CVC,CCVV,CV,2,2,1,1,N,NN,T,2,Mittelstufe,prima
le,ø,e,le,lle,elle,welle,K,CK,KCK,CKCK,CCKCK,Mit,ø,M,Mi,Mit,Mitt,Mitte,C,CK,CKC,CKCK,CKCKC,11,11,7,10,5,3,3,5,-1,light,schwa,light,schwa,c,c,c,o,CK,CKC,CK,CK,C,C,C,C,,C,,,K,K,K,K,3,3,3,2,1,1,1,0,1,1,1,1,1,1,1,1,CVC,CVC,CVC,CV,2,2,2,1,N,NN,T,2,Mittelwelle,prima
ter,ø,r,er,ter,nter,unter,C,KC,CKC,CCKC,KCCKC,mit,mit,m,mi,mit,mitt,mitte,C,CK,CKC,CKCK,CKCKC,11,10,16,11,5,3,4,3,0,light,schwa,light,schwa,c,c,c,c,CK,CKC,CCKC,CKC,C,C,CC,C,,C,C,C,K,K,K,K,3,3,4,3,1,1,1,1,1,1,2,1,1,1,1,1,CVC,CVC,CCVC,CVC,2,2,3,2,ADV,ø,F,2,mittendrunter,paenultima
nacht,ø,t,ht,cht,acht,nacht,C,CC,KCC,CKCC,CCKCC,Mitt,ø,M,Mi,Mit,Mitt,Mitts,C,CK,CKC,CKCC,CKCCK,12,7,13,11,4,3,4,2,0,light,light,schwa,heavy,c,c,c,c,CKC,CK,CKC,CKCC,C,C,C,C,C,,C,CC,K,K,K,K,4,3,3,5,1,1,1,2,1,1,1,1,1,1,1,1,CVC,CVC,CVC,CVCC,2,2,2,3,N,NN,T,2,Mittsommernacht,prima
ma,ø,a,ma,rma,irma,firma,L,CL,CCL,KCCL,CKCCL,M3,ø,M,Mo,Moe,Moeb,Moebe,C,CL,CLC,CLCK,CLCKC,9,11,13,13,4,3,4,6,1,light,schwa,light,light,o,c,c,o,CL,CKC,CKC,CL,C,C,C,C,,C,C,,L,K,K,L,2,3,3,2,0,1,1,0,1,1,1,1,2,1,1,2,CVV,CVC,CVC,CVV,0,2,2,0,N,NN,T,2,Moebelfirma,prima
chung,ø,g,ng,ung,hung,chung,C,KC,CKC,KCKC,CKCKC,Mo,ø,M,Mo,Mob,Mobi,Mobil,C,CL,CLC,CLCL,CLCLC,9,13,9,12,4,4,4,4,0,light,light,light,light,o,c,c,c,CL,CLC,CK,CKC,C,C,C,C,,C,,C,L,L,K,K,2,3,2,5,0,1,1,1,1,1,1,1,2,2,1,1,CVV,CVVC,CVC,CVC,0,1,2,2,N,AV,T,2,Mobilmachung,antepaenultima
be,ø,e,be,rbe,arbe,farbe,K,CK,CCK,KCCK,CKCCK,Mo,ø,M,Mo,Mod,Mode,Modef,C,CL,CLC,CLCK,CLCKC,9,7,11,7,4,3,3,3,-1,light,schwa,light,schwa,o,o,c,o,CL,CK,CKC,CK,C,C,C,C,,,C,,L,K,K,K,2,2,3,2,0,0,1,0,1,1,1,1,2,1,1,1,CVV,CV,CVC,CV,0,1,2,1,N,NN,T,2,Modefarbe,prima
holz,ø,z,lz,olz,holz,rholz,A,CA,KCA,CKCA,CCKCA,Mo,ø,M,Mo,Mod,Mode,Model,C,CL,CLC,CLCK,CLCKC,9,7,16,12,4,3,5,3,1,light,light,light,heavy,o,c,c,c,CL,CK,CLC,CKCA,C,C,C,C,,,C,CA,L,K,L,K,2,3,4,4,0,1,1,2,1,1,1,1,2,1,2,1,CVV,CVC,CVVC,CVCC,0,2,1,3,N,VN,T,2,Modellierholz,antepaenultima
pe,ø,e,pe,ppe,uppe,puppe,K,CK,KCK,CKCK,KCKCK,Mo,ø,M,Mo,Mod,Mode,Modep,C,CL,CLC,CLCK,CLCKC,9,7,9,7,4,3,4,3,-1,light,schwa,light,schwa,o,o,c,o,CL,CK,CK,CK,C,C,C,C,,,,,L,K,K,K,2,2,3,2,0,0,1,0,1,1,1,1,2,1,1,1,CVV,CV,CVC,CV,0,1,2,1,N,NN,T,2,Modepuppe,prima
ruch,ø,h,ch,uch,ruch,eruch,C,LC,CLC,KCLC,CKCLC,Mo,ø,M,Mo,Mod,Mode,Moder,C,CL,CLC,CLCK,CLCKC,9,11,7,13,4,3,3,4,0,light,schwa,schwa,light,o,c,o,c,CL,CKC,CK,CLC,C,C,C,C,,C,,C,L,K,K,L,2,3,2,4,0,1,0,1,1,1,1,1,2,1,1,2,CVV,CVC,CV,CVVC,0,2,1,1,N,NN,T,2,Modergeruch,prima
lon,ø,n,on,lon,alon,salon,N,CN,KCN,CKCN,KCKCN,Mo,ø,M,Mo,Mod,Mode,Modes,C,CL,CLC,CLCK,CLCKC,9,7,7,12,4,3,3,6,1,light,schwa,light,light,o,o,c,o,CL,CK,CK,CN,C,C,C,C,,,,,L,K,K,N,2,2,2,3,0,0,1,0,1,1,1,1,2,1,1,2,CVV,CV,CVC,CVV,0,1,2,0,N,NN,T,2,Modesalon,prima
falls,ø,s,ls,lls,alls,falls,C,CC,KCC,CKCC,CCKCC,m3g,ø,m,mo,moe,moeg,moegl,C,CL,CLC,CLCC,CLCCK,10,12,10,12,3,6,3,3,0,light,light,schwa,heavy,c,c,c,c,CLC,CK,CKC,CKCC,C,C,C,C,C,,C,CC,L,K,K,K,3,2,4,5,1,1,1,2,1,1,1,1,2,1,1,1,CVVC,CVC,CVC,CVCC,1,2,2,3,ADV,AN,F,2,moeglichenfalls,prima
form,ø,m,rm,orm,form,sform,C,CC,KCC,CKCC,ACKCC,M3g,ø,M,Mo,Moe,Moeg,Moegl,C,CL,CLC,CLCC,CLCCK,10,13,12,14,3,4,4,3,1,light,light,light,heavy,c,c,c,c,CLC,CKC,CDA,CKCC,C,C,C,C,C,C,A,CC,L,K,D,K,3,4,5,4,1,1,1,2,1,1,1,1,2,1,2,1,CVVC,CVC,CVVC,CVCC,1,2,1,3,N,NN,T,2,Moeglichkeitsform,prima
se,ø,e,se,sse,asse,tasse,K,CK,KCK,CKCK,LCKCK,Mok,ø,M,Mo,Mok,Mokk,Mokka,C,CK,CKC,CKCL,CKCLC,9,11,7,7,4,5,3,3,-1,light,light,light,schwa,c,o,c,o,CK,CL,CK,CK,C,C,C,C,,,,,K,L,K,K,3,2,3,2,1,0,1,0,1,1,1,1,1,2,1,1,CVC,CVV,CVC,CV,2,0,2,1,N,NN,T,2,Mokkatasse,prima
lang,ø,g,ng,ang,lang,elang,C,KC,CKC,KCKC,CKCKC,mo,ø,m,mo,mon,mona,monat,C,CL,CLC,CLCK,CLCKC,9,9,7,13,4,4,3,4,1,light,light,schwa,light,o,c,o,c,CL,CK,CK,CKC,C,C,C,C,,,,C,L,K,K,K,2,2,2,4,0,1,0,1,1,1,1,1,2,1,1,1,CVV,CVC,CV,CVC,0,2,1,2,A,NA,F,2,monatelang,prima
fang,ø,g,ng,ang,fang,nfang,C,KC,CKC,CCKC,KCCKC,Mo,ø,M,Mo,Mon,Mona,Monat,C,CL,CLC,CLCL,CLCLA,9,14,9,10,4,4,4,3,-1,light,light,light,light,o,c,c,c,CL,CLA,KC,CKC,C,C,,C,,A,C,C,L,L,K,K,2,4,2,4,0,1,1,1,1,1,0,1,2,2,1,1,CVV,CVVC,VC,CVC,0,1,1,2,N,NN,T,2,Monatsanfang,prima
halt,ø,t,lt,alt,halt,ehalt,L,CL,KCL,CKCL,ACKCL,Mo,ø,M,Mo,Mon,Mona,Monat,C,CL,CLC,CLCL,CLCLA,9,14,7,7,4,4,3,3,-2,light,light,schwa,heavy,o,c,o,c,CL,CLA,CK,CL,C,C,C,C,,A,,,L,L,K,L,2,4,2,4,0,1,0,2,1,1,1,1,2,2,1,1,CVV,CVVC,CV,CVCC,0,1,1,3,N,NN,T,2,Monatsgehalt,prima
te,ø,e,te,ate,rate,srate,K,CK,LCK,CLCK,ACLCK,Mo,ø,M,Mo,Mon,Mona,Monat,C,CL,CLC,CLCL,CLCLA,9,14,14,7,4,4,7,3,-1,light,light,light,schwa,o,c,o,o,CL,CLA,CL,CK,C,C,C,C,,A,,,L,L,L,K,2,4,2,2,0,1,0,0,1,1,1,1,2,2,2,1,CVV,CVVC,CVV,CV,0,1,0,1,N,NN,T,2,Monatsrate,prima
nis,nis,s,is,nis,rnis,ernis,C,KC,CKC,CCKC,KCCKC,Mond,ø,M,Mo,Mon,Mond,Mondf,C,CL,CLC,CLCC,CLCCC,13,12,12,12,3,4,3,4,-1,heavy,light,schwa,light,c,c,c,c,CLCC,CKC,CCKC,CKC,C,C,CC,C,CC,C,C,C,L,K,K,K,4,3,4,3,2,1,1,1,1,1,2,1,2,1,1,1,CVVCC,CVC,CCVC,CVC,1,2,3,2,N,NN,T,2,Mondfinsternis,prima
te,ø,e,te,ete,kete,akete,K,CK,LCK,CLCK,KCLCK,Mond,ø,M,Mo,Mon,Mond,Mondr,C,CL,CLC,CLCC,CLCCC,13,10,7,7,3,5,3,3,-2,heavy,light,light,schwa,c,c,o,o,CLCC,CK,CL,CK,C,C,C,C,CC,,,,L,K,L,K,4,2,2,2,2,1,0,0,1,1,1,1,2,1,2,1,CVVCC,CVC,CVV,CV,1,2,0,1,N,NN,T,2,Mondrakete,prima
gang,ø,g,ng,ang,gang,rgang,C,KC,CKC,CCKC,KCCKC,Mond,ø,M,Mo,Mon,Mond,Mondu,C,CL,CLC,CLCC,CLCCK,13,11,11,10,3,5,3,3,-1,heavy,light,schwa,light,c,c,c,c,CLCC,KC,CKC,CKC,C,,C,C,CC,C,C,C,L,K,K,K,4,2,3,4,2,1,1,1,1,0,1,1,2,1,1,1,CVVCC,VC,CVC,CVC,1,1,2,2,N,NN,T,2,Monduntergang,prima
gen,ø,n,en,gen,egen,regen,C,KC,CKC,LCKC,CLCKC,Mon,ø,M,Mo,Mon,Mons,Monsu,C,CK,CKC,CKCC,CKCCL,12,12,10,10,4,4,5,3,-1,light,light,light,schwa,c,c,o,c,CKC,CLC,CL,CKC,C,C,C,C,C,C,,C,K,L,L,K,3,3,2,3,1,1,0,1,1,1,1,1,1,2,2,1,CVC,CVVC,CVV,CVC,2,1,0,2,N,NN,T,2,Monsunregen,antepaenultima
dex,ø,x,ex,dex,odex,kodex,C,CC,KCC,CKCC,LCKCC,Mo,ø,M,Mo,Mor,Mora,Moral,C,CL,CLC,CLCL,CLCLC,9,18,7,9,4,6,3,2,-1,light,light,light,heavy,o,c,o,c,CL,CLC,CL,CKCC,C,C,C,C,,C,,CC,L,L,L,K,2,3,2,3,0,1,0,2,1,1,1,1,2,2,2,1,CVV,CVVC,CVV,CVCC,0,1,0,3,N,NN,T,2,Moralkodex,antepaenultima
be,ø,e,be,ube,rube,grube,K,CK,LCK,CLCK,CCLCK,M3r,ø,M,Mo,Moe,Moer,Moerd,C,CK,CKC,CKCC,CKCCK,13,11,13,7,4,3,4,3,-2,light,schwa,light,schwa,c,c,o,o,CKC,CKC,CCL,CK,C,C,CC,C,C,C,,,K,K,L,K,3,3,3,2,1,1,0,0,1,1,2,1,1,1,2,1,CVC,CVC,CCVV,CV,2,2,1,1,N,NN,T,2,Moerdergrube,prima
kel,ø,l,el,kel,akel,takel,C,KC,CKC,LCKC,CLCKC,Mords,ø,M,Mo,Mor,Mord,Mords,C,CK,CKC,CKCA,CKCAC,14,9,11,11,3,2,5,3,-1,heavy,light,light,schwa,c,c,o,c,CKCA,CCKC,CL,CKC,C,CC,C,C,CA,C,,C,K,K,L,K,5,4,2,3,2,1,0,1,1,2,1,1,1,1,2,1,CVCC,CCVC,CVV,CVC,3,3,0,2,N,NN,T,2,Mordsspektakel,prima
dacht,ø,t,ht,cht,acht,dacht,C,CC,KCC,CKCC,CCKCC,Mor,ø,M,Mo,Mor,Morg,Morge,C,CK,CKC,CKCC,CKCCK,13,10,9,9,4,3,4,2,-2,light,schwa,light,heavy,c,c,c,c,CKC,CKC,KC,CKCC,C,C,,C,C,C,C,CC,K,K,K,K,3,3,2,5,1,1,1,2,1,1,0,1,1,1,1,1,CVC,CVC,VC,CVCC,2,2,1,3,N,NN,T,2,Morgenandacht,prima
he,ø,e,he,ehe,uehe,ruehe,K,LK,CLK,CCLK,CCCLK,Mor,ø,M,Mo,Mor,Morg,Morge,C,CK,CKC,CKCC,CKCCK,13,10,13,6,4,3,4,6,-2,light,schwa,light,schwa,c,c,o,o,CKC,CKC,CCL,K,C,C,CC,,C,C,,,K,K,L,K,3,3,3,2,1,1,0,0,1,1,2,0,1,1,2,1,CVC,CVC,CCVV,V,2,2,1,0,N,NN,T,2,Morgenfruehe,prima
be,ø,e,be,abe,gabe,ngabe,K,CK,LCK,CLCK,CCLCK,Mor,ø,M,Mo,Mor,Morg,Morge,C,CK,CKC,CKCC,CKCCK,13,10,11,7,4,3,5,3,-2,light,schwa,light,schwa,c,c,o,o,CKC,CKC,CL,CK,C,C,C,C,C,C,,,K,K,L,K,3,3,2,2,1,1,0,0,1,1,1,1,1,1,2,1,CVC,CVC,CVV,CV,2,2,0,1,N,NN,T,2,Morgengabe,prima
en,ø,n,en,uen,auen,rauen,C,KC,DKC,CDKC,CCDKC,Mor,ø,M,Mo,Mor,Morg,Morge,C,CK,CKC,CKCC,CKCCK,13,10,15,9,4,3,5,4,-1,light,schwa,light,schwa,c,c,o,c,CKC,CKC,CCD,KC,C,C,CC,,C,C,,C,K,K,D,K,3,3,4,2,1,1,0,1,1,1,2,0,1,1,2,1,CVC,CVC,CCVV,VC,2,2,1,1,N,NN,T,2,Morgengrauen,prima
tel,ø,l,el,tel,ntel,antel,C,KC,CKC,CCKC,KCCKC,Mor,ø,M,Mo,Mor,Morg,Morge,C,CK,CKC,CKCC,CKCCK,13,10,12,11,4,3,4,3,-1,light,schwa,light,schwa,c,c,c,c,CKC,CKC,CKC,CKC,C,C,C,C,C,C,C,C,K,K,K,K,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,CVC,2,2,2,2,N,NN,T,2,Morgenmantel,prima
bel,ø,l,el,bel,ebel,nebel,C,KC,CKC,LCKC,CLCKC,Mor,ø,M,Mo,Mor,Morg,Morge,C,CK,CKC,CKCC,CKCCK,13,10,9,11,4,3,4,3,-1,light,schwa,light,schwa,c,c,o,c,CKC,CKC,CL,CKC,C,C,C,C,C,C,,C,K,K,L,K,3,3,2,3,1,1,0,1,1,1,1,1,1,1,2,1,CVC,CVC,CVV,CVC,2,2,0,2,N,NN,T,2,Morgennebel,prima
te,ø,e,te,ete,oete,roete,K,CK,LCK,CLCK,CCLCK,Mor,ø,M,Mo,Mor,Morg,Morge,C,CK,CKC,CKCC,CKCCK,13,10,10,7,4,3,5,3,-2,light,schwa,light,schwa,c,c,o,o,CKC,CKC,CL,CK,C,C,C,C,C,C,,,K,K,L,K,3,3,2,2,1,1,0,0,1,1,1,1,1,1,2,1,CVC,CVC,CVV,CV,2,2,0,1,N,NN,T,2,Morgenroete,prima
ne,ø,e,ne,nne,onne,sonne,K,CK,KCK,CKCK,CCKCK,Mor,ø,M,Mo,Mor,Morg,Morge,C,CK,CKC,CKCC,CKCCK,13,10,7,9,4,3,3,4,-2,light,schwa,light,schwa,c,c,c,o,CKC,CKC,CK,CK,C,C,C,C,C,C,,,K,K,K,K,3,3,3,2,1,1,1,0,1,1,1,1,1,1,1,1,CVC,CVC,CVC,CV,2,2,2,1,N,NN,T,2,Morgensonne,prima
de,ø,e,de,nde,unde,tunde,K,CK,CCK,KCCK,CKCCK,Mor,ø,M,Mo,Mor,Morg,Morge,C,CK,CKC,CKCC,CKCCK,13,10,13,7,4,3,3,3,-2,light,schwa,light,schwa,c,c,c,o,CKC,CKC,CCKC,CK,C,C,CC,C,C,C,C,,K,K,K,K,3,3,4,2,1,1,1,0,1,1,2,1,1,1,1,1,CVC,CVC,CCVC,CV,2,2,3,1,N,NN,T,2,Morgenstunde,prima
tung,ø,g,ng,ung,tung,itung,C,KC,CKC,DCKC,ADCKC,Mor,ø,M,Mo,Mor,Morg,Morge,C,CK,CKC,CKCC,CKCCK,13,10,11,12,4,3,5,4,-1,light,schwa,light,light,c,c,o,c,CKC,CKC,AD,CKC,C,C,A,C,C,C,,C,K,K,D,K,3,3,3,4,1,1,0,1,1,1,1,1,1,1,2,1,CVC,CVC,CVV,CVC,2,2,0,2,N,NN,T,2,Morgenzeitung,prima
sucht,ø,t,ht,cht,ucht,sucht,C,CC,KCC,CKCC,CCKCC,Mor,ø,M,Mo,Mor,Morp,Morph,C,CK,CKC,CKCC,CKCCL,13,9,11,11,4,4,5,2,-1,light,light,light,heavy,c,o,c,c,CKC,CL,KC,CKCC,C,C,,C,C,,C,CC,K,L,K,K,3,3,2,5,1,0,1,2,1,1,0,1,1,2,1,1,CVC,CVV,VC,CVCC,2,0,1,3,N,NN,T,2,Morphiumsucht,prima
ne,ø,e,ne,nne,anne,fanne,K,CK,KCK,AKCK,CAKCK,M3r,ø,M,Mo,Moe,Moer,Moert,C,CK,CKC,CKCC,CKCCK,13,11,7,9,4,3,3,4,-2,light,schwa,light,schwa,c,c,c,o,CKC,CKC,AK,CK,C,C,A,C,C,C,,,K,K,K,K,3,3,4,2,1,1,1,0,1,1,1,1,1,1,1,1,CVC,CVC,CVC,CV,2,2,2,1,N,VN,T,2,Moertelpfanne,prima
bild,ø,d,ld,ild,bild,kbild,C,CC,KCC,CKCC,CCKCC,Mo,ø,M,Mo,Mos,Mosa,Mosai,C,CL,CLC,CLCK,CLCKL,9,7,9,14,4,3,4,3,1,light,heavy,light,heavy,o,o,c,c,CL,CK,LC,CKCC,C,C,,C,,,C,CC,L,K,L,K,2,2,2,4,0,0,1,2,1,1,0,1,2,1,2,1,CVV,CV,VVC,CVCC,0,1,0,3,N,NN,T,2,Mosaikbild,paenultima
netz,ø,z,tz,etz,netz,onetz,A,KA,CKA,LCKA,CLCKA,Mo,ø,M,Mo,Mos,Mosk,Moski,C,CK,CKC,CKCC,CKCCL,10,9,7,10,3,4,3,3,-1,light,light,light,light,c,o,o,c,CKC,CL,CL,CKA,C,C,C,C,C,,,A,K,L,L,K,2,3,2,4,1,0,0,1,1,1,1,1,1,2,2,1,CVC,CVV,CVV,CVC,2,0,0,2,N,NN,T,2,Moskitonetz,antepaenultima
l1rm,ø,m,rm,erm,aerm,laerm,C,CC,KCC,CKCC,CCKCC,Mo,ø,M,Mo,Mot,Moto,Motor,C,CL,CLC,CLCK,CLCKC,9,7,13,17,4,3,4,4,3,light,light,schwa,heavy,o,c,c,c,CL,CK,CKC,CKCC,C,C,C,C,,,C,CC,L,K,K,K,2,2,3,4,0,1,1,2,1,1,1,1,2,1,1,1,CVV,CVC,CVC,CVCC,0,2,2,3,N,NN,T,2,Motorenlaerm,antepaenultima
3l,ø,l,el,oel,noel,enoel,C,LC,CLC,KCLC,CKCLC,Mo,ø,M,Mo,Mot,Moto,Motor,C,CL,CLC,CLCL,CLCLC,9,7,13,10,4,3,4,5,1,light,light,schwa,light,o,o,c,c,CL,CL,CKC,LC,C,C,C,,,,C,C,L,L,K,L,2,2,3,2,0,0,1,1,1,1,1,0,2,2,1,2,CVV,CVV,CVC,VVC,0,0,2,0,N,NN,T,2,Motorenoel,antepaenultima
zeug,ø,g,ug,eug,zeug,rzeug,C,DC,ADC,CADC,LCADC,Mo,ø,M,Mo,Mot,Moto,Motor,C,CL,CLC,CLCK,CLCKC,9,11,15,12,4,3,5,4,1,light,light,light,light,o,c,c,c,CL,CKC,CLC,ADC,C,C,C,A,,C,C,C,L,K,L,D,2,3,4,4,0,1,1,1,1,1,1,1,2,1,2,2,CVV,CVC,CVVC,CVVC,0,2,1,1,N,NN,T,2,Motorfahrzeug,prima
