syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority6,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_ratio6,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_weight6,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_open6,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,syl_phoncat6,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,onset_phoncat6,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,koda_phoncat6,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,nucleus_phoncat6,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl_len6,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,koda_len6,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,onset_len6,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,nucleus_len6,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,syl_cv6,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,cv_ratio6,pos,comp_struct,nomen,comp_len,Word,stress_class
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,Ra,ø,R,Ra,Rat,Rati,Ratio,C,CK,CKA,CKAL,CKALL,ø,10,9,6,13,12,9,15,5,4,6,6,6,4,5,0,light,light,light,light,light,light,light,c,o,o,o,o,o,c,CK,AL,L,CL,CL,CL,CKC,C,A,,C,C,C,C,,,,,,,C,K,L,L,L,L,L,K,2,2,1,2,2,3,4,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,CVC,CVV,VV,CVV,CVV,CVV,CVC,2,0,0,0,0,0,2,N,V,T,1,Rationalisierung,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Re,ø,R,Re,Reh,Reha,Rehab,C,CL,CLC,CLCK,CLCKC,ø,10,7,9,12,7,9,9,5,3,4,6,3,4,4,-1,light,light,light,light,light,light,light,o,c,o,o,c,o,c,CL,CK,CL,CL,CK,AL,LC,C,C,C,C,C,A,,,,,,,,C,L,K,L,L,K,L,L,2,2,2,2,2,2,2,0,1,0,0,1,0,1,1,1,1,1,1,1,0,2,1,2,2,1,2,2,CVV,CVC,CVV,CVV,CVC,CVV,VVC,0,2,0,0,2,0,0,N,R,T,1,Rehabilitation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Re,ø,R,Re,Rek,Reka,Rekap,C,CL,CLC,CLCK,CLCKC,ø,10,7,9,9,10,9,9,5,3,4,4,5,4,4,0,light,light,light,light,light,light,light,o,c,o,o,c,o,c,CL,CK,CL,CL,CK,AL,LC,C,C,C,C,C,A,,,,,,,,C,L,K,L,L,K,L,L,2,2,2,2,2,2,2,0,1,0,0,1,0,1,1,1,1,1,1,1,0,2,1,2,2,1,2,2,CVV,CVC,CVV,CVV,CVC,CVV,VVC,0,2,0,0,2,0,0,N,R,T,1,Rekapitulation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,re,ø,r,re,rem,remi,remil,C,CL,CLC,CLCL,CLCLC,ø,10,11,12,11,12,9,13,5,5,6,5,6,4,4,0,light,light,light,light,light,light,schwa,o,o,o,o,o,o,c,CL,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,,,,,,,C,L,L,L,L,L,L,K,2,2,2,2,2,3,3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,CVV,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,0,2,V,V,F,1,remilitarisieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,Re,ø,R,Re,Rem,Remi,Remil,C,CL,CLC,CLCL,CLCLC,ø,10,11,12,11,12,9,15,5,5,6,5,6,4,5,0,light,light,light,light,light,light,light,o,o,o,o,o,o,c,CL,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,,,,,,,C,L,L,L,L,L,L,K,2,2,2,2,2,3,4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,CVV,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,0,2,N,V,T,1,Remilitarisierung,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Re,ø,R,Re,Reo,Reor,Reorg,C,CL,CLK,CLKC,CLKCC,ø,10,10,7,11,7,9,9,5,5,3,5,3,4,4,-1,light,light,light,light,light,light,light,o,c,c,o,c,o,c,CL,KC,CK,CL,CK,AL,LC,C,,C,C,C,A,,,C,,,,,C,L,K,K,L,K,L,L,2,2,2,2,2,2,2,0,1,1,0,1,0,1,1,0,1,1,1,1,0,2,1,1,2,1,2,2,CVV,VC,CVC,CVV,CVC,CVV,VVC,0,1,2,0,2,0,0,N,N,T,1,Reorganisation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,re,ø,r,re,res,reso,resoz,C,CL,CLC,CLCL,CLCLA,ø,10,7,9,10,12,9,13,5,3,4,10,6,4,4,0,light,light,light,light,light,light,schwa,o,o,o,o,o,o,c,CL,CL,AL,L,CL,CL,CKC,C,C,A,,C,C,C,,,,,,,C,L,L,L,L,L,L,K,2,2,2,1,2,3,3,0,0,0,0,0,0,1,1,1,1,0,1,1,1,2,2,2,2,2,2,1,CVV,CVV,CVV,VV,CVV,CVV,CVC,0,0,0,0,0,0,2,V,V,F,1,resozialisieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,Re,ø,R,Re,Res,Reso,Resoz,C,CL,CLC,CLCL,CLCLA,ø,10,7,9,10,12,9,15,5,3,4,10,6,4,5,0,light,light,light,light,light,light,light,o,o,o,o,o,o,c,CL,CL,AL,L,CL,CL,CKC,C,C,A,,C,C,C,,,,,,,C,L,L,L,L,L,L,K,2,2,2,1,2,3,4,0,0,0,0,0,0,1,1,1,1,0,1,1,1,2,2,2,2,2,2,1,CVV,CVV,CVV,VV,CVV,CVV,CVC,0,0,0,0,0,0,2,N,V,T,1,Resozialisierung,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,re,ø,r,re,rev,revo,revol,C,CL,CLC,CLCL,CLCLC,ø,10,7,12,9,6,11,13,5,3,6,4,6,5,4,0,light,light,light,light,light,light,schwa,o,o,o,o,o,o,c,CL,CL,CL,AL,L,CL,CKC,C,C,C,A,,C,C,,,,,,,C,L,L,L,L,L,L,K,2,2,2,2,1,3,3,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,2,2,2,2,2,1,CVV,CVV,CVV,CVV,VV,CVV,CVC,0,0,0,0,0,0,2,V,N,F,1,revolutionieren,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,S1,ø,S,Sa,Sae,Saek,Saeku,C,CK,CKC,CKCL,CKCLC,ø,7,9,10,12,7,9,9,3,4,5,6,3,4,4,0,light,light,light,light,light,light,light,c,o,c,o,c,o,c,CK,CL,CK,CL,CK,AL,LC,C,C,C,C,C,A,,,,,,,,C,K,L,K,L,K,L,L,2,2,2,2,2,2,2,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,2,1,2,1,2,2,CVC,CVV,CVC,CVV,CVC,CVV,VVC,2,0,2,0,2,0,0,N,A,T,1,Saekularisation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,So,ø,S,So,Soz,Sozi,Sozia,C,CL,CLA,CLAL,CLALK,ø,7,9,6,12,7,9,9,3,4,6,6,3,4,4,0,light,light,light,light,light,light,light,o,o,c,o,c,o,c,CL,AL,K,CL,CK,AL,LC,C,A,,C,C,A,,,,,,,,C,L,L,K,L,K,L,L,2,2,1,2,2,2,2,0,0,1,0,1,0,1,1,1,0,1,1,1,0,2,2,1,2,1,2,2,CVV,CVV,VC,CVV,CVC,CVV,VVC,0,0,1,0,2,0,0,N,R,T,1,Sozialisation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Spe,ø,S,Sp,Spe,Spez,Spezi,C,CC,CCL,CCLA,CCLAL,ø,8,9,6,12,7,9,9,2,4,6,6,3,4,4,0,light,light,light,light,light,light,light,o,o,c,o,c,o,c,CCL,AL,K,CL,CK,AL,LC,CC,A,,C,C,A,,,,,,,,C,L,L,K,L,K,L,L,3,2,1,2,2,2,2,0,0,1,0,1,0,1,2,1,0,1,1,1,0,2,2,1,2,1,2,2,CCVV,CVV,VC,CVV,CVC,CVV,VVC,1,0,1,0,2,0,0,N,R,T,1,Spezialisation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,spi,ø,s,sp,spi,spir,spiri,C,CC,CCL,CCLC,CCLCL,ø,10,12,9,6,12,9,13,3,6,4,6,6,4,4,0,light,light,light,light,light,light,schwa,o,o,o,c,o,o,c,CCL,CL,CL,K,CL,CL,CKC,CC,C,C,,C,C,C,,,,,,,C,L,L,L,K,L,L,K,3,2,2,1,2,3,3,0,0,0,1,0,0,1,2,1,1,0,1,1,1,2,2,2,1,2,2,1,CCVV,CVV,CVV,VC,CVV,CVV,CVC,1,0,0,1,0,0,2,V,A,F,1,spiritualisieren,paenultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Ter,ø,T,Te,Ter,Terr,Terri,C,CK,CKC,CKCL,CKCLC,ø,7,12,7,12,10,12,8,3,6,3,6,10,6,2,0,light,light,light,light,light,light,light,c,o,o,o,o,o,c,CK,CL,CL,CL,L,CL,CLC,C,C,C,C,,C,C,,,,,,,C,K,L,L,L,L,L,L,3,2,2,2,1,2,3,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,2,2,2,2,2,2,CVC,CVV,CVV,CVV,VV,CVV,CVVC,2,0,0,0,0,0,1,N,A,T,1,Territorialitaet,ultima
1at,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,ALCLC,ø,Ther,ø,T,Th,The,Ther,Therm,C,CK,CKC,CKCC,CKCCL,ø,11,9,6,11,13,9,8,3,4,6,3,4,4,2,-1,light,light,light,light,light,light,light,c,o,o,c,o,o,c,CKC,CL,L,CKC,CCL,AL,CLC,C,C,,C,CC,A,C,C,,,C,,,C,K,L,L,K,L,L,L,4,2,1,3,3,2,3,1,0,0,1,0,0,1,1,1,0,1,2,1,1,1,2,2,1,2,2,2,CVC,CVV,VV,CVC,CCVV,CVV,CVVC,2,0,0,2,1,0,1,N,N,T,1,Thermoelektrizitaet,ultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,ø,Tra,ø,T,Tr,Tra,Trad,Tradi,C,CC,CCK,CCKC,CCKCL,ø,11,9,9,6,9,13,12,3,4,4,6,4,4,4,0,light,light,light,light,light,light,light,c,o,o,o,c,c,c,CCK,CL,AL,L,CK,CKC,CKC,CC,C,A,,C,C,C,,,,,,C,C,K,L,L,L,K,K,K,3,2,2,1,2,3,3,1,0,0,0,1,1,1,2,1,1,0,1,1,1,1,2,2,2,1,1,1,CCVC,CVV,CVV,VV,CVC,CVC,CVC,3,0,0,0,2,2,2,N,N,T,1,Traditionalismus,paenultima
stisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,KCCKC,ø,tra,ø,t,tr,tra,trad,tradi,C,CC,CCK,CCKC,CCKCL,ø,11,9,9,6,9,13,10,3,4,4,6,4,4,3,0,light,light,light,light,light,light,light,c,o,o,o,c,c,c,CCK,CL,AL,L,CK,CKC,CKC,CC,C,A,,C,C,C,,,,,,C,C,K,L,L,L,K,K,K,3,2,2,1,2,2,6,1,0,0,0,1,1,1,2,1,1,0,1,1,1,1,2,2,2,1,1,1,CCVC,CVV,CVV,VV,CVC,CVC,CVC,3,0,0,0,2,2,2,A,N,F,1,traditionalistisch,paenultima
heit,heit,t,it,eit,heit,nheit,C,DC,CDC,CCDC,KCCDC,ø,Un,ø,U,Un,Unv,Unvo,Unvor,K,KC,KCC,KCCL,KCCLC,ø,11,11,13,7,9,12,12,5,3,6,3,4,4,4,0,light,light,light,schwa,light,schwa,light,c,c,c,o,c,c,c,KC,CLC,DC,CK,CK,CKC,CDC,,C,,C,C,C,C,C,C,C,,,C,C,K,L,D,K,K,K,D,2,3,3,2,3,3,4,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,2,2,1,1,1,2,VC,CVVC,VVC,CV,CVC,CVC,CVVC,1,1,0,1,2,2,1,N,A,T,1,Unvoreingenommenheit,prima
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Un,ø,U,Un,Unz,Unzu,Unzur,K,KC,KCA,KCAL,KCALC,ø,11,9,11,15,7,9,12,5,4,3,3,3,4,4,-1,light,light,light,heavy,light,light,light,c,o,c,c,o,c,c,KC,AL,CKC,CKCC,CL,KC,CDC,,A,C,C,C,,C,C,,C,CC,,C,C,K,L,K,K,L,K,D,2,2,4,5,2,3,4,1,0,1,2,0,1,1,0,1,1,1,1,0,1,1,2,1,1,2,1,2,VC,CVV,CVC,CVCC,CVV,VC,CVVC,1,0,2,3,0,1,1,N,A,T,1,Unzurechnungsfaehigkeit,prima
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Ver,ø,V,Ve,Ver,Vera,Veran,C,CK,CKC,CKCK,CKCKC,noacc,11,10,11,13,10,10,12,3,3,3,3,5,3,4,0,light,heavy,light,heavy,light,light,light,c,c,c,c,o,c,c,CKC,KCC,CKC,CKCC,CL,CKC,CDC,C,,C,C,C,C,C,C,CC,C,CC,,C,C,K,K,K,K,L,K,D,3,3,3,5,2,3,4,1,2,1,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,CVC,VCC,CVC,CVCC,CVV,CVC,CVVC,2,2,2,3,0,2,1,N,A,T,1,Verantwortungslosigkeit,sekunda
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ver,ver,v,ve,ver,verp,verpr,C,CK,CKC,CKCC,CKCCC,noacc,11,11,10,7,12,9,13,3,3,5,3,6,4,4,0,light,light,light,light,light,light,schwa,c,o,o,c,o,o,c,CKC,CCL,CL,CK,CL,CL,CKC,C,CC,C,C,C,C,C,C,,,,,,C,K,L,L,K,L,L,K,3,3,2,2,2,3,3,1,0,0,1,0,0,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,CVC,CCVV,CVV,CVC,CVV,CVV,CVC,2,1,0,2,0,0,2,V,V,F,1,verproletarisieren,paenultima
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Zu,ø,Z,Zu,Zus,Zusa,Zusam,A,AL,ALC,ALCK,ALCKC,ø,9,7,12,7,7,13,12,4,3,4,3,3,4,4,0,light,light,schwa,schwa,light,light,light,o,c,c,o,o,c,c,AL,CK,CKC,CK,CL,CKC,CDC,A,C,C,C,C,C,C,,,C,,,C,C,L,K,K,K,L,K,D,2,3,3,2,2,3,4,0,1,1,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,CVV,CVC,CVC,CV,CVV,CVC,CVVC,0,2,2,1,0,2,1,N,A,T,1,Zusammengehoerigkeit,sekunda
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Zu,ø,Z,Zu,Zus,Zusa,Zusam,A,AL,ALC,ALCK,ALCKC,ø,9,7,12,10,10,10,12,4,3,4,3,5,3,4,0,light,light,schwa,light,light,light,light,o,c,c,c,o,c,c,AL,CK,CKC,CKC,CL,CKC,CDC,A,C,C,C,C,C,C,,,C,C,,C,C,L,K,K,K,L,K,D,2,3,3,4,2,3,4,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,CVV,CVC,CVC,CVC,CVV,CVC,CVVC,0,2,2,2,0,2,1,N,A,T,1,Zusammenhanglosigkeit,sekunda
