syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl0,syl1,syl2,syl3,syl4,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,rhyme4,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,comp_len,sonority0,sonority1,sonority2,sonority3,sonority4,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,syl_class4,onset_class0,onset_class1,onset_class2,onset_class3,onset_class4,koda_class0,koda_class1,koda_class2,koda_class3,koda_class4,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,nucleus_class4,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,nomen,sylcnt,stress_class
2,2,2,1,2,Re,li,gi,o,se,e,ø,N,F,S,ø,C,CL,CLC,CLCL,CLCLC,K,CK,LCK,LLCK,CLLCK,ø,CVV,CVV,CVV,VV,CV,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,2,2,2,2,1,1,11,11,101,1,101,3,4,3,4,2,1,CL,CL,CL,L,CK,C,C,C,?,C,?,?,?,?,?,L,L,L,L,K,1,1,1,1,0,T,5,paenultima
2,3,3,2,2,Im,pr1,gna,ti,on,on,ø,N,R,SA,ø,K,KC,KCC,KCCC,KCCCK,C,LC,LLC,ALLC,KALLC,ø,VC,CCVC,CCVC,CVV,VVC,1,3,3,0,0,1,1,1,0,1,0,2,2,1,0,1,1,1,2,2,1,1001,111,1101,101,1001,3,2,2,3,3,-1,KC,CCK,CCK,AL,LC,?,CC,CC,A,?,C,?,?,?,C,K,K,K,L,L,1,1,1,1,1,T,5,ultima
2,4,3,3,5,zu,tref,fen,den,falls,alls,ø,ADV,AN,ø,ø,A,AL,ALC,ALCC,ALCCK,C,CC,KCC,CKCC,CCKCC,ø,CVV,CCVC,CVC,CVC,CVCC,0,3,2,2,3,0,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,101,111,1101,1101,211,3,2,2,2,2,1,AL,CCK,CKC,CKC,CKCC,A,CC,C,C,C,?,?,C,C,CC,L,K,K,K,K,1,1,0,0,2,F,5,multa
2,2,2,2,2,In,ku,ba,ti,on,on,ø,N,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,LC,LLC,ALLC,KALLC,ø,VC,CVV,CVC,CVV,VVC,1,0,2,0,0,1,0,1,0,1,0,1,1,1,0,1,2,1,2,2,1,1001,101,101,101,1001,3,3,2,3,3,0,KC,CL,CK,AL,LC,?,C,C,A,?,C,?,?,?,C,K,L,K,L,L,1,1,1,1,1,T,5,ultima
2,4,2,1,2,Au,stra,lo,i,de,e,ø,N,ø,ø,ø,D,DC,DCC,DCCC,DCCCK,K,CK,LCK,LLCK,CLLCK,ø,VVC,CCVC,CVV,VV,CV,0,3,0,0,1,1,1,0,0,0,0,2,1,0,1,2,1,2,2,1,0,101,111,11,1,101,3,2,3,5,2,-1,DC,CCK,CL,L,CK,?,CC,C,?,C,C,?,?,?,?,D,K,L,L,K,1,1,1,1,0,T,5,paenultima
2,4,2,4,4,Zu,r2ck,er,stat,tung,ung,ø,N,V,SA,ø,A,AL,ALC,ALCK,ALCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,VC,CCVC,CVC,0,2,1,3,2,0,1,1,1,1,1,1,0,2,1,2,1,1,1,1,1,101,111,11,201,1101,3,3,3,2,2,1,AL,CKC,KC,CCK,CKC,A,C,?,CC,C,?,C,C,?,C,L,K,K,K,K,1,1,1,1,1,T,5,sekunda
3,2,2,3,3,Mon,te,ne,gri,ner,er,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVV,CCVV,CVC,2,0,0,1,2,1,0,0,0,1,1,1,1,2,1,1,2,2,2,1,0,2001,101,1001,111,1011,2,2,3,3,3,-1,CKC,CL,CL,CCL,CKC,C,C,C,CC,C,C,?,?,?,C,K,L,L,L,K,1,1,1,1,0,T,5,paenultima
2,2,2,2,3,Im,mo,ra,li,t1t,1t,ø,N,N,AS,ø,K,KC,KCL,KCLC,KCLCK,C,LC,CLC,LCLC,CLCLC,ø,VC,CVV,CVC,CVV,CVVC,1,0,2,0,1,1,0,1,0,1,0,1,1,1,1,1,2,1,2,2,1,1,1001,11,11,201,5,3,3,4,2,-1,K,CL,CK,CL,CLC,?,C,C,C,C,?,?,?,?,C,K,L,K,L,L,1,1,1,1,1,T,5,ultima
1,2,3,3,4,O,ri,ent,tep,pich,ich,ø,N,NN,SS,ø,L,LC,LCL,LCLK,LCLKC,C,KC,CKC,KCKC,CKCKC,ø,VV,CVV,VCC,CVC,CVC,0,0,2,2,2,0,0,2,1,1,0,1,0,1,1,2,2,1,1,1,2,1,11,1101,101,201,4,4,2,2,2,1,L,CL,KCC,CK,CKC,?,C,?,C,C,?,?,CC,?,C,L,L,K,K,K,1,1,2,1,1,T,5,prima
2,3,3,5,3,zu,sam,men,schla,gen,en,ø,V,BV,SS,ø,A,AL,ALC,ALCK,ALCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CVC,CCVV,CVC,0,2,2,1,2,0,1,1,0,1,1,1,1,2,1,2,1,1,2,1,2,101,101,2001,111,1101,3,2,2,3,2,1,AL,CK,CKC,CCL,CKC,A,C,C,CC,C,?,?,C,?,C,L,K,K,L,K,1,1,0,1,0,F,5,sekunda
2,2,3,3,3,Mi,nu,ten,zei,ger,er,ø,N,NV,ø,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,DCKC,ADCKC,ø,CVV,CVV,CVC,CVV,CVC,0,0,2,0,2,0,0,1,0,1,1,1,1,1,1,2,2,1,2,1,2,1001,1001,1101,101,111,3,3,2,3,2,-1,CL,CL,CKC,AD,CKC,C,C,C,A,C,?,?,C,?,C,L,L,K,D,K,1,1,0,1,0,T,5,sekunda
3,3,2,4,3,vor,aus,be,rech,nen,en,vor,V,BV,SS,acc,C,CL,CLC,CLCD,CLCDC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVVC,CV,CVC,CVC,0,1,1,2,2,0,1,0,1,1,1,1,1,1,1,2,2,1,1,1,2,101,111,101,111,2001,2,3,2,2,2,1,CL,CDC,CK,CKC,CKC,C,C,C,C,C,?,C,?,C,C,L,D,K,K,K,1,1,0,1,0,F,5,sekunda
2,3,3,1,4,Un,ter,fe2,e,rung,ung,unter,N,ø,SS,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,KCKC,DKCKC,ø,VC,CVC,CVV,V,CVC,1,2,0,0,2,1,1,0,0,1,0,1,1,0,1,1,1,2,1,1,2,1001,111,101,1,1011,3,2,3,4,3,-1,KC,CKC,CD,K,CKC,?,C,C,?,C,C,C,?,?,C,K,K,D,K,K,1,0,1,0,1,T,5,antepaenultima
2,3,4,2,2,In,ter,punk,ti,on,on,ø,N,R,SA,ø,K,KC,KCC,KCCK,KCCKC,C,LC,LLC,ALLC,CALLC,ø,VC,CVC,CVCC,CVV,VVC,1,2,3,0,0,1,1,2,0,1,0,1,1,1,0,1,1,1,2,2,1,1001,111,1201,101,1001,3,2,2,3,3,-1,KC,CKC,CKCC,AL,LC,?,C,C,A,?,C,C,CC,?,C,K,K,K,L,L,1,0,2,1,1,T,5,ultima
6,3,2,3,2,Schrau,ben,ge,win,de,e,ø,N,NN,SAS,ø,C,CC,CCD,CCDC,CCDCK,K,CK,CCK,KCCK,CKCCK,ø,CCVV,CVC,CV,CVC,CV,1,2,1,2,1,0,1,0,1,0,2,1,1,1,1,2,1,1,1,1,2,111,1101,101,1101,101,3,2,2,2,2,-1,CCD,CKC,CK,CKC,CK,CC,C,C,C,C,?,C,?,C,?,D,K,K,K,K,1,0,0,1,0,T,5,prima
3,3,3,3,3,wie,der,ver,wen,den,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,CVC,CVC,CVC,0,2,2,2,2,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,101,111,111,1101,1101,3,2,2,2,2,1,CL,CKC,CKC,CKC,CKC,C,C,C,C,C,?,C,C,C,C,L,K,K,K,K,1,0,1,1,0,F,5,prima
3,5,2,3,3,ver,schie,de,ner,lei,ei,ø,ø,A,SA,ø,C,CK,CKC,CKCC,CKCCL,D,CD,CCD,KCCD,CKCCD,ø,CVC,CVV,CV,CVC,CVV,2,0,1,2,0,1,0,0,1,0,1,1,1,1,1,1,2,1,1,2,1,111,101,101,1011,11,2,3,2,3,4,1,CKC,CL,CK,CKC,CD,C,C,C,C,C,C,?,?,C,?,K,L,K,K,D,1,1,0,0,1,F,5,multa
2,4,2,3,3,in,thro,ni,sie,ren,en,ø,V,R,SA,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,LCKC,CLCKC,ø,VC,CCVV,CVV,CVV,CVC,1,1,0,0,2,1,0,0,0,1,0,2,1,1,1,1,2,2,2,1,1,1001,111,1001,101,1011,3,2,3,3,3,1,KC,CCL,CL,CL,CKC,?,CC,C,C,C,C,?,?,?,C,K,L,L,L,K,1,1,1,1,0,F,5,paenultima
2,2,3,3,4,Un,be,fan,gen,heit,eit,ø,N,A,SA,ø,K,KC,KCC,KCCK,KCCKC,C,DC,CDC,CCDC,KCCDC,ø,VC,CV,CVC,CVC,CVVC,1,1,2,2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1001,101,101,2001,201,3,2,2,2,2,1,KC,CK,CK,CKC,CDC,?,C,C,C,C,C,?,?,C,C,K,K,K,K,D,1,0,1,0,1,T,5,prima
3,2,2,3,3,Sin,gu,la,ris,mus,us,ø,N,A,SA,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVV,CVV,CVC,CVC,2,0,0,2,2,1,0,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1101,101,11,111,1101,2,3,4,3,2,1,CKC,CL,CL,CKC,CKC,C,C,C,C,C,C,?,?,C,C,K,L,L,K,K,1,1,1,1,1,T,5,paenultima
2,3,2,3,3,ak,kul,tu,rie,ren,en,ø,V,R,SA,ø,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CVV,CVV,CVC,1,2,0,0,2,1,1,0,0,1,0,1,1,1,1,1,1,2,2,1,1,1,111,101,11,1011,4,3,3,4,3,1,K,CKC,CL,CL,CKC,?,C,C,C,C,?,C,?,?,C,K,K,L,L,K,1,1,1,1,0,F,5,paenultima
3,3,2,3,6,Gr3,$en,un,ter,schied,ied,ø,N,AN,SAS,ø,C,CC,CCL,CCLC,CCLCK,C,LC,CLC,CCLC,KCCLC,ø,CCVV,CVC,VC,CVC,CVVC,1,2,1,2,1,0,1,1,1,1,2,1,0,1,1,2,1,1,1,2,2,111,1101,1001,111,201,2,2,3,2,2,-1,CCL,CKC,KC,CKC,CLC,CC,C,?,C,C,?,C,C,C,C,L,K,K,K,L,1,0,1,0,1,T,5,prima
2,3,3,3,3,zu,sam,men,raf,fen,en,ø,V,BV,SS,ø,A,AL,ALC,ALCK,ALCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,CVC,CVC,CVC,0,2,2,2,2,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,101,101,2001,11,1101,3,2,2,3,2,1,AL,CK,CKC,CK,CKC,A,C,C,C,C,?,?,C,?,C,L,K,K,K,K,1,1,0,1,0,F,5,sekunda
2,2,1,2,2,Me,di,a,ti,on,on,ø,N,R,SA,ø,C,CL,CLC,CLCL,CLCLK,C,LC,LLC,ALLC,KALLC,ø,CVV,CVV,VC,CVV,VVC,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,2,2,1,2,2,1,1001,101,1,101,1001,3,3,4,3,3,0,CL,CL,K,AL,LC,C,C,?,A,?,?,?,?,?,C,L,L,K,L,L,1,1,1,1,1,T,5,ultima
2,3,2,2,3,Si,mul,ta,ni,t1t,1t,ø,N,A,SA,ø,C,CL,CLC,CLCK,CLCKC,C,LC,CLC,LCLC,CLCLC,ø,CVV,CVC,CVV,CVV,CVVC,0,2,0,0,1,0,1,0,0,1,1,1,1,1,1,2,1,2,2,2,1,101,1011,101,1001,201,3,3,3,3,2,1,CL,CKC,CL,CL,CLC,C,C,C,C,C,?,C,?,?,C,L,K,L,L,L,1,1,1,1,1,T,5,ultima
3,3,2,3,4,Kam,mer,or,che,ster,er,ø,N,NN,SS,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,VC,CVC,CVC,2,2,1,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,101,1011,11,201,111,2,3,3,2,2,-1,CK,CKC,KC,CKC,CKC,C,C,?,C,C,?,C,C,C,C,K,K,K,K,K,1,0,1,1,0,T,5,prima
1,2,3,3,5,a,na,phy,lak,tisch,isch,ø,A,R,SA,ø,K,KC,KCK,KCKC,KCKCL,C,KC,CKC,CCKC,KCCKC,ø,VC,CVC,CVV,CVC,CVC,1,2,0,2,2,1,1,0,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1001,101,111,201,4,3,3,2,2,-1,K,CK,CL,CKC,CKC,?,C,C,C,C,?,?,?,C,C,K,K,L,K,K,1,1,1,1,1,F,5,paenultima
5,3,2,2,4,Struk,tur,1n,de,rung,ung,ø,N,NV,ø,ø,C,CC,CCC,CCCK,CCCKC,C,KC,CKC,KCKC,CKCKC,ø,CCCVC,CVVC,VC,CV,CVC,4,1,1,1,2,1,1,1,0,1,3,1,0,1,1,1,2,1,1,1,2,311,111,1001,101,1011,2,3,3,2,3,1,CCCKC,CLC,KC,CK,CKC,CCC,C,?,C,C,C,C,C,?,C,K,L,K,K,K,1,1,1,0,1,T,5,sekunda
3,3,2,3,2,Zim,mer,an,ten,ne,e,ø,N,NN,SS,ø,A,AK,AKC,AKCK,AKCKC,K,CK,KCK,CKCK,CCKCK,ø,CVC,CVC,VC,CVC,CV,2,2,1,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,101,1011,1001,101,1001,3,3,3,2,3,1,AK,CKC,KC,CK,CK,A,C,?,C,C,?,C,C,?,?,K,K,K,K,K,1,0,1,1,0,T,5,prima
2,3,2,2,3,Wa,ren,au,to,mat,at,ø,N,NN,SAS,ø,C,CL,CLC,CLCK,CLCKC,C,LC,CLC,LCLC,CLCLC,ø,CVV,CVC,VV,CVV,CVVC,0,2,0,0,1,0,1,0,0,1,1,1,0,1,1,2,1,2,2,2,2,101,1011,1,101,1101,3,3,6,2,3,1,CL,CKC,D,CL,CLC,C,C,?,C,C,?,C,?,?,C,L,K,D,L,L,1,0,1,1,1,T,5,prima
3,3,2,3,4,was,ser,ab,wei,send,end,ø,A,NA,SS,ø,C,CK,CKC,CKCK,CKCKC,C,CC,KCC,CKCC,DCKCC,ø,CVC,CVC,VC,CVV,CVCC,2,2,1,0,3,1,1,1,0,2,1,1,0,1,1,1,1,1,2,1,2,101,111,101,101,1201,2,2,2,3,2,1,CK,CKC,KC,CD,CKCC,C,C,?,C,C,?,C,C,?,CC,K,K,K,D,K,1,0,1,1,0,F,5,prima
3,2,2,2,3,pr1,ju,di,zi,ell,ell,ø,A,N,SA,ø,C,CC,CCK,CCKC,CCKCL,C,KC,LKC,ALKC,LALKC,ø,CCVC,CVV,CVV,CVV,VC,3,0,0,0,1,1,0,0,0,1,2,1,1,1,0,1,2,2,2,1,1,111,2,101,101,11,2,4,3,3,3,-1,CCK,CL,CL,AL,KC,CC,C,C,A,?,?,?,?,?,C,K,L,L,L,K,1,1,1,1,1,F,5,ultima
2,3,2,2,2,Ak,zep,ta,ti,on,on,ø,N,N,SA,ø,K,KC,KCA,KCAK,KCAKC,C,LC,LLC,ALLC,KALLC,ø,VC,CVC,CVC,CVV,VVC,1,2,2,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,2,2,1,101,201,101,101,1001,2,2,2,3,3,1,KC,AKC,CK,AL,LC,?,A,C,A,?,C,C,?,?,C,K,K,K,L,L,1,1,1,1,1,T,5,ultima
1,3,2,2,1,A,kro,te,ri,e,e,ø,N,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,K,LK,CLK,LCLK,CLCLK,ø,VC,CCVV,CVV,CVV,V,1,1,0,0,0,1,0,0,0,0,0,2,1,1,0,1,2,2,2,1,0,1,111,101,11,1,4,2,2,4,4,-1,K,CCL,CL,CL,K,?,CC,C,C,?,?,?,?,?,?,K,L,L,L,K,1,1,1,1,0,T,5,antepaenultima
1,2,1,2,5,a,di,a,ba,tisch,isch,ø,A,ø,ø,ø,K,KC,KCL,KCLK,KCLKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,VC,CVV,CVC,1,0,1,0,2,1,0,1,0,1,0,1,0,1,1,1,2,1,2,1,0,1,101,1,101,201,4,3,4,3,2,1,K,CL,K,CL,CKC,?,C,?,C,C,?,?,?,?,C,K,L,K,L,K,1,1,1,1,1,F,5,paenultima
4,2,2,3,4,Wohl,er,zo,gen,heit,eit,ø,N,A,SA,ø,C,CL,CLC,CLCK,CLCKC,C,DC,CDC,CCDC,KCCDC,ø,CVVC,VC,CVV,CVC,CVVC,1,1,0,2,1,1,1,0,1,1,1,0,1,1,1,2,1,2,1,2,1,111,11,101,1101,201,2,3,2,2,2,1,CLC,KC,AL,CKC,CDC,C,?,A,C,C,C,C,?,C,C,L,K,L,K,D,1,1,1,0,1,T,5,prima
2,2,2,2,2,Ve,ge,ta,ri,er,er,ø,N,R,SA,ø,C,CL,CLC,CLCL,CLCLC,C,KC,LKC,CLKC,LCLKC,ø,CVV,CVV,CVV,CVV,VC,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,2,2,2,2,1,1,101,101,101,11,11,2,2,3,4,3,-1,CL,CL,CL,CL,KC,C,C,C,C,?,?,?,?,?,C,L,L,L,L,K,1,1,1,1,0,T,5,antepaenultima
4,3,2,3,3,scha,blo,ni,sie,ren,en,ø,V,N,SA,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CCVV,CVV,CVV,CVC,2,1,0,0,2,1,0,0,0,1,1,2,1,1,1,1,2,2,2,1,1,101,111,1001,101,1011,2,2,3,3,3,1,CK,CCL,CL,CL,CKC,C,CC,C,C,C,?,?,?,?,C,K,L,L,L,K,1,1,1,1,0,F,5,paenultima
2,2,1,2,3,Jo,vi,a,li,t1t,1t,ø,N,A,SA,ø,C,CL,CLC,CLCL,CLCLL,C,LC,CLC,LCLC,CLCLC,ø,CVV,CVV,VV,CVV,CVVC,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,2,2,2,2,2,1,2,101,1,11,201,4,3,6,4,2,1,CL,CL,L,CL,CLC,C,C,?,C,C,?,?,?,?,C,L,L,L,L,L,1,1,1,1,1,T,5,ultima
2,3,2,2,5,Pa,ral,le,lo,gramm,amm,ø,N,ø,SAS,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,CCKC,LCCKC,ø,CVC,CVC,CVV,CVV,CCVC,2,2,0,0,3,1,1,0,0,1,1,1,1,1,2,1,1,2,2,1,2,101,11,11,11,1111,2,3,3,3,2,1,CK,CK,CL,CL,CCKC,C,C,C,C,CC,?,?,?,?,C,K,K,L,L,K,1,1,1,1,1,T,5,ultima
3,3,3,2,3,Kor,rek,tur,le,sen,en,ø,N,ø,SS,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVVC,CVV,CVC,2,2,1,0,2,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,2,101,111,111,11,1101,2,2,3,3,2,1,CK,CKC,CLC,CL,CKC,C,C,C,C,C,?,C,C,?,C,K,K,L,L,K,1,1,1,1,0,T,5,antepaenultima
3,3,3,3,4,Man,sar,den,woh,nung,ung,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVC,CVV,CVC,2,2,2,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,2001,111,1101,101,2001,2,2,2,2,3,-1,CKC,CKC,CKC,CL,CKC,C,C,C,C,C,C,C,C,?,C,K,K,K,L,K,1,1,0,1,1,T,5,sekunda
2,2,4,3,3,Ta,ge,buch,num,mer,er,ø,N,NN,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CV,CVVC,CVC,CVC,0,1,1,2,2,0,0,1,1,1,1,1,1,1,1,2,1,2,1,1,2,101,101,201,1001,1011,3,2,2,3,3,1,CL,CK,CLC,CK,CKC,C,C,C,C,C,?,?,C,?,C,L,K,L,K,K,1,0,1,1,0,T,5,prima
2,2,2,2,5,un,or,ga,ni,siert,iert,ø,A,A,AS,ø,K,KC,KCK,KCKC,KCKCC,C,CC,LCC,CLCC,LCLCC,ø,VC,VC,CVC,CVV,CVVCC,1,1,2,0,1,1,1,1,0,2,0,0,1,1,1,1,1,1,2,2,1,1001,11,101,1001,211,3,3,2,3,2,-1,KC,KC,CK,CL,CLCC,?,?,C,C,C,C,C,?,?,CC,K,K,K,L,L,1,1,1,1,2,F,5,prima
3,2,3,2,4,Per,so,nal,ko,sten,en,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVV,CVVC,CVC,CVC,2,0,1,2,2,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1,2,111,101,1011,201,1101,2,2,3,2,2,1,CKC,CL,CLC,CKC,CKC,C,C,C,C,C,C,?,C,C,C,K,L,L,K,K,1,1,1,1,0,T,5,antepaenultima
3,3,4,2,4,ver,ein,heit,li,chen,en,ver,V,A,AS,noacc,C,CK,CKC,CKCD,CKCDC,C,KC,CKC,KCKC,CKCKC,noacc,CVC,VVC,CVVC,CVC,CVC,2,0,1,2,2,1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,111,1001,201,11,1101,2,4,2,4,2,1,CKC,DC,CDC,CK,CKC,C,?,C,C,C,C,C,C,?,C,K,D,D,K,K,1,1,1,1,0,F,5,sekunda
3,2,3,2,2,ins,be,son,de,re,e,ø,ADV,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,K,CK,KCK,CKCK,CCKCK,ø,VCC,CV,CVC,CV,CV,2,1,2,1,1,2,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1101,101,1101,101,11,2,2,2,2,3,-1,KCC,CK,CKC,CK,CK,?,C,C,C,C,CC,?,C,?,?,K,K,K,K,K,2,0,1,0,0,F,5,antepaenultima
3,4,5,3,4,Ent,wick,lungs,ten,denz,enz,ent,N,NN,SAS,noacc,K,KC,KCC,KCCC,KCCCK,A,CA,KCA,CKCA,CCKCA,ø,VCC,CVC,CCVCC,CVC,CVCC,2,2,4,2,3,2,1,2,1,2,0,1,2,1,1,1,1,1,1,1,2,1101,101,1211,1101,1201,2,3,2,2,2,1,KCC,CK,CCKCC,CKC,CKCA,?,C,CC,C,C,CC,?,CC,C,CA,K,K,K,K,K,2,1,2,1,2,T,5,sekunda
2,4,3,3,2,An,ders,den,ken,de,e,ø,N,A,SA,ø,K,KC,KCC,KCCK,KCCKC,K,CK,CCK,KCCK,CKCCK,ø,VC,CVCC,CVC,CVC,CV,1,3,2,2,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1001,211,1101,1101,101,3,2,2,2,2,-1,KC,CKCC,CKC,CKC,CK,?,C,C,C,C,C,CC,C,C,?,K,K,K,K,K,1,0,1,0,0,T,5,prima
1,2,2,2,2,O,ra,to,ri,um,um,ø,N,ø,ø,ø,L,LC,LCK,LCKC,LCKCL,C,KC,LKC,CLKC,LCLKC,ø,VV,CVC,CVV,CVV,VC,0,2,0,0,1,0,1,0,0,1,0,1,1,1,0,2,1,2,2,1,0,1,11,101,11,1001,4,3,2,4,3,1,L,CK,CL,CL,KC,?,C,C,C,?,?,?,?,?,C,L,K,L,L,K,1,1,1,1,1,T,5,antepaenultima
2,3,3,3,3,da,hin,ter,ste,hen,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,LKC,CLKC,CCLKC,ø,CVV,CVC,CVC,CCVV,VC,0,2,2,1,1,0,1,1,0,1,1,1,1,2,0,2,1,1,2,1,2,101,1101,111,201,1001,3,2,2,2,3,1,CL,CKC,CKC,CCL,KC,C,C,C,CC,?,?,C,C,?,C,L,K,K,L,K,1,1,0,1,0,F,5,sekunda
2,2,2,3,3,as,si,bi,lie,ren,en,ø,V,R,SA,ø,K,KC,KCL,KCLC,KCLCL,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,1,1,101,101,11,1011,4,3,3,4,3,1,K,CL,CL,CL,CKC,?,C,C,C,C,?,?,?,?,C,K,L,L,L,K,1,1,1,1,0,F,5,paenultima
3,2,2,3,3,pul,ve,ri,sie,ren,en,ø,V,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,LCKC,CLCKC,ø,CVC,CV,CVV,CVV,CVC,2,1,0,0,2,1,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,111,101,11,101,1011,3,2,4,3,3,1,CKC,CK,CL,CL,CKC,C,C,C,C,C,C,?,?,?,C,K,K,L,L,K,1,0,1,1,0,F,5,paenultima
3,2,2,2,2,Kal,ku,la,ti,on,on,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCL,C,LC,LLC,ALLC,KALLC,ø,CVC,CVV,CVC,CVV,VVC,2,0,2,0,0,1,0,1,0,1,1,1,1,1,0,1,2,1,2,2,1,111,101,11,101,1001,2,3,3,3,3,1,CKC,CL,CK,AL,LC,C,C,C,A,?,C,?,?,?,C,K,L,K,L,L,1,1,1,1,1,T,5,ultima
3,3,2,4,3,wet,ter,be,st1n,dig,ig,ø,A,NA,SS,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVC,CV,CCVC,CVC,2,2,1,3,2,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,2,101,111,101,1201,201,2,2,2,2,2,1,CK,CKC,CK,CCKC,CKC,C,C,C,CC,C,?,C,?,C,C,K,K,K,K,K,1,0,0,1,1,F,5,prima
2,2,2,2,3,he,te,ro,zy,got,ot,ø,A,N,AS,ø,C,CL,CLC,CLCL,CLCLC,C,LC,CLC,LCLC,ALCLC,ø,CVV,CVV,CVV,CVV,CVVC,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,1,101,101,11,101,201,2,2,3,3,2,1,CL,CL,CL,AL,CLC,C,C,C,A,C,?,?,?,?,C,L,L,L,L,L,1,1,1,1,1,F,5,ultima
3,2,2,2,5,kos,mo,po,li,tisch,isch,ø,A,N,SA,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVV,CVV,CVC,2,0,0,0,2,1,0,0,0,1,1,1,1,1,1,1,2,2,2,1,1,201,1001,101,11,201,2,3,2,4,2,-1,CKC,CL,CL,CL,CKC,C,C,C,C,C,C,?,?,?,C,K,L,L,L,K,1,1,1,1,1,F,5,paenultima
