syl_len0,syl_len1,syl0,syl1,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,cv_ratio0,cv_ratio1,koda_len0,koda_len1,onset_len0,onset_len1,nucleus_len0,nucleus_len1,comp_len,sonority0,sonority1,sonority_ratio0,sonority_ratio1,sonority_dir,syl_class0,syl_class1,onset_class0,onset_class1,koda_class0,koda_class1,nucleus_class0,nucleus_class1,syl_weight0,syl_weight1,nomen,sylcnt,stress_class
3,4,Rut,sche,e,ø,N,V,SA,ø,C,CK,CKA,CKAK,ø,K,AK,KAK,CKAK,ø,ø,CVC,CV,2,1,1,0,1,1,1,1,1,11,101,4,2,1,CK,AK,C,A,?,?,K,K,1,0,T,2,paenultima
2,3,Mi,liz,iz,ø,N,N,S,ø,C,CL,CLC,CLCL,CLCLA,A,LA,CLA,LCLA,CLCLA,ø,CVV,CVVC,0,1,0,1,1,1,2,2,1,1001,111,3,3,-1,CL,CLA,C,C,?,A,L,L,1,1,T,2,ultima
3,2,Sen,ne,e,ø,N,N,S,ø,C,CK,CKC,CKCK,ø,K,CK,KCK,CKCK,ø,ø,CVC,CV,2,1,1,0,1,1,1,1,1,101,1001,2,3,1,CK,CK,C,C,?,?,K,K,1,0,T,2,paenultima
3,2,Bai,er,er,ø,N,ø,ø,ø,C,CD,CDK,CDKC,ø,C,KC,DKC,CDKC,ø,ø,CVV,VC,0,1,0,1,1,0,2,1,0,101,11,3,3,-1,CD,KC,C,?,?,C,D,K,1,0,T,2,paenultima
2,4,Pa,lais,ais,ø,N,ø,ø,ø,C,CK,CKC,CKCL,ø,L,CL,KCL,CKCL,ø,ø,CVC,CVV,2,0,1,0,1,1,1,2,0,101,11,2,3,-1,CK,CL,C,C,?,?,K,L,1,1,T,2,ultima
3,4,Bei,sein,ein,bei,N,N,AS,acc,C,CD,CDC,CDCD,CDCDC,C,DC,CDC,DCDC,CDCDC,ø,CVV,CVVC,0,1,0,1,1,1,2,2,1,101,1101,3,3,1,CD,CDC,C,C,?,C,D,D,1,1,T,2,paenultima
4,4,Q2et,sche,e,ø,N,V,SA,ø,C,CC,CCK,CCKC,CCKCC,K,CK,CCK,KCCK,CKCCK,ø,CCVC,CV,3,1,1,0,2,1,1,1,1,301,101,1,2,-1,CCKC,CK,CC,C,C,?,K,K,1,0,T,2,paenultima
1,4,9,sche,e,ø,N,N,S,ø,K,KC,KCK,ø,ø,K,CK,KCK,ø,ø,ø,VC,CV,1,1,1,0,0,1,1,1,1,1,101,4,2,1,K,CK,?,C,?,?,K,K,1,0,T,2,paenultima
3,4,bun,kern,ern,ø,V,V,S,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,1101,1111,2,2,1,CKC,CKCC,C,C,C,CC,K,K,1,0,F,2,paenultima
4,3,krau,len,en,ø,V,V,S,ø,C,CC,CCD,CCDC,CCDCK,C,KC,CKC,DCKC,CDCKC,ø,CCVV,CVC,1,2,0,1,2,1,2,1,1,111,1011,3,3,1,CCD,CKC,CC,C,?,C,D,K,1,0,F,2,paenultima
5,4,Tr2nk,lein,ein,ø,N,N,SA,ø,C,CC,CCK,CCKC,CCKCC,C,DC,CDC,CCDC,CCCDC,ø,CCVCC,CVVC,4,1,2,1,2,1,1,2,1,1211,1011,2,3,-1,CCKCC,CDC,CC,C,CC,C,K,D,2,1,T,2,paenultima
5,5,Volks,sport,ort,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCC,C,CC,KCC,CKCC,CCKCC,ø,CVCCC,CCVCC,4,4,3,2,1,2,1,1,2,311,311,2,2,0,CKCCC,CCKCC,C,CC,CCC,CC,K,K,2,2,T,2,paenultima
6,4,Schnee,gans,ans,ø,N,NN,SS,ø,C,CC,CCL,CCLC,CCLCK,C,CC,KCC,CKCC,LCKCC,ø,CCVV,CVCC,1,3,0,2,2,1,2,1,2,1101,1201,2,2,1,CCL,CKCC,CC,C,?,CC,L,K,1,2,T,2,paenultima
3,3,f2g,sam,am,ø,A,V,SA,ø,C,CL,CLC,CLCC,CLCCL,C,LC,CLC,CCLC,LCCLC,ø,CVVC,CVVC,1,1,1,1,1,1,2,2,1,201,1101,2,3,1,CLC,CLC,C,C,C,C,L,L,1,1,F,2,paenultima
3,3,Kei,ler,er,ø,N,V,SA,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,DCKC,CDCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,21,3,3,-1,CD,CKC,C,C,?,C,D,K,1,0,T,2,paenultima
4,4,H3rn,chen,en,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,CCKC,CCCKC,ø,CVCC,CVC,3,2,2,1,1,1,1,1,1,1111,1101,2,2,-1,CKCC,CKC,C,C,CC,C,K,K,2,0,T,2,paenultima
2,4,Ab,geld,eld,ab,N,N,AS,acc,K,KC,KCC,KCCK,KCCKC,C,CC,KCC,CKCC,CCKCC,ø,VC,CVCC,1,3,1,2,0,1,1,1,1,101,211,2,2,1,KC,CKCC,?,C,C,CC,K,K,1,2,T,2,paenultima
4,4,K2hl,raum,aum,ø,N,VN,SS,ø,C,CL,CLC,CLCC,CLCCD,C,DC,CDC,CCDC,LCCDC,ø,CVVC,CVVC,1,1,1,1,1,1,2,2,2,111,1011,3,3,1,CLC,CDC,C,C,C,C,L,D,1,1,T,2,paenultima
3,2,Kr1,he,e,ø,N,N,S,ø,C,CC,CCL,CCLK,ø,K,LK,CLK,CCLK,ø,ø,CCVV,V,1,0,0,0,2,0,2,1,1,111,1,2,4,-1,CCL,K,CC,?,?,?,L,K,1,0,T,2,paenultima
3,5,Pfu,scher,er,ø,N,V,SA,ø,A,AK,AKC,AKCK,AKCKC,C,KC,CKC,KCKC,AKCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,101,111,3,2,1,AK,CKC,A,C,?,C,K,K,1,0,T,2,paenultima
2,3,Ma,gen,en,ø,N,N,S,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,1001,1101,4,2,1,CL,CKC,C,C,?,C,L,K,1,0,T,2,paenultima
3,3,Bet,tag,ag,ø,N,VN,SS,ø,C,CL,CLC,CLCC,CLCCL,C,LC,CLC,CCLC,LCCLC,ø,CVVC,CVVC,1,1,1,1,1,1,2,2,2,201,201,2,2,0,CLC,CLC,C,C,C,C,L,L,1,1,T,2,paenultima
4,3,l3ch,rig,ig,ø,A,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,111,111,2,3,0,CKC,CKC,C,C,C,C,K,K,1,1,F,2,paenultima
3,3,Sab,bel,el,ø,N,V,S,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,101,111,2,2,1,CK,CKC,C,C,?,C,K,K,1,0,T,2,paenultima
3,3,rah,men,en,ø,V,N,S,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,11,2001,4,2,1,CL,CKC,C,C,?,C,L,K,1,0,F,2,paenultima
1,3,2,ber,er,ueber,ø,ø,S,ø,L,LC,LCK,LCKC,ø,C,KC,CKC,LCKC,ø,ø,VV,CVC,0,2,0,1,0,1,2,1,1,1,111,5,2,1,L,CKC,?,C,?,C,L,K,1,0,F,2,paenultima
3,6,Rat,schlag,ag,ø,N,V,S,ø,C,CL,CLC,CLCC,CLCCC,C,LC,CLC,CCLC,CCCLC,ø,CVVC,CCVVC,1,1,1,1,1,2,2,2,1,111,211,3,2,1,CLC,CCLC,C,CC,C,C,L,L,1,1,T,2,paenultima
3,6,Ehr,furcht,urcht,ø,N,NN,SS,ø,L,LC,LCC,LCCK,LCCKC,C,CC,CCC,KCCC,CKCCC,ø,VVC,CVCCC,0,4,1,3,0,1,2,1,2,11,311,3,2,1,LC,CKCCC,?,C,C,CCC,L,K,1,2,T,2,paenultima
4,4,Faul,tier,ier,ø,N,AN,SS,ø,C,CD,CDC,CDCC,CDCCL,C,LC,CLC,CCLC,DCCLC,ø,CVVC,CVVC,1,1,1,1,1,1,2,2,2,111,111,3,3,0,CDC,CLC,C,C,C,C,D,L,1,1,T,2,paenultima
4,5,Sto$,kraft,aft,ø,N,VN,SS,ø,C,CC,CCL,CCLC,CCLCC,C,CC,KCC,CKCC,CCKCC,ø,CCVVC,CCVCC,1,4,1,2,2,2,2,1,2,301,311,1,2,1,CCLC,CCKCC,CC,CC,C,CC,L,K,1,2,T,2,paenultima
2,6,be,stirnt,irnt,be,A,N,ø,noacc,C,CK,CKC,CKCC,CKCCK,C,CC,CCC,KCCC,CKCCC,ø,CV,CCVCCC,1,5,0,3,1,2,1,1,1,101,1311,2,2,1,CK,CCKCCC,C,CC,?,CCC,K,K,0,2,F,2,ultima
2,4,Ab,flug,ug,ab,N,V,S,acc,K,KC,KCC,KCCC,KCCCL,C,LC,CLC,CCLC,CCCLC,ø,VC,CCVVC,1,1,1,1,0,2,1,2,1,101,211,2,2,1,KC,CCLC,?,CC,C,C,K,L,1,1,T,2,paenultima
5,4,Rauch,glas,as,ø,N,NN,SS,ø,C,CD,CDC,CDCC,CDCCC,C,LC,CLC,CCLC,CCCLC,ø,CVVC,CCVVC,1,1,1,1,1,2,2,2,2,111,211,3,2,1,CDC,CCLC,C,CC,C,C,D,L,1,1,T,2,paenultima
4,4,Rech,nung,ung,ø,N,V,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,111,2001,2,3,1,CKC,CKC,C,C,C,C,K,K,1,1,T,2,paenultima
3,4,S2d,hang,ang,ø,N,NN,SS,ø,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,CCKC,LCCKC,ø,CVVC,CVC,1,2,1,1,1,1,2,1,2,201,1101,2,2,1,CLC,CKC,C,C,C,C,L,K,1,1,T,2,paenultima
4,4,h1us,lich,ich,ø,A,N,SA,ø,C,CD,CDC,CDCC,CDCCK,C,KC,CKC,CCKC,DCCKC,noacc,CVVC,CVC,1,2,1,1,1,1,2,1,1,201,111,2,3,-1,CDC,CKC,C,C,C,C,D,K,1,1,F,2,paenultima
3,3,Gal,gen,en,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,111,1101,2,2,1,CKC,CKC,C,C,C,C,K,K,1,0,T,2,paenultima
3,3,Zim,bel,el,ø,N,ø,ø,ø,A,AK,AKC,AKCC,AKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,0,1101,111,2,2,-1,AKC,CKC,A,C,C,C,K,K,1,0,T,2,paenultima
3,3,Zim,mer,er,ø,N,N,S,ø,A,AK,AKC,AKCK,AKCKC,C,KC,CKC,KCKC,AKCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,101,1011,3,3,1,AK,CKC,A,C,?,C,K,K,1,0,T,2,paenultima
6,3,Fracht,gut,ut,ø,N,VN,ø,ø,C,CC,CCK,CCKC,CCKCC,C,LC,CLC,CCLC,CCCLC,ø,CCVCC,CVVC,4,1,2,1,2,1,1,2,2,311,201,2,2,-1,CCKCC,CLC,CC,C,CC,C,K,L,2,1,T,2,paenultima
4,4,wert,voll,oll,ø,A,NA,SS,ø,C,CL,CLC,CLCC,CLCCC,C,KC,CKC,CCKC,CCCKC,ø,CVVCC,CVC,1,2,2,1,1,1,2,1,2,211,111,2,2,-1,CLCC,CKC,C,C,CC,C,L,K,2,1,F,2,paenultima
3,3,wei,ten,en,ø,V,A,S,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,DCKC,CDCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,1101,3,2,1,CD,CKC,C,C,?,C,D,K,1,0,F,2,paenultima
4,3,Saft,kur,ur,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,LC,CLC,CCLC,CCCLC,ø,CVCC,CVVC,3,1,2,1,1,1,1,2,2,301,111,1,3,-1,CKCC,CLC,C,C,CC,C,K,L,2,1,T,2,paenultima
5,3,Schin,del,el,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,1101,111,2,2,-1,CKC,CKC,C,C,C,C,K,K,1,0,T,2,paenultima
4,4,klet,tern,ern,ø,V,V,S,ø,C,CC,CCK,CCKC,CCKCK,C,CC,KCC,CKCC,KCKCC,ø,CCVC,CVCC,3,3,1,2,2,1,1,1,1,111,1111,2,2,1,CCK,CKCC,CC,C,?,CC,K,K,1,0,F,2,paenultima
5,3,trenn,bar,ar,ø,A,V,SA,ø,C,CC,CCK,CCKC,CCKCC,C,LC,CLC,CCLC,KCCLC,ø,CCVC,CVVC,3,1,1,1,2,1,1,2,1,1111,111,2,3,-1,CCKC,CLC,CC,C,C,C,K,L,1,1,F,2,paenultima
5,4,Pfing,sten,en,ø,N,N,S,ø,A,AK,AKC,AKCC,AKCCC,C,KC,CKC,CCKC,CCCKC,ø,CVC,CCVC,2,3,1,1,1,2,1,1,1,1101,1201,2,2,1,AKC,CCKC,A,CC,C,C,K,K,1,0,T,2,paenultima
5,4,Zwerg,volk,olk,ø,N,NN,SS,ø,A,AC,ACK,ACKC,ACKCC,C,CC,KCC,CKCC,CCKCC,ø,CCVCC,CVCC,4,3,2,2,2,1,1,1,2,311,211,2,2,-1,ACKCC,CKCC,AC,C,CC,CC,K,K,2,2,T,2,paenultima
4,7,Blau,strumpf,umpf,ø,N,AN,SS,ø,C,CC,CCD,CCDC,CCDCC,A,CA,KCA,CKCA,CCKCA,ø,CCVV,CCCVCC,1,5,0,2,2,3,2,1,2,111,1311,3,2,1,CCD,CCCKCA,CC,CCC,?,CA,D,K,1,2,T,2,paenultima
4,4,Step,tanz,anz,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCC,A,CA,KCA,CKCA,CCKCA,ø,CCVC,CVCC,3,3,1,2,2,1,1,1,2,301,1201,1,2,1,CCKC,CKCA,CC,C,C,CA,K,K,1,2,T,2,paenultima
5,4,Sperr,holz,olz,ø,N,VN,SS,ø,C,CC,CCK,CCKC,CCKCC,A,CA,KCA,CKCA,CCKCA,ø,CCVC,CVCC,3,3,1,2,2,1,1,1,2,211,211,2,2,0,CCKC,CKCA,CC,C,C,CA,K,K,1,2,T,2,paenultima
3,3,Hek,tik,ik,ø,N,R,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVC,2,2,1,1,1,1,1,1,1,201,201,2,2,0,CKC,CKC,C,C,C,C,K,K,1,1,T,2,paenultima
6,3,schmei,$en,en,ø,V,V,S,ø,C,CC,CCD,CCDC,CCDCK,C,KC,CKC,DCKC,CDCKC,ø,CCVV,CVC,1,2,0,1,2,1,2,1,1,1101,1101,3,2,0,CCD,CKC,CC,C,?,C,D,K,1,0,F,2,paenultima
4,4,lach,haft,aft,ø,A,V,SA,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,111,301,2,1,1,CKC,CKCC,C,C,C,CC,K,K,1,2,F,2,paenultima
3,3,Zeu,gin,in,ø,N,N,SA,ø,A,AD,ADC,ADCK,ADCKC,C,KC,CKC,DCKC,ADCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,1101,3,2,1,AD,CKC,A,C,?,C,D,K,1,1,T,2,paenultima
4,4,Raub,mord,ord,ø,N,VN,ø,ø,C,CD,CDC,CDCC,CDCCK,C,CC,KCC,CKCC,CCKCC,ø,CVVC,CVCC,1,3,1,2,1,1,2,1,2,111,1111,3,2,1,CDC,CKCC,C,C,C,CC,D,K,1,2,T,2,paenultima
3,2,lei,se,e,ø,A,A,S,ø,C,CD,CDC,CDCK,ø,K,CK,DCK,CDCK,ø,ø,CVV,CV,0,1,0,0,1,1,2,1,1,11,101,4,2,1,CD,CK,C,C,?,?,D,K,1,0,F,2,paenultima
4,7,Kerb,schnitt,itt,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,CCKC,CCCKC,ø,CVCC,CCVC,3,3,2,1,1,2,1,1,2,211,1201,2,2,1,CKCC,CCKC,C,CC,CC,C,K,K,2,1,T,2,paenultima
5,4,T1sch,lein,ein,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCD,C,DC,CDC,CCDC,KCCDC,ø,CVC,CVVC,2,1,1,1,1,1,1,2,1,201,1011,2,3,1,CKC,CDC,C,C,C,C,K,D,1,1,T,2,paenultima
3,4,Klo,ster,er,ø,N,N,S,ø,C,CC,CCL,CCLC,CCLCC,C,KC,CKC,CCKC,LCCKC,ø,CCVVC,CVC,1,2,1,1,2,1,2,1,1,211,111,2,2,-1,CCLC,CKC,CC,C,C,C,L,K,1,0,T,2,paenultima
4,2,Lein,3l,3l,ø,N,NN,SS,ø,C,CD,CDC,CDCL,CDCLC,C,LC,CLC,DCLC,CDCLC,ø,CVVC,VVC,1,0,1,1,1,0,2,2,2,1011,11,3,3,-1,CDC,LC,C,?,C,C,D,L,1,1,T,2,paenultima
4,5,Zwei,kampf,ampf,ø,N,ø,SS,ø,A,AC,ACD,ACDC,ACDCK,A,CA,KCA,CKCA,DCKCA,ø,CCVV,CVCC,1,3,0,2,2,1,2,1,2,201,1201,2,2,1,ACD,CKCA,AC,C,?,CA,D,K,1,2,T,2,paenultima
3,5,Bei,stand,and,bei,N,V,S,acc,C,CD,CDC,CDCC,CDCCK,C,CC,KCC,CKCC,CCKCC,ø,CVV,CCVCC,0,4,0,2,1,2,2,1,1,101,1301,3,1,1,CD,CCKCC,C,CC,?,CC,D,K,1,2,T,2,paenultima
3,4,kon,form,orm,ø,A,A,S,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,1101,1111,2,2,1,CKC,CKCC,C,C,C,CC,K,K,1,2,F,2,ultima
4,3,Blut,tat,at,ø,N,NN,SS,ø,C,CC,CCL,CCLC,CCLCC,C,LC,CLC,CCLC,LCCLC,ø,CCVVC,CVVC,1,1,1,1,2,1,2,2,2,211,201,2,2,-1,CCLC,CLC,CC,C,C,C,L,L,1,1,T,2,paenultima
3,4,fle,cken,en,ø,V,N,S,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,KCKC,CKCKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,1,111,1101,2,2,1,CCK,CKC,CC,C,?,C,K,K,1,0,F,2,paenultima
2,3,fa,tal,al,ø,A,A,S,ø,C,CK,CKC,CKCL,CKCLC,C,LC,CLC,KCLC,CKCLC,ø,CVC,CVVC,2,1,1,1,1,1,1,2,1,101,111,2,3,1,CK,CLC,C,C,?,C,K,L,1,1,F,2,ultima
6,3,Nichts,tun,un,ø,N,ø,SS,ø,C,CK,CKC,CKCA,CKCAC,C,LC,CLC,ACLC,CACLC,ø,CVCC,CVVC,3,1,2,1,1,1,1,2,2,1201,1101,2,2,-1,CKCA,CLC,C,C,CA,C,K,L,2,1,T,2,paenultima
3,3,gra,vid,id,ø,A,A,S,ø,C,CC,CCK,CCKC,CCKCL,C,LC,CLC,KCLC,CKCLC,ø,CCVC,CVVC,3,1,1,1,2,1,1,2,1,111,201,2,2,1,CCK,CLC,CC,C,?,C,K,L,1,1,F,2,ultima
2,5,An,pfiff,iff,an,N,V,S,acc,K,KC,KCA,KCAK,KCAKC,C,KC,AKC,CAKC,KCAKC,ø,VC,CVC,1,2,1,1,0,1,1,1,1,1001,201,3,2,-1,KC,AKC,?,A,C,C,K,K,1,1,T,2,paenultima
2,3,to,sen,en,ø,V,V,S,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,1101,2,2,1,CL,CKC,C,C,?,C,L,K,1,0,F,2,paenultima
4,3,Hohl,ma$,a$,ø,N,AN,SS,ø,C,CL,CLC,CLCC,CLCCL,C,LC,CLC,CCLC,LCCLC,ø,CVVC,CVVC,1,1,1,1,1,1,2,2,2,111,1101,2,3,1,CLC,CLC,C,C,C,C,L,L,1,1,T,2,paenultima
4,5,zahn,krank,ank,ø,A,NA,SS,ø,A,AL,ALC,ALCC,ALCCC,C,CC,KCC,CKCC,CCKCC,ø,CVVC,CCVCC,1,4,1,2,1,2,2,1,2,1101,1211,3,2,1,ALC,CCKCC,A,CC,C,CC,L,K,1,2,F,2,paenultima
3,3,kal,ben,en,ø,V,N,S,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,111,1101,2,2,1,CKC,CKC,C,C,C,C,K,K,1,0,F,2,paenultima
3,3,heh,len,en,ø,V,V,S,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,1011,2,3,1,CL,CKC,C,C,?,C,L,K,1,0,F,2,paenultima
3,4,sau,kalt,alt,ø,A,NA,SS,ø,C,CD,CDC,CDCL,ø,L,CL,DCL,CDCL,ø,ø,CVV,CVCC,0,3,0,2,1,1,2,1,2,101,101,3,2,0,CD,CL,C,C,?,?,D,L,1,2,F,2,multa
4,4,Mord,fall,all,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,CCKC,CCCKC,ø,CVCC,CVC,3,2,2,1,1,1,1,1,2,1111,111,2,2,-1,CKCC,CKC,C,C,CC,C,K,K,2,1,T,2,paenultima
5,4,Weich,holz,olz,ø,N,AN,SS,ø,C,CD,CDC,CDCC,CDCCK,A,CA,KCA,CKCA,CCKCA,ø,CVVC,CVCC,1,3,1,2,1,1,2,1,2,201,211,2,2,1,CDC,CKCA,C,C,C,CA,D,K,1,2,T,2,paenultima
3,4,Pre,digt,igt,ø,N,V,SA,ø,C,CC,CCL,CCLC,CCLCK,C,CC,KCC,CKCC,LCKCC,ø,CCVV,CVCC,1,3,0,2,2,1,2,1,1,111,301,2,2,1,CCL,CKCC,CC,C,?,CC,L,K,1,2,T,2,paenultima
3,4,rei,chen,en,ø,V,V,S,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,DCKC,CDCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,11,1101,4,2,1,CD,CKC,C,C,?,C,D,K,1,0,F,2,paenultima
4,5,pest,krank,ank,ø,A,NA,SS,ø,C,CK,CKC,CKCC,CKCCC,C,CC,KCC,CKCC,CCKCC,ø,CVCC,CCVCC,3,4,2,2,1,2,1,1,2,301,1211,1,2,1,CKCC,CCKCC,C,CC,CC,CC,K,K,2,2,F,2,paenultima
2,3,Un,ruh,uh,ø,N,N,S,ø,K,KC,KCC,KCCL,ø,L,CL,CCL,KCCL,ø,ø,VC,CVV,1,0,1,0,0,1,1,2,1,1001,11,3,4,-1,KC,CL,?,C,C,?,K,L,1,1,T,2,paenultima
2,3,To,pas,as,ø,N,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,C,LC,CLC,LCLC,CLCLC,ø,CVV,CVVC,0,1,0,1,1,1,2,2,0,101,201,2,2,1,CL,CLC,C,C,?,C,L,L,1,1,T,2,ultima
3,4,Kra,cher,er,ø,N,N,SA,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,KCKC,CKCKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,1,111,111,2,2,0,CCK,CKC,CC,C,?,C,K,K,1,0,T,2,paenultima
5,4,bruch,reif,eif,ø,A,NA,SS,ø,C,CC,CCK,CCKC,CCKCC,C,DC,CDC,CCDC,KCCDC,ø,CCVC,CVVC,3,1,1,1,2,1,1,2,2,211,111,2,3,-1,CCKC,CDC,CC,C,C,C,K,D,1,1,F,2,paenultima
2,4,ro,stig,ig,ø,A,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVC,2,2,1,1,1,1,1,1,1,111,201,2,2,1,CKC,CKC,C,C,C,C,K,K,1,1,F,2,paenultima
5,4,W2lst,chen,en,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,CCKC,CCCKC,ø,CVCCC,CVC,4,2,3,1,1,1,1,1,1,311,1101,2,2,1,CKCCC,CKC,C,C,CCC,C,K,K,2,0,T,2,paenultima
2,2,Al,be,e,ø,N,N,S,ø,K,KC,KCC,KCCK,ø,K,CK,CCK,KCCK,ø,ø,VC,CV,1,1,1,0,0,1,1,1,1,11,101,3,2,1,KC,CK,?,C,C,?,K,K,1,0,T,2,paenultima
4,3,stop,pen,en,ø,V,ø,S,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,KCKC,CKCKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,1,201,1101,2,2,1,CCK,CKC,CC,C,?,C,K,K,1,0,F,2,paenultima
3,4,sim,peln,eln,ø,V,A,S,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,1101,1111,2,2,1,CKC,CKCC,C,C,C,CC,K,K,1,0,F,2,paenultima
4,2,Grup,pe,e,ø,N,N,S,ø,C,CC,CCK,CCKC,CCKCK,K,CK,KCK,CKCK,CCKCK,ø,CCVC,CV,3,1,1,0,2,1,1,1,1,111,101,3,2,-1,CCK,CK,CC,C,?,?,K,K,1,0,T,2,paenultima
4,4,H1hn,chen,en,ø,N,N,SA,ø,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,CCKC,LCCKC,ø,CVVC,CVC,1,2,1,1,1,1,2,1,1,1101,1101,2,2,0,CLC,CKC,C,C,C,C,L,K,1,0,T,2,paenultima
2,3,An,nex,ex,ø,N,ø,ø,ø,K,KC,KCK,KCKC,KCKCC,C,CC,KCC,CKCC,KCKCC,ø,VC,CVCC,1,3,1,2,0,1,1,1,0,1,1201,4,2,1,K,CKCC,?,C,?,CC,K,K,1,2,T,2,ultima
3,3,mor,den,en,ø,V,N,S,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,1011,1101,3,2,1,CKC,CKC,C,C,C,C,K,K,1,0,F,2,paenultima
2,4,My,stik,ik,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,1101,201,2,2,-1,CKC,CKC,C,C,C,C,K,K,1,1,T,2,paenultima
4,4,Phan,tast,ast,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,1101,301,2,1,-1,CKC,CKCC,C,C,C,CC,K,K,1,2,T,2,ultima
2,4,Ar,beit,eit,ø,N,V,S,ø,K,KC,KCC,KCCD,KCCDC,C,DC,CDC,CCDC,KCCDC,ø,VC,CVVC,1,1,1,1,0,1,1,2,1,11,201,3,2,1,KC,CDC,?,C,C,C,K,D,1,1,T,2,paenultima
