stress_class,all_NN_classification,all_JRip_classification,all_J48_classification,numeric_NN_classification,numeric_JRip_classification,numeric__J48_classification,sparse_NN_classification,sparse_JRip_classification,sparse_J48_classification,suffixl_NN_classification,suffix_JRip_classification,suffixl_J48_classification,praefix_NN_classification,praefix_JRip_classification,praefix_J48_classification,affix_NN_classification,affix_JRip_classification,affix_J48_classification,sonority_NN_classification,sonority_JRip_classification,sonority_48_classification,weight_NN_classification,weight_JRip_classification,weight_J48_classification,phoncat_NN_classification,phoncat_JRip_classification,phoncat_J48_classification,phon_NN_classification,phon_JRip_classification,phon_J48_classification,sylstruct_NN_classification,sylstruct_JRip_classification,sylstruct_J48_classification,meta_NN_classification,meta_JRip_classification,meta_J48_classification
prima,prima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,sekunda,sekunda,prima,prima,prima,prima,antepaenultima,antepaenultima,prima,antepaenultima,prima,prima,antepaenultima,prima,prima,prima,prima
antepaenultima,antepaenultima,antepaenultima,ultima,antepaenultima,antepaenultima,antepaenultima,paenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,paenultima,prima,prima,antepaenultima,antepaenultima,antepaenultima,paenultima,prima,ultima,paenultima,prima,paenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,ultima,prima,ultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,prima,sekunda,prima,prima,prima
sekunda,sekunda,antepaenultima,sekunda,sekunda,sekunda,prima,sekunda,sekunda,sekunda,prima,prima,prima,sekunda,prima,sekunda,sekunda,prima,prima,sekunda,sekunda,prima,sekunda,sekunda,sekunda,antepaenultima,antepaenultima,paenultima,sekunda,antepaenultima,sekunda,sekunda,antepaenultima,prima,prima,prima,prima
paenultima,paenultima,paenultima,antepaenultima,prima,paenultima,prima,paenultima,paenultima,paenultima,prima,prima,prima,ultima,prima,ultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,sekunda,sekunda,sekunda,ultima,prima,ultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,prima,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda
sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,paenultima,paenultima,paenultima
sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,prima,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,ultima,sekunda,paenultima,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,prima,paenultima,paenultima,paenultima
prima,prima,prima,prima,sekunda,prima,prima,prima,sekunda,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,ultima,prima,ultima,prima,prima,prima,prima,prima,ultima,prima,prima,prima,prima,prima,prima
antepaenultima,antepaenultima,prima,antepaenultima,antepaenultima,prima,prima,antepaenultima,prima,antepaenultima,prima,prima,prima,paenultima,prima,prima,sekunda,prima,prima,prima,prima,sekunda,prima,prima,antepaenultima,paenultima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,paenultima,prima,prima,prima
antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima,prima,antepaenultima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,prima,sekunda,prima,antepaenultima,antepaenultima,prima,prima,antepaenultima,antepaenultima,prima,antepaenultima,prima,prima,prima,antepaenultima
ultima,ultima,ultima,ultima,paenultima,prima,ultima,ultima,prima,ultima,ultima,prima,prima,ultima,ultima,ultima,ultima,prima,prima,paenultima,prima,ultima,paenultima,prima,ultima,prima,prima,antepaenultima,prima,prima,ultima,prima,prima,paenultima,prima,prima,prima
antepaenultima,antepaenultima,paenultima,antepaenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,antepaenultima,prima,antepaenultima,paenultima,prima,prima,antepaenultima,prima,antepaenultima,prima,paenultima,prima,ultima,ultima,ultima,paenultima,prima,prima,paenultima,prima,paenultima,paenultima,prima,prima,ultima,prima,ultima
prima,prima,prima,sekunda,prima,prima,sekunda,prima,prima,sekunda,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,paenultima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,sekunda,prima,antepaenultima,prima,prima,prima,prima,prima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,sekunda,prima,paenultima,sekunda,antepaenultima,prima,paenultima,prima,prima,prima,prima,prima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,prima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,ultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,ultima,prima,prima,prima,ultima,ultima,ultima,ultima,ultima,prima,ultima,ultima,prima,prima,prima,prima
antepaenultima,prima,prima,sekunda,sekunda,prima,sekunda,prima,prima,sekunda,prima,prima,prima,paenultima,prima,ultima,paenultima,prima,prima,paenultima,sekunda,prima,prima,prima,sekunda,prima,prima,antepaenultima,prima,prima,sekunda,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,sekunda,prima,sekunda,sekunda,prima,prima,sekunda,prima,prima,prima,paenultima,prima,antepaenultima,prima,prima,prima,sekunda,prima,prima,prima,prima,prima,prima,sekunda,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,sekunda,sekunda,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,sekunda,sekunda
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima
sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,prima,prima,prima,sekunda,prima,sekunda,sekunda,prima,prima,sekunda,prima,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,prima,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
antepaenultima,prima,antepaenultima,antepaenultima,prima,antepaenultima,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,prima,prima,prima,prima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima,prima,antepaenultima,prima,paenultima,prima,paenultima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,ultima,prima,ultima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,sekunda,prima,sekunda,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,prima,paenultima,paenultima,paenultima,sekunda,paenultima,paenultima,paenultima,paenultima,prima,paenultima,ultima,ultima,ultima
prima,prima,prima,antepaenultima,prima,prima,antepaenultima,prima,prima,ultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,sekunda,sekunda,prima,prima,prima,prima,prima,sekunda,prima,prima,prima,sekunda,sekunda,sekunda,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,prima,sekunda,sekunda,prima,prima,prima,prima,prima,prima,prima
sekunda,sekunda,prima,prima,prima,prima,prima,sekunda,sekunda,prima,sekunda,sekunda,sekunda,prima,prima,prima,prima,prima,prima,prima,sekunda,sekunda,sekunda,sekunda,sekunda,prima,prima,prima,sekunda,prima,sekunda,prima,prima,prima,prima,prima,prima
sekunda,prima,prima,antepaenultima,prima,sekunda,paenultima,sekunda,paenultima,paenultima,prima,prima,prima,sekunda,sekunda,sekunda,prima,sekunda,prima,prima,prima,sekunda,prima,prima,prima,sekunda,sekunda,sekunda,sekunda,prima,prima,prima,prima,prima,paenultima,prima,paenultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,prima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,ultima
antepaenultima,antepaenultima,paenultima,antepaenultima,ultima,antepaenultima,antepaenultima,ultima,antepaenultima,antepaenultima,antepaenultima,prima,antepaenultima,paenultima,prima,prima,antepaenultima,prima,antepaenultima,ultima,paenultima,antepaenultima,paenultima,prima,paenultima,ultima,antepaenultima,antepaenultima,ultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,ultima,prima,ultima
antepaenultima,antepaenultima,paenultima,ultima,antepaenultima,prima,ultima,paenultima,paenultima,ultima,prima,prima,prima,ultima,ultima,ultima,prima,prima,prima,ultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,prima,antepaenultima,ultima,prima,prima,ultima,prima,ultima
antepaenultima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,prima,sekunda,prima,prima,prima,prima,prima,sekunda,prima,prima,sekunda,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,sekunda,sekunda
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,ultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
sekunda,prima,sekunda,sekunda,prima,prima,prima,sekunda,sekunda,sekunda,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,sekunda,sekunda,sekunda,prima,prima,prima,sekunda,sekunda,prima,sekunda,prima,sekunda,prima,prima,prima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,ultima,paenultima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,paenultima,ultima,paenultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,ultima
sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,prima,sekunda,sekunda,sekunda,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,prima,sekunda,sekunda,sekunda,sekunda,prima,prima,sekunda,prima,prima,prima
antepaenultima,sekunda,prima,sekunda,sekunda,sekunda,sekunda,sekunda,prima,sekunda,prima,prima,paenultima,paenultima,prima,prima,sekunda,prima,prima,sekunda,sekunda,sekunda,paenultima,prima,paenultima,sekunda,sekunda,sekunda,sekunda,paenultima,paenultima,sekunda,sekunda,sekunda,prima,prima,prima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,antepaenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,ultima,prima,ultima
antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima,paenultima,prima,prima,sekunda,prima,prima,sekunda,antepaenultima,antepaenultima,paenultima,prima,paenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,prima,antepaenultima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima
prima,prima,prima,prima,sekunda,prima,sekunda,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,prima,prima,prima,sekunda,sekunda,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,prima,prima,prima
sekunda,sekunda,sekunda,sekunda,sekunda,prima,sekunda,sekunda,sekunda,sekunda,prima,prima,prima,paenultima,prima,prima,sekunda,prima,prima,paenultima,prima,prima,prima,prima,prima,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,antepaenultima,prima,prima,prima,prima
ultima,prima,prima,ultima,prima,prima,antepaenultima,prima,prima,ultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,ultima,prima,ultima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,ultima,prima,ultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,prima,antepaenultima,ultima,ultima,prima,ultima,prima,prima,prima,prima,prima,ultima,prima,ultima,prima,prima,prima,ultima,prima,ultima,ultima,prima,ultima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,prima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,paenultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,ultima
sekunda,prima,paenultima,antepaenultima,prima,prima,sekunda,paenultima,paenultima,paenultima,prima,prima,prima,paenultima,paenultima,paenultima,prima,prima,prima,prima,prima,prima,paenultima,prima,paenultima,prima,prima,prima,paenultima,paenultima,paenultima,paenultima,prima,prima,paenultima,prima,paenultima
ultima,ultima,ultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,ultima,prima,prima,paenultima,paenultima,paenultima,paenultima,prima,ultima,ultima,ultima,ultima,ultima,prima,ultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,prima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,sekunda,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima
antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,paenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima,antepaenultima,antepaenultima,antepaenultima,prima,prima,antepaenultima,ultima,prima,paenultima,paenultima,antepaenultima,antepaenultima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,ultima,prima,ultima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,prima,prima,ultima,ultima,ultima,prima,ultima,prima,ultima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,ultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,ultima,prima,prima,prima,prima,sekunda,sekunda,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,paenultima,paenultima,paenultima,ultima,paenultima,sekunda,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,ultima,prima,ultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,paenultima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,sekunda,sekunda,prima,prima,prima,prima,sekunda,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,sekunda,sekunda,sekunda,prima,prima,prima,prima,prima,prima,ultima,prima,ultima,paenultima,prima,prima,sekunda,sekunda,paenultima,prima,prima,prima,sekunda,sekunda,sekunda,prima,prima,prima,prima,prima,sekunda,prima,prima,prima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,prima,sekunda,paenultima,paenultima,paenultima,paenultima,sekunda,paenultima,ultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima
prima,antepaenultima,antepaenultima,prima,prima,antepaenultima,antepaenultima,prima,prima,prima,prima,prima,sekunda,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,sekunda,sekunda,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,sekunda,sekunda
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,ultima
sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,prima,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda
sekunda,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,antepaenultima,prima,prima,antepaenultima,prima,prima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,prima,ultima,prima,ultima
antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima,ultima,prima,antepaenultima,antepaenultima,prima,prima,sekunda,antepaenultima,sekunda,prima,prima,ultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima
prima,prima,paenultima,ultima,prima,prima,ultima,ultima,prima,ultima,prima,prima,prima,ultima,ultima,ultima,prima,prima,prima,paenultima,prima,prima,ultima,prima,ultima,ultima,paenultima,paenultima,ultima,prima,prima,prima,prima,antepaenultima,ultima,prima,ultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,prima,prima,prima,prima,prima,prima,prima,prima,prima
antepaenultima,sekunda,prima,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,prima,prima,prima,sekunda,prima,prima,sekunda,prima,prima,ultima,sekunda,prima,prima,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,prima,antepaenultima,prima,sekunda,sekunda,prima,prima,prima
antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima,paenultima,prima,ultima,sekunda,ultima,prima,prima,prima,prima,ultima,ultima,ultima,antepaenultima,antepaenultima,ultima,antepaenultima,ultima,ultima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima
sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,prima,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,prima,prima,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,sekunda,prima,prima,prima
ultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,ultima,prima,paenultima,prima,prima,prima,prima,prima,prima,ultima,prima,prima,ultima,prima,ultima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,prima,paenultima,prima,prima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima
antepaenultima,antepaenultima,prima,antepaenultima,prima,prima,antepaenultima,prima,prima,antepaenultima,prima,prima,antepaenultima,paenultima,prima,paenultima,prima,prima,antepaenultima,paenultima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,paenultima,prima,paenultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,prima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima
paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,sekunda,antepaenultima,sekunda,ultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima
sekunda,antepaenultima,prima,antepaenultima,prima,prima,antepaenultima,prima,prima,antepaenultima,prima,prima,prima,paenultima,prima,ultima,prima,prima,prima,prima,paenultima,paenultima,prima,prima,antepaenultima,prima,prima,prima,prima,prima,prima,sekunda,prima,ultima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,sekunda,prima,prima,prima,prima,prima,prima,prima,prima,sekunda,prima,prima,prima,prima,prima,prima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,ultima,ultima,ultima,ultima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima
